log10_Gmu	f	spectrum
-14.000000	-10.000000	-18.282319
-14.000000	 -9.950000	-18.208212
-14.000000	 -9.900000	-18.134068
-14.000000	 -9.850000	-18.059881
-14.000000	 -9.800000	-17.985644
-14.000000	 -9.750000	-17.911349
-14.000000	 -9.700000	-17.836992
-14.000000	 -9.650000	-17.762564
-14.000000	 -9.600000	-17.688060
-14.000000	 -9.550000	-17.613473
-14.000000	 -9.500000	-17.538817
-14.000000	 -9.450000	-17.464169
-14.000000	 -9.400000	-17.389522
-14.000000	 -9.350000	-17.314875
-14.000000	 -9.300000	-17.240225
-14.000000	 -9.250000	-17.165568
-14.000000	 -9.200000	-17.090904
-14.000000	 -9.150000	-17.016241
-14.000000	 -9.100000	-16.941575
-14.000000	 -9.050000	-16.866899
-14.000000	 -9.000000	-16.792211
-14.000000	 -8.950000	-16.717508
-14.000000	 -8.900000	-16.642789
-14.000000	 -8.850000	-16.568050
-14.000000	 -8.800000	-16.493288
-14.000000	 -8.750000	-16.418499
-14.000000	 -8.700000	-16.343686
-14.000000	 -8.650000	-16.268841
-14.000000	 -8.600000	-16.193961
-14.000000	 -8.550000	-16.119043
-14.000000	 -8.500000	-16.044109
-14.000000	 -8.450000	-15.969213
-14.000000	 -8.400000	-15.894322
-14.000000	 -8.350000	-15.819434
-14.000000	 -8.300000	-15.744549
-14.000000	 -8.250000	-15.669666
-14.000000	 -8.200000	-15.594788
-14.000000	 -8.150000	-15.519922
-14.000000	 -8.100000	-15.445063
-14.000000	 -8.050000	-15.370212
-14.000000	 -8.000000	-15.295369
-14.000000	 -7.950000	-15.220537
-14.000000	 -7.900000	-15.145714
-14.000000	 -7.850000	-15.070902
-14.000000	 -7.800000	-14.996101
-14.000000	 -7.750000	-14.921313
-14.000000	 -7.700000	-14.846537
-14.000000	 -7.650000	-14.771777
-14.000000	 -7.600000	-14.697033
-14.000000	 -7.550000	-14.622307
-14.000000	 -7.500000	-14.547603
-14.000000	 -7.450000	-14.472932
-14.000000	 -7.400000	-14.398299
-14.000000	 -7.350000	-14.323709
-14.000000	 -7.300000	-14.249166
-14.000000	 -7.250000	-14.174676
-14.000000	 -7.200000	-14.100244
-14.000000	 -7.150000	-14.025878
-14.000000	 -7.100000	-13.951585
-14.000000	 -7.050000	-13.877373
-14.000000	 -7.000000	-13.803252
-13.900000	-10.000000	-18.082321
-13.900000	 -9.950000	-18.008214
-13.900000	 -9.900000	-17.934070
-13.900000	 -9.850000	-17.859884
-13.900000	 -9.800000	-17.785647
-13.900000	 -9.750000	-17.711352
-13.900000	 -9.700000	-17.636996
-13.900000	 -9.650000	-17.562569
-13.900000	 -9.600000	-17.488065
-13.900000	 -9.550000	-17.413479
-13.900000	 -9.500000	-17.338824
-13.900000	 -9.450000	-17.264176
-13.900000	 -9.400000	-17.189530
-13.900000	 -9.350000	-17.114884
-13.900000	 -9.300000	-17.040235
-13.900000	 -9.250000	-16.965579
-13.900000	 -9.200000	-16.890916
-13.900000	 -9.150000	-16.816255
-13.900000	 -9.100000	-16.741591
-13.900000	 -9.050000	-16.666917
-13.900000	 -9.000000	-16.592231
-13.900000	 -8.950000	-16.517530
-13.900000	 -8.900000	-16.442814
-13.900000	 -8.850000	-16.368078
-13.900000	 -8.800000	-16.293320
-13.900000	 -8.750000	-16.218535
-13.900000	 -8.700000	-16.143726
-13.900000	 -8.650000	-16.068885
-13.900000	 -8.600000	-15.994010
-13.900000	 -8.550000	-15.919099
-13.900000	 -8.500000	-15.844172
-13.900000	 -8.450000	-15.769284
-13.900000	 -8.400000	-15.694401
-13.900000	 -8.350000	-15.619523
-13.900000	 -8.300000	-15.544649
-13.900000	 -8.250000	-15.469778
-13.900000	 -8.200000	-15.394913
-13.900000	 -8.150000	-15.320062
-13.900000	 -8.100000	-15.245221
-13.900000	 -8.050000	-15.170389
-13.900000	 -8.000000	-15.095568
-13.900000	 -7.950000	-15.020760
-13.900000	 -7.900000	-14.945964
-13.900000	 -7.850000	-14.871182
-13.900000	 -7.800000	-14.796416
-13.900000	 -7.750000	-14.721665
-13.900000	 -7.700000	-14.646933
-13.900000	 -7.650000	-14.572220
-13.900000	 -7.600000	-14.497530
-13.900000	 -7.550000	-14.422865
-13.900000	 -7.500000	-14.348229
-13.900000	 -7.450000	-14.273633
-13.900000	 -7.400000	-14.199086
-13.900000	 -7.350000	-14.124591
-13.900000	 -7.300000	-14.050155
-13.900000	 -7.250000	-13.975785
-13.900000	 -7.200000	-13.901487
-13.900000	 -7.150000	-13.827271
-13.900000	 -7.100000	-13.753147
-13.900000	 -7.050000	-13.679123
-13.900000	 -7.000000	-13.605212
-13.800000	-10.000000	-17.882324
-13.800000	 -9.950000	-17.808217
-13.800000	 -9.900000	-17.734073
-13.800000	 -9.850000	-17.659887
-13.800000	 -9.800000	-17.585651
-13.800000	 -9.750000	-17.511357
-13.800000	 -9.700000	-17.437001
-13.800000	 -9.650000	-17.362574
-13.800000	 -9.600000	-17.288071
-13.800000	 -9.550000	-17.213486
-13.800000	 -9.500000	-17.138832
-13.800000	 -9.450000	-17.064185
-13.800000	 -9.400000	-16.989540
-13.800000	 -9.350000	-16.914896
-13.800000	 -9.300000	-16.840247
-13.800000	 -9.250000	-16.765593
-13.800000	 -9.200000	-16.690932
-13.800000	 -9.150000	-16.616273
-13.800000	 -9.100000	-16.541611
-13.800000	 -9.050000	-16.466939
-13.800000	 -9.000000	-16.392256
-13.800000	 -8.950000	-16.317558
-13.800000	 -8.900000	-16.242845
-13.800000	 -8.850000	-16.168114
-13.800000	 -8.800000	-16.093360
-13.800000	 -8.750000	-16.018579
-13.800000	 -8.700000	-15.943776
-13.800000	 -8.650000	-15.868941
-13.800000	 -8.600000	-15.794073
-13.800000	 -8.550000	-15.719169
-13.800000	 -8.500000	-15.644251
-13.800000	 -8.450000	-15.569372
-13.800000	 -8.400000	-15.494501
-13.800000	 -8.350000	-15.419635
-13.800000	 -8.300000	-15.344774
-13.800000	 -8.250000	-15.269918
-13.800000	 -8.200000	-15.195071
-13.800000	 -8.150000	-15.120239
-13.800000	 -8.100000	-15.045419
-13.800000	 -8.050000	-14.970611
-13.800000	 -8.000000	-14.895818
-13.800000	 -7.950000	-14.821040
-13.800000	 -7.900000	-14.746278
-13.800000	 -7.850000	-14.671535
-13.800000	 -7.800000	-14.596811
-13.800000	 -7.750000	-14.522109
-13.800000	 -7.700000	-14.447430
-13.800000	 -7.650000	-14.372778
-13.800000	 -7.600000	-14.298156
-13.800000	 -7.550000	-14.223567
-13.800000	 -7.500000	-14.149016
-13.800000	 -7.450000	-14.074516
-13.800000	 -7.400000	-14.000075
-13.800000	 -7.350000	-13.925700
-13.800000	 -7.300000	-13.851398
-13.800000	 -7.250000	-13.777178
-13.800000	 -7.200000	-13.703049
-13.800000	 -7.150000	-13.629021
-13.800000	 -7.100000	-13.555107
-13.800000	 -7.050000	-13.481320
-13.800000	 -7.000000	-13.407672
-13.700000	-10.000000	-17.682327
-13.700000	 -9.950000	-17.608220
-13.700000	 -9.900000	-17.534077
-13.700000	 -9.850000	-17.459892
-13.700000	 -9.800000	-17.385656
-13.700000	 -9.750000	-17.311362
-13.700000	 -9.700000	-17.237007
-13.700000	 -9.650000	-17.162581
-13.700000	 -9.600000	-17.088079
-13.700000	 -9.550000	-17.013495
-13.700000	 -9.500000	-16.938842
-13.700000	 -9.450000	-16.864196
-13.700000	 -9.400000	-16.789553
-13.700000	 -9.350000	-16.714910
-13.700000	 -9.300000	-16.640263
-13.700000	 -9.250000	-16.565611
-13.700000	 -9.200000	-16.490952
-13.700000	 -9.150000	-16.416295
-13.700000	 -9.100000	-16.341636
-13.700000	 -9.050000	-16.266967
-13.700000	 -9.000000	-16.192287
-13.700000	 -8.950000	-16.117594
-13.700000	 -8.900000	-16.042885
-13.700000	 -8.850000	-15.968158
-13.700000	 -8.800000	-15.893410
-13.700000	 -8.750000	-15.818635
-13.700000	 -8.700000	-15.743838
-13.700000	 -8.650000	-15.669012
-13.700000	 -8.600000	-15.594152
-13.700000	 -8.550000	-15.519258
-13.700000	 -8.500000	-15.444351
-13.700000	 -8.450000	-15.369484
-13.700000	 -8.400000	-15.294626
-13.700000	 -8.350000	-15.219775
-13.700000	 -8.300000	-15.144932
-13.700000	 -8.250000	-15.070096
-13.700000	 -8.200000	-14.995270
-13.700000	 -8.150000	-14.920462
-13.700000	 -8.100000	-14.845669
-13.700000	 -8.050000	-14.770892
-13.700000	 -8.000000	-14.696132
-13.700000	 -7.950000	-14.621393
-13.700000	 -7.900000	-14.546674
-13.700000	 -7.850000	-14.471979
-13.700000	 -7.800000	-14.397309
-13.700000	 -7.750000	-14.322667
-13.700000	 -7.700000	-14.248056
-13.700000	 -7.650000	-14.173480
-13.700000	 -7.600000	-14.098943
-13.700000	 -7.550000	-14.024449
-13.700000	 -7.500000	-13.950005
-13.700000	 -7.450000	-13.875625
-13.700000	 -7.400000	-13.801318
-13.700000	 -7.350000	-13.727094
-13.700000	 -7.300000	-13.652960
-13.700000	 -7.250000	-13.578928
-13.700000	 -7.200000	-13.505009
-13.700000	 -7.150000	-13.431217
-13.700000	 -7.100000	-13.357567
-13.700000	 -7.050000	-13.284074
-13.700000	 -7.000000	-13.210756
-13.600000	-10.000000	-17.482331
-13.600000	 -9.950000	-17.408225
-13.600000	 -9.900000	-17.334082
-13.600000	 -9.850000	-17.259897
-13.600000	 -9.800000	-17.185662
-13.600000	 -9.750000	-17.111369
-13.600000	 -9.700000	-17.037015
-13.600000	 -9.650000	-16.962590
-13.600000	 -9.600000	-16.888089
-13.600000	 -9.550000	-16.813506
-13.600000	 -9.500000	-16.738854
-13.600000	 -9.450000	-16.664210
-13.600000	 -9.400000	-16.589569
-13.600000	 -9.350000	-16.514927
-13.600000	 -9.300000	-16.440283
-13.600000	 -9.250000	-16.365633
-13.600000	 -9.200000	-16.290977
-13.600000	 -9.150000	-16.216323
-13.600000	 -9.100000	-16.141667
-13.600000	 -9.050000	-16.067002
-13.600000	 -9.000000	-15.992327
-13.600000	 -8.950000	-15.917638
-13.600000	 -8.900000	-15.842935
-13.600000	 -8.850000	-15.768214
-13.600000	 -8.800000	-15.693472
-13.600000	 -8.750000	-15.618706
-13.600000	 -8.700000	-15.543918
-13.600000	 -8.650000	-15.469101
-13.600000	 -8.600000	-15.394252
-13.600000	 -8.550000	-15.319370
-13.600000	 -8.500000	-15.244476
-13.600000	 -8.450000	-15.169625
-13.600000	 -8.400000	-15.094784
-13.600000	 -8.350000	-15.019952
-13.600000	 -8.300000	-14.945130
-13.600000	 -8.250000	-14.870318
-13.600000	 -8.200000	-14.795520
-13.600000	 -8.150000	-14.720742
-13.600000	 -8.100000	-14.645984
-13.600000	 -8.050000	-14.571244
-13.600000	 -8.000000	-14.496528
-13.600000	 -7.950000	-14.421836
-13.600000	 -7.900000	-14.347172
-13.600000	 -7.850000	-14.272537
-13.600000	 -7.800000	-14.197934
-13.600000	 -7.750000	-14.123369
-13.600000	 -7.700000	-14.048843
-13.600000	 -7.650000	-13.974362
-13.600000	 -7.600000	-13.899932
-13.600000	 -7.550000	-13.825558
-13.600000	 -7.500000	-13.751248
-13.600000	 -7.450000	-13.677018
-13.600000	 -7.400000	-13.602880
-13.600000	 -7.350000	-13.528844
-13.600000	 -7.300000	-13.454921
-13.600000	 -7.250000	-13.381125
-13.600000	 -7.200000	-13.307469
-13.600000	 -7.150000	-13.233972
-13.600000	 -7.100000	-13.160651
-13.600000	 -7.050000	-13.087525
-13.600000	 -7.000000	-13.014617
-13.500000	-10.000000	-17.282336
-13.500000	 -9.950000	-17.208231
-13.500000	 -9.900000	-17.134089
-13.500000	 -9.850000	-17.059905
-13.500000	 -9.800000	-16.985670
-13.500000	 -9.750000	-16.911378
-13.500000	 -9.700000	-16.837025
-13.500000	 -9.650000	-16.762602
-13.500000	 -9.600000	-16.688102
-13.500000	 -9.550000	-16.613520
-13.500000	 -9.500000	-16.538870
-13.500000	 -9.450000	-16.464228
-13.500000	 -9.400000	-16.389589
-13.500000	 -9.350000	-16.314950
-13.500000	 -9.300000	-16.240308
-13.500000	 -9.250000	-16.165661
-13.500000	 -9.200000	-16.091009
-13.500000	 -9.150000	-16.016358
-13.500000	 -9.100000	-15.941707
-13.500000	 -9.050000	-15.867047
-13.500000	 -9.000000	-15.792377
-13.500000	 -8.950000	-15.717694
-13.500000	 -8.900000	-15.642998
-13.500000	 -8.850000	-15.568285
-13.500000	 -8.800000	-15.493552
-13.500000	 -8.750000	-15.418795
-13.500000	 -8.700000	-15.344017
-13.500000	 -8.650000	-15.269212
-13.500000	 -8.600000	-15.194377
-13.500000	 -8.550000	-15.119511
-13.500000	 -8.500000	-15.044634
-13.500000	 -8.450000	-14.969802
-13.500000	 -8.400000	-14.894982
-13.500000	 -8.350000	-14.820175
-13.500000	 -8.300000	-14.745380
-13.500000	 -8.250000	-14.670599
-13.500000	 -8.200000	-14.595834
-13.500000	 -8.150000	-14.521095
-13.500000	 -8.100000	-14.446379
-13.500000	 -8.050000	-14.371688
-13.500000	 -8.000000	-14.297026
-13.500000	 -7.950000	-14.222395
-13.500000	 -7.900000	-14.147797
-13.500000	 -7.850000	-14.073239
-13.500000	 -7.800000	-13.998721
-13.500000	 -7.750000	-13.924251
-13.500000	 -7.700000	-13.849832
-13.500000	 -7.650000	-13.775471
-13.500000	 -7.600000	-13.701175
-13.500000	 -7.550000	-13.626952
-13.500000	 -7.500000	-13.552810
-13.500000	 -7.450000	-13.478768
-13.500000	 -7.400000	-13.404841
-13.500000	 -7.350000	-13.331040
-13.500000	 -7.300000	-13.257381
-13.500000	 -7.250000	-13.183879
-13.500000	 -7.200000	-13.110553
-13.500000	 -7.150000	-13.037423
-13.500000	 -7.100000	-12.964513
-13.500000	 -7.050000	-12.891844
-13.500000	 -7.000000	-12.819446
-13.400000	-10.000000	-17.082342
-13.400000	 -9.950000	-17.008238
-13.400000	 -9.900000	-16.934097
-13.400000	 -9.850000	-16.859913
-13.400000	 -9.800000	-16.785680
-13.400000	 -9.750000	-16.711389
-13.400000	 -9.700000	-16.637038
-13.400000	 -9.650000	-16.562616
-13.400000	 -9.600000	-16.488118
-13.400000	 -9.550000	-16.413538
-13.400000	 -9.500000	-16.338890
-13.400000	 -9.450000	-16.264250
-13.400000	 -9.400000	-16.189614
-13.400000	 -9.350000	-16.114978
-13.400000	 -9.300000	-16.040340
-13.400000	 -9.250000	-15.965697
-13.400000	 -9.200000	-15.891048
-13.400000	 -9.150000	-15.816403
-13.400000	 -9.100000	-15.741757
-13.400000	 -9.050000	-15.667103
-13.400000	 -9.000000	-15.592440
-13.400000	 -8.950000	-15.517765
-13.400000	 -8.900000	-15.443077
-13.400000	 -8.850000	-15.368374
-13.400000	 -8.800000	-15.293651
-13.400000	 -8.750000	-15.218907
-13.400000	 -8.700000	-15.144143
-13.400000	 -8.650000	-15.069353
-13.400000	 -8.600000	-14.994535
-13.400000	 -8.550000	-14.919688
-13.400000	 -8.500000	-14.844833
-13.400000	 -8.450000	-14.770025
-13.400000	 -8.400000	-14.695232
-13.400000	 -8.350000	-14.620456
-13.400000	 -8.300000	-14.545695
-13.400000	 -8.250000	-14.470951
-13.400000	 -8.200000	-14.396230
-13.400000	 -8.150000	-14.321539
-13.400000	 -8.100000	-14.246877
-13.400000	 -8.050000	-14.172246
-13.400000	 -8.000000	-14.097652
-13.400000	 -7.950000	-14.023096
-13.400000	 -7.900000	-13.948585
-13.400000	 -7.850000	-13.874121
-13.400000	 -7.800000	-13.799711
-13.400000	 -7.750000	-13.725360
-13.400000	 -7.700000	-13.651076
-13.400000	 -7.650000	-13.576865
-13.400000	 -7.600000	-13.502737
-13.400000	 -7.550000	-13.428702
-13.400000	 -7.500000	-13.354771
-13.400000	 -7.450000	-13.280965
-13.400000	 -7.400000	-13.207301
-13.400000	 -7.350000	-13.133795
-13.400000	 -7.300000	-13.060465
-13.400000	 -7.250000	-12.987331
-13.400000	 -7.200000	-12.914415
-13.400000	 -7.150000	-12.841742
-13.400000	 -7.100000	-12.769342
-13.400000	 -7.050000	-12.697241
-13.400000	 -7.000000	-12.625474
-13.300000	-10.000000	-16.882350
-13.300000	 -9.950000	-16.808247
-13.300000	 -9.900000	-16.734107
-13.300000	 -9.850000	-16.659925
-13.300000	 -9.800000	-16.585693
-13.300000	 -9.750000	-16.511404
-13.300000	 -9.700000	-16.437053
-13.300000	 -9.650000	-16.362634
-13.300000	 -9.600000	-16.288137
-13.300000	 -9.550000	-16.213560
-13.300000	 -9.500000	-16.138915
-13.300000	 -9.450000	-16.064278
-13.300000	 -9.400000	-15.989645
-13.300000	 -9.350000	-15.915013
-13.300000	 -9.300000	-15.840380
-13.300000	 -9.250000	-15.765741
-13.300000	 -9.200000	-15.691098
-13.300000	 -9.150000	-15.616459
-13.300000	 -9.100000	-15.541820
-13.300000	 -9.050000	-15.467174
-13.300000	 -9.000000	-15.392519
-13.300000	 -8.950000	-15.317854
-13.300000	 -8.900000	-15.243177
-13.300000	 -8.850000	-15.168486
-13.300000	 -8.800000	-15.093777
-13.300000	 -8.750000	-15.019047
-13.300000	 -8.700000	-14.944301
-13.300000	 -8.650000	-14.869530
-13.300000	 -8.600000	-14.794734
-13.300000	 -8.550000	-14.719910
-13.300000	 -8.500000	-14.645083
-13.300000	 -8.450000	-14.570305
-13.300000	 -8.400000	-14.495547
-13.300000	 -8.350000	-14.420808
-13.300000	 -8.300000	-14.346091
-13.300000	 -8.250000	-14.271395
-13.300000	 -8.200000	-14.196728
-13.300000	 -8.150000	-14.122097
-13.300000	 -8.100000	-14.047503
-13.300000	 -8.050000	-13.972948
-13.300000	 -8.000000	-13.898439
-13.300000	 -7.950000	-13.823979
-13.300000	 -7.900000	-13.749574
-13.300000	 -7.850000	-13.675230
-13.300000	 -7.800000	-13.600954
-13.300000	 -7.750000	-13.526754
-13.300000	 -7.700000	-13.452637
-13.300000	 -7.650000	-13.378615
-13.300000	 -7.600000	-13.304698
-13.300000	 -7.550000	-13.230898
-13.300000	 -7.500000	-13.157231
-13.300000	 -7.450000	-13.083720
-13.300000	 -7.400000	-13.010385
-13.300000	 -7.350000	-12.937246
-13.300000	 -7.300000	-12.864327
-13.300000	 -7.250000	-12.791650
-13.300000	 -7.200000	-12.719244
-13.300000	 -7.150000	-12.647139
-13.300000	 -7.100000	-12.575370
-13.300000	 -7.050000	-12.503972
-13.300000	 -7.000000	-12.432985
-13.200000	-10.000000	-16.682360
-13.200000	 -9.950000	-16.608258
-13.200000	 -9.900000	-16.534119
-13.200000	 -9.850000	-16.459939
-13.200000	 -9.800000	-16.385709
-13.200000	 -9.750000	-16.311421
-13.200000	 -9.700000	-16.237073
-13.200000	 -9.650000	-16.162656
-13.200000	 -9.600000	-16.088163
-13.200000	 -9.550000	-16.013588
-13.200000	 -9.500000	-15.938947
-13.200000	 -9.450000	-15.864314
-13.200000	 -9.400000	-15.789685
-13.200000	 -9.350000	-15.715058
-13.200000	 -9.300000	-15.640430
-13.200000	 -9.250000	-15.565798
-13.200000	 -9.200000	-15.491161
-13.200000	 -9.150000	-15.416530
-13.200000	 -9.100000	-15.341900
-13.200000	 -9.050000	-15.267263
-13.200000	 -9.000000	-15.192619
-13.200000	 -8.950000	-15.117966
-13.200000	 -8.900000	-15.043302
-13.200000	 -8.850000	-14.968626
-13.200000	 -8.800000	-14.893935
-13.200000	 -8.750000	-14.819224
-13.200000	 -8.700000	-14.744499
-13.200000	 -8.650000	-14.669753
-13.200000	 -8.600000	-14.594984
-13.200000	 -8.550000	-14.520191
-13.200000	 -8.500000	-14.445397
-13.200000	 -8.450000	-14.370658
-13.200000	 -8.400000	-14.295943
-13.200000	 -8.350000	-14.221252
-13.200000	 -8.300000	-14.146589
-13.200000	 -8.250000	-14.071954
-13.200000	 -8.200000	-13.997354
-13.200000	 -8.150000	-13.922800
-13.200000	 -8.100000	-13.848290
-13.200000	 -8.050000	-13.773831
-13.200000	 -8.000000	-13.699428
-13.200000	 -7.950000	-13.625089
-13.200000	 -7.900000	-13.550818
-13.200000	 -7.850000	-13.476624
-13.200000	 -7.800000	-13.402516
-13.200000	 -7.750000	-13.328504
-13.200000	 -7.700000	-13.254599
-13.200000	 -7.650000	-13.180812
-13.200000	 -7.600000	-13.107158
-13.200000	 -7.550000	-13.033653
-13.200000	 -7.500000	-12.960315
-13.200000	 -7.450000	-12.887171
-13.200000	 -7.400000	-12.814247
-13.200000	 -7.350000	-12.741566
-13.200000	 -7.300000	-12.669156
-13.200000	 -7.250000	-12.597047
-13.200000	 -7.200000	-12.525273
-13.200000	 -7.150000	-12.453871
-13.200000	 -7.100000	-12.382881
-13.200000	 -7.050000	-12.312348
-13.200000	 -7.000000	-12.242319
-13.100000	-10.000000	-16.482373
-13.100000	 -9.950000	-16.408272
-13.100000	 -9.900000	-16.334135
-13.100000	 -9.850000	-16.259957
-13.100000	 -9.800000	-16.185729
-13.100000	 -9.750000	-16.111444
-13.100000	 -9.700000	-16.037099
-13.100000	 -9.650000	-15.962684
-13.100000	 -9.600000	-15.888194
-13.100000	 -9.550000	-15.813624
-13.100000	 -9.500000	-15.738987
-13.100000	 -9.450000	-15.664358
-13.100000	 -9.400000	-15.589735
-13.100000	 -9.350000	-15.515114
-13.100000	 -9.300000	-15.440493
-13.100000	 -9.250000	-15.365868
-13.100000	 -9.200000	-15.291241
-13.100000	 -9.150000	-15.216619
-13.100000	 -9.100000	-15.141999
-13.100000	 -9.050000	-15.067375
-13.100000	 -9.000000	-14.992745
-13.100000	 -8.950000	-14.918106
-13.100000	 -8.900000	-14.843460
-13.100000	 -8.850000	-14.768804
-13.100000	 -8.800000	-14.694133
-13.100000	 -8.750000	-14.619447
-13.100000	 -8.700000	-14.544749
-13.100000	 -8.650000	-14.470033
-13.100000	 -8.600000	-14.395298
-13.100000	 -8.550000	-14.320544
-13.100000	 -8.500000	-14.245793
-13.100000	 -8.450000	-14.171102
-13.100000	 -8.400000	-14.096441
-13.100000	 -8.350000	-14.021811
-13.100000	 -8.300000	-13.947215
-13.100000	 -8.250000	-13.872656
-13.100000	 -8.200000	-13.798141
-13.100000	 -8.150000	-13.723682
-13.100000	 -8.100000	-13.649280
-13.100000	 -8.050000	-13.574941
-13.100000	 -8.000000	-13.500672
-13.100000	 -7.950000	-13.426483
-13.100000	 -7.900000	-13.352380
-13.100000	 -7.850000	-13.278375
-13.100000	 -7.800000	-13.204478
-13.100000	 -7.750000	-13.130701
-13.100000	 -7.700000	-13.057059
-13.100000	 -7.650000	-12.983567
-13.100000	 -7.600000	-12.910242
-13.100000	 -7.550000	-12.837105
-13.100000	 -7.500000	-12.764177
-13.100000	 -7.450000	-12.691491
-13.100000	 -7.400000	-12.619076
-13.100000	 -7.350000	-12.546963
-13.100000	 -7.300000	-12.475185
-13.100000	 -7.250000	-12.403779
-13.100000	 -7.200000	-12.332784
-13.100000	 -7.150000	-12.262247
-13.100000	 -7.100000	-12.192216
-13.100000	 -7.050000	-12.122742
-13.100000	 -7.000000	-12.053882
-13.000000	-10.000000	-16.282389
-13.000000	 -9.950000	-16.208290
-13.000000	 -9.900000	-16.134155
-13.000000	 -9.850000	-16.059979
-13.000000	 -9.800000	-15.985754
-13.000000	 -9.750000	-15.911472
-13.000000	 -9.700000	-15.837130
-13.000000	 -9.650000	-15.762720
-13.000000	 -9.600000	-15.688234
-13.000000	 -9.550000	-15.613668
-13.000000	 -9.500000	-15.539037
-13.000000	 -9.450000	-15.464415
-13.000000	 -9.400000	-15.389798
-13.000000	 -9.350000	-15.315185
-13.000000	 -9.300000	-15.240572
-13.000000	 -9.250000	-15.165957
-13.000000	 -9.200000	-15.091341
-13.000000	 -9.150000	-15.016731
-13.000000	 -9.100000	-14.942125
-13.000000	 -9.050000	-14.867516
-13.000000	 -9.000000	-14.792903
-13.000000	 -8.950000	-14.718284
-13.000000	 -8.900000	-14.643659
-13.000000	 -8.850000	-14.569026
-13.000000	 -8.800000	-14.494383
-13.000000	 -8.750000	-14.419728
-13.000000	 -8.700000	-14.345064
-13.000000	 -8.650000	-14.270386
-13.000000	 -8.600000	-14.195694
-13.000000	 -8.550000	-14.120988
-13.000000	 -8.500000	-14.046291
-13.000000	 -8.450000	-13.971661
-13.000000	 -8.400000	-13.897067
-13.000000	 -8.350000	-13.822513
-13.000000	 -8.300000	-13.748002
-13.000000	 -8.250000	-13.673539
-13.000000	 -8.200000	-13.599131
-13.000000	 -8.150000	-13.524792
-13.000000	 -8.100000	-13.450524
-13.000000	 -8.050000	-13.376335
-13.000000	 -8.000000	-13.302235
-13.000000	 -7.950000	-13.228234
-13.000000	 -7.900000	-13.154342
-13.000000	 -7.850000	-13.080572
-13.000000	 -7.800000	-13.006938
-13.000000	 -7.750000	-12.933456
-13.000000	 -7.700000	-12.860143
-13.000000	 -7.650000	-12.787019
-13.000000	 -7.600000	-12.714104
-13.000000	 -7.550000	-12.641424
-13.000000	 -7.500000	-12.569006
-13.000000	 -7.450000	-12.496888
-13.000000	 -7.400000	-12.425105
-13.000000	 -7.350000	-12.353695
-13.000000	 -7.300000	-12.282697
-13.000000	 -7.250000	-12.212155
-13.000000	 -7.200000	-12.142119
-13.000000	 -7.150000	-12.072641
-13.000000	 -7.100000	-12.003779
-13.000000	 -7.050000	-11.935594
-13.000000	 -7.000000	-11.868152
-12.900000	-10.000000	-16.082409
-12.900000	 -9.950000	-16.008312
-12.900000	 -9.900000	-15.934180
-12.900000	 -9.850000	-15.860007
-12.900000	 -9.800000	-15.785785
-12.900000	 -9.750000	-15.711508
-12.900000	 -9.700000	-15.637170
-12.900000	 -9.650000	-15.562764
-12.900000	 -9.600000	-15.488284
-12.900000	 -9.550000	-15.413725
-12.900000	 -9.500000	-15.339100
-12.900000	 -9.450000	-15.264485
-12.900000	 -9.400000	-15.189878
-12.900000	 -9.350000	-15.115274
-12.900000	 -9.300000	-15.040672
-12.900000	 -9.250000	-14.966069
-12.900000	 -9.200000	-14.891466
-12.900000	 -9.150000	-14.816872
-12.900000	 -9.100000	-14.742283
-12.900000	 -9.050000	-14.667693
-12.900000	 -9.000000	-14.593101
-12.900000	 -8.950000	-14.518507
-12.900000	 -8.900000	-14.443909
-12.900000	 -8.850000	-14.369307
-12.900000	 -8.800000	-14.294698
-12.900000	 -8.750000	-14.220081
-12.900000	 -8.700000	-14.145460
-12.900000	 -8.650000	-14.070830
-12.900000	 -8.600000	-13.996192
-12.900000	 -8.550000	-13.921546
-12.900000	 -8.500000	-13.846918
-12.900000	 -8.450000	-13.772363
-12.900000	 -8.400000	-13.697855
-12.900000	 -8.350000	-13.623396
-12.900000	 -8.300000	-13.548992
-12.900000	 -8.250000	-13.474649
-12.900000	 -8.200000	-13.400375
-12.900000	 -8.150000	-13.326187
-12.900000	 -8.100000	-13.252087
-12.900000	 -8.050000	-13.178086
-12.900000	 -8.000000	-13.104197
-12.900000	 -7.950000	-13.030431
-12.900000	 -7.900000	-12.956803
-12.900000	 -7.850000	-12.883328
-12.900000	 -7.800000	-12.810023
-12.900000	 -7.750000	-12.736909
-12.900000	 -7.700000	-12.664006
-12.900000	 -7.650000	-12.591338
-12.900000	 -7.600000	-12.518934
-12.900000	 -7.550000	-12.446822
-12.900000	 -7.500000	-12.375036
-12.900000	 -7.450000	-12.303620
-12.900000	 -7.400000	-12.232617
-12.900000	 -7.350000	-12.162071
-12.900000	 -7.300000	-12.092031
-12.900000	 -7.250000	-12.022549
-12.900000	 -7.200000	-11.953682
-12.900000	 -7.150000	-11.885494
-12.900000	 -7.100000	-11.818050
-12.900000	 -7.050000	-11.751420
-12.900000	 -7.000000	-11.685682
-12.800000	-10.000000	-15.882434
-12.800000	 -9.950000	-15.808341
-12.800000	 -9.900000	-15.734212
-12.800000	 -9.850000	-15.660043
