log10_Gmu	f	spectrum
-11.300000	 -9.050000	-11.500321
-11.300000	 -9.000000	-11.429587
-11.300000	 -8.950000	-11.359291
-11.300000	 -8.900000	-11.289481
-11.300000	 -8.850000	-11.220205
-11.300000	 -8.800000	-11.151518
-11.300000	 -8.750000	-11.083478
-11.300000	 -8.700000	-11.016155
-11.300000	 -8.650000	-10.949614
-11.300000	 -8.600000	-10.883928
-11.300000	 -8.550000	-10.819178
-11.300000	 -8.500000	-10.755467
-11.300000	 -8.450000	-10.692928
-11.300000	 -8.400000	-10.631625
-11.300000	 -8.350000	-10.571648
-11.300000	 -8.300000	-10.513089
-11.300000	 -8.250000	-10.456042
-11.300000	 -8.200000	-10.400601
-11.300000	 -8.150000	-10.346862
-11.300000	 -8.100000	-10.294906
-11.300000	 -8.050000	-10.244811
-11.300000	 -8.000000	-10.196650
-11.300000	 -7.950000	-10.150484
-11.300000	 -7.900000	-10.106365
-11.300000	 -7.850000	-10.064333
-11.300000	 -7.800000	-10.024416
-11.300000	 -7.750000	 -9.986629
-11.300000	 -7.700000	 -9.950974
-11.300000	 -7.650000	 -9.917439
-11.300000	 -7.600000	 -9.886002
-11.300000	 -7.550000	 -9.856628
-11.300000	 -7.500000	 -9.829272
-11.300000	 -7.450000	 -9.803885
-11.300000	 -7.400000	 -9.780406
-11.300000	 -7.350000	 -9.758767
-11.300000	 -7.300000	 -9.738897
-11.300000	 -7.250000	 -9.720721
-11.300000	 -7.200000	 -9.704164
-11.300000	 -7.150000	 -9.689149
-11.300000	 -7.100000	 -9.675600
-11.300000	 -7.050000	 -9.663442
-11.300000	 -7.000000	 -9.652600
-11.200000	-10.000000	-12.687174
-11.200000	 -9.950000	-12.613653
-11.200000	 -9.900000	-12.540167
-11.200000	 -9.850000	-12.466716
-11.200000	 -9.800000	-12.393304
-11.200000	 -9.750000	-12.319934
-11.200000	 -9.700000	-12.246613
-11.200000	 -9.650000	-12.173346
-11.200000	 -9.600000	-12.100142
-11.200000	 -9.550000	-12.027012
-11.200000	 -9.500000	-11.953988
-11.200000	 -9.450000	-11.881165
-11.200000	 -9.400000	-11.808560
-11.200000	 -9.350000	-11.736196
-11.200000	 -9.300000	-11.664096
-11.200000	 -9.250000	-11.592288
-11.200000	 -9.200000	-11.520804
-11.200000	 -9.150000	-11.449691
-11.200000	 -9.100000	-11.378984
-11.200000	 -9.050000	-11.308719
-11.200000	 -9.000000	-11.238943
-11.200000	 -8.950000	-11.169707
-11.200000	 -8.900000	-11.101067
-11.200000	 -8.850000	-11.033080
-11.200000	 -8.800000	-10.965811
-11.200000	 -8.750000	-10.899327
-11.200000	 -8.700000	-10.833707
-11.200000	 -8.650000	-10.769026
-11.200000	 -8.600000	-10.705367
-11.200000	 -8.550000	-10.642816
-11.200000	 -8.500000	-10.581484
-11.200000	 -8.450000	-10.521509
-11.200000	 -8.400000	-10.462956
-11.200000	 -8.350000	-10.405917
-11.200000	 -8.300000	-10.350484
-11.200000	 -8.250000	-10.296745
-11.200000	 -8.200000	-10.244787
-11.200000	 -8.150000	-10.194697
-11.200000	 -8.100000	-10.146540
-11.200000	 -8.050000	-10.100378
-11.200000	 -8.000000	-10.056264
-11.200000	 -7.950000	-10.014238
-11.200000	 -7.900000	 -9.974327
-11.200000	 -7.850000	 -9.936546
-11.200000	 -7.800000	 -9.900897
-11.200000	 -7.750000	 -9.867368
-11.200000	 -7.700000	 -9.835936
-11.200000	 -7.650000	 -9.806566
-11.200000	 -7.600000	 -9.779215
-11.200000	 -7.550000	 -9.753829
-11.200000	 -7.500000	 -9.730346
-11.200000	 -7.450000	 -9.708703
-11.200000	 -7.400000	 -9.688829
-11.200000	 -7.350000	 -9.670650
-11.200000	 -7.300000	 -9.654089
-11.200000	 -7.250000	 -9.639070
-11.200000	 -7.200000	 -9.625515
-11.200000	 -7.150000	 -9.613351
-11.200000	 -7.100000	 -9.602504
-11.200000	 -7.050000	 -9.592901
-11.200000	 -7.000000	 -9.584474
-11.100000	-10.000000	-12.488427
-11.100000	 -9.950000	-12.415057
-11.100000	 -9.900000	-12.341739
-11.100000	 -9.850000	-12.268478
-11.100000	 -9.800000	-12.195277
-11.100000	 -9.750000	-12.122142
-11.100000	 -9.700000	-12.049085
-11.100000	 -9.650000	-11.976114
-11.100000	 -9.600000	-11.903239
-11.100000	 -9.550000	-11.830478
-11.100000	 -9.500000	-11.757866
-11.100000	 -9.450000	-11.685501
-11.100000	 -9.400000	-11.613408
-11.100000	 -9.350000	-11.541613
-11.100000	 -9.300000	-11.470146
-11.100000	 -9.250000	-11.399042
-11.100000	 -9.200000	-11.328340
-11.100000	 -9.150000	-11.258092
-11.100000	 -9.100000	-11.188344
-11.100000	 -9.050000	-11.119139
-11.100000	 -9.000000	-11.050534
-11.100000	 -8.950000	-10.982587
-11.100000	 -8.900000	-10.915364
-11.100000	 -8.850000	-10.848933
-11.100000	 -8.800000	-10.783367
-11.100000	 -8.750000	-10.718743
-11.100000	 -8.700000	-10.655148
-11.100000	 -8.650000	-10.592665
-11.100000	 -8.600000	-10.531384
-11.100000	 -8.550000	-10.471397
-11.100000	 -8.500000	-10.412817
-11.100000	 -8.450000	-10.355781
-11.100000	 -8.400000	-10.300354
-11.100000	 -8.350000	-10.246624
-11.100000	 -8.300000	-10.194675
-11.100000	 -8.250000	-10.144585
-11.100000	 -8.200000	-10.096426
-11.100000	 -8.150000	-10.050270
-11.100000	 -8.100000	-10.006161
-11.100000	 -8.050000	 -9.964139
-11.100000	 -8.000000	 -9.924234
-11.100000	 -7.950000	 -9.886458
-11.100000	 -7.900000	 -9.850814
-11.100000	 -7.850000	 -9.817291
-11.100000	 -7.800000	 -9.785864
-11.100000	 -7.750000	 -9.756500
-11.100000	 -7.700000	 -9.729153
-11.100000	 -7.650000	 -9.703770
-11.100000	 -7.600000	 -9.680291
-11.100000	 -7.550000	 -9.658648
-11.100000	 -7.500000	 -9.638771
-11.100000	 -7.450000	 -9.620587
-11.100000	 -7.400000	 -9.604022
-11.100000	 -7.350000	 -9.588999
-11.100000	 -7.300000	 -9.575441
-11.100000	 -7.250000	 -9.563272
-11.100000	 -7.200000	 -9.552418
-11.100000	 -7.150000	 -9.542810
-11.100000	 -7.100000	 -9.534377
-11.100000	 -7.050000	 -9.527052
-11.100000	 -7.000000	 -9.520773
-11.000000	-10.000000	-12.290001
-11.000000	 -9.950000	-12.216820
-11.000000	 -9.900000	-12.143713
-11.000000	 -9.850000	-12.070688
-11.000000	 -9.800000	-11.997751
-11.000000	 -9.750000	-11.924912
-11.000000	 -9.700000	-11.852184
-11.000000	 -9.650000	-11.779581
-11.000000	 -9.600000	-11.707118
-11.000000	 -9.550000	-11.634815
-11.000000	 -9.500000	-11.562715
-11.000000	 -9.450000	-11.490920
-11.000000	 -9.400000	-11.419460
-11.000000	 -9.350000	-11.348369
-11.000000	 -9.300000	-11.277685
-11.000000	 -9.250000	-11.207447
-11.000000	 -9.200000	-11.137704
-11.000000	 -9.150000	-11.068517
-11.000000	 -9.100000	-10.999940
-11.000000	 -9.050000	-10.932025
-11.000000	 -9.000000	-10.864838
-11.000000	 -8.950000	-10.798447
-11.000000	 -8.900000	-10.732928
-11.000000	 -8.850000	-10.668356
-11.000000	 -8.800000	-10.604814
-11.000000	 -8.750000	-10.542387
-11.000000	 -8.700000	-10.481169
-11.000000	 -8.650000	-10.421248
-11.000000	 -8.600000	-10.362717
-11.000000	 -8.550000	-10.305670
-11.000000	 -8.500000	-10.250218
-11.000000	 -8.450000	-10.196491
-11.000000	 -8.400000	-10.144549
-11.000000	 -8.350000	-10.094468
-11.000000	 -8.300000	-10.046320
-11.000000	 -8.250000	-10.000163
-11.000000	 -8.200000	 -9.956054
-11.000000	 -8.150000	 -9.914038
-11.000000	 -8.100000	 -9.874138
-11.000000	 -8.050000	 -9.836367
-11.000000	 -8.000000	 -9.800728
-11.000000	 -7.950000	 -9.767210
-11.000000	 -7.900000	 -9.735788
-11.000000	 -7.850000	 -9.706429
-11.000000	 -7.800000	 -9.679087
-11.000000	 -7.750000	 -9.653708
-11.000000	 -7.700000	 -9.630232
-11.000000	 -7.650000	 -9.608592
-11.000000	 -7.600000	 -9.588717
-11.000000	 -7.550000	 -9.570533
-11.000000	 -7.500000	 -9.553965
-11.000000	 -7.450000	 -9.538937
-11.000000	 -7.400000	 -9.525375
-11.000000	 -7.350000	 -9.513201
-11.000000	 -7.300000	 -9.502344
-11.000000	 -7.250000	 -9.492730
-11.000000	 -7.200000	 -9.484291
-11.000000	 -7.150000	 -9.476960
-11.000000	 -7.100000	 -9.470674
-11.000000	 -7.050000	 -9.465371
-11.000000	 -7.000000	 -9.460995
-10.900000	-10.000000	-12.091978
-10.900000	 -9.950000	-12.019033
-10.900000	 -9.900000	-11.946190
-10.900000	 -9.850000	-11.873460
-10.900000	 -9.800000	-11.800853
-10.900000	 -9.750000	-11.728381
-10.900000	 -9.700000	-11.656065
-10.900000	 -9.650000	-11.583920
-10.900000	 -9.600000	-11.511968
-10.900000	 -9.550000	-11.440235
-10.900000	 -9.500000	-11.368768
-10.900000	 -9.450000	-11.297678
-10.900000	 -9.400000	-11.227001
-10.900000	 -9.350000	-11.156777
-10.900000	 -9.300000	-11.087052
-10.900000	 -9.250000	-11.017876
-10.900000	 -9.200000	-10.949305
-10.900000	 -9.150000	-10.881408
-10.900000	 -9.100000	-10.814250
-10.900000	 -9.050000	-10.747892
-10.900000	 -9.000000	-10.682409
-10.900000	 -8.950000	-10.617878
-10.900000	 -8.900000	-10.554383
-10.900000	 -8.850000	-10.492008
-10.900000	 -8.800000	-10.430842
-10.900000	 -8.750000	-10.370976
-10.900000	 -8.700000	-10.312506
-10.900000	 -8.650000	-10.255522
-10.900000	 -8.600000	-10.200117
-10.900000	 -8.550000	-10.146380
-10.900000	 -8.500000	-10.094415
-10.900000	 -8.450000	-10.044338
-10.900000	 -8.400000	 -9.996197
-10.900000	 -8.350000	 -9.950052
-10.900000	 -8.300000	 -9.905952
-10.900000	 -8.250000	 -9.863937
-10.900000	 -8.200000	 -9.824037
-10.900000	 -8.150000	 -9.786272
-10.900000	 -8.100000	 -9.750639
-10.900000	 -8.050000	 -9.717125
-10.900000	 -8.000000	 -9.685709
-10.900000	 -7.950000	 -9.656355
-10.900000	 -7.900000	 -9.629017
-10.900000	 -7.850000	 -9.603643
-10.900000	 -7.800000	 -9.580171
-10.900000	 -7.750000	 -9.558534
-10.900000	 -7.700000	 -9.538662
-10.900000	 -7.650000	 -9.520480
-10.900000	 -7.600000	 -9.503913
-10.900000	 -7.550000	 -9.488885
-10.900000	 -7.500000	 -9.475318
-10.900000	 -7.450000	 -9.463141
-10.900000	 -7.400000	 -9.452279
-10.900000	 -7.350000	 -9.442660
-10.900000	 -7.300000	 -9.434216
-10.900000	 -7.250000	 -9.426879
-10.900000	 -7.200000	 -9.420587
-10.900000	 -7.150000	 -9.415278
-10.900000	 -7.100000	 -9.410894
-10.900000	 -7.050000	 -9.407379
-10.900000	 -7.000000	 -9.404682
-10.800000	-10.000000	-11.894457
-10.800000	 -9.950000	-11.821808
-10.800000	 -9.900000	-11.749295
-10.800000	 -9.850000	-11.676933
-10.800000	 -9.800000	-11.604737
-10.800000	 -9.750000	-11.532724
-10.800000	 -9.700000	-11.460918
-10.800000	 -9.650000	-11.389342
-10.800000	 -9.600000	-11.318023
-10.800000	 -9.550000	-11.246994
-10.800000	 -9.500000	-11.176310
-10.800000	 -9.450000	-11.106088
-10.800000	 -9.400000	-11.036371
-10.800000	 -9.350000	-10.967209
-10.800000	 -9.300000	-10.898657
-10.800000	 -9.250000	-10.830772
-10.800000	 -9.200000	-10.763620
-10.800000	 -9.150000	-10.697282
-10.800000	 -9.100000	-10.631828
-10.800000	 -9.050000	-10.567331
-10.800000	 -9.000000	-10.503873
-10.800000	 -8.950000	-10.441539
-10.800000	 -8.900000	-10.380420
-10.800000	 -8.850000	-10.320606
-10.800000	 -8.800000	-10.262187
-10.800000	 -8.750000	-10.205257
-10.800000	 -8.700000	-10.149911
-10.800000	 -8.650000	-10.096235
-10.800000	 -8.600000	-10.044314
-10.800000	 -8.550000	 -9.994229
-10.800000	 -8.500000	 -9.946067
-10.800000	 -8.450000	 -9.899926
-10.800000	 -8.400000	 -9.855835
-10.800000	 -8.350000	 -9.813831
-10.800000	 -8.300000	 -9.773941
-10.800000	 -8.250000	 -9.736178
-10.800000	 -8.200000	 -9.700545
-10.800000	 -8.150000	 -9.667038
-10.800000	 -8.100000	 -9.635628
-10.800000	 -8.050000	 -9.606278
-10.800000	 -8.000000	 -9.578945
-10.800000	 -7.950000	 -9.553576
-10.800000	 -7.900000	 -9.530107
-10.800000	 -7.850000	 -9.508475
-10.800000	 -7.800000	 -9.488606
-10.800000	 -7.750000	 -9.470427
-10.800000	 -7.700000	 -9.453862
-10.800000	 -7.650000	 -9.438834
-10.800000	 -7.600000	 -9.425268
-10.800000	 -7.550000	 -9.413089
-10.800000	 -7.500000	 -9.402223
-10.800000	 -7.450000	 -9.392600
-10.800000	 -7.400000	 -9.384151
-10.800000	 -7.350000	 -9.376810
-10.800000	 -7.300000	 -9.370512
-10.800000	 -7.250000	 -9.365197
-10.800000	 -7.200000	 -9.360805
-10.800000	 -7.150000	 -9.357284
-10.800000	 -7.100000	 -9.354578
-10.800000	 -7.050000	 -9.352639
-10.800000	 -7.000000	 -9.351420
-10.700000	-10.000000	-11.697566
-10.700000	 -9.950000	-11.625285
-10.700000	 -9.900000	-11.553183
-10.700000	 -9.850000	-11.481279
-10.700000	 -9.800000	-11.409594
-10.700000	 -9.750000	-11.338149
-10.700000	 -9.700000	-11.266976
-10.700000	 -9.650000	-11.196104
-10.700000	 -9.600000	-11.125567
-10.700000	 -9.550000	-11.055405
-10.700000	 -9.500000	-10.985683
-10.700000	 -9.450000	-10.916523
-10.700000	 -9.400000	-10.847979
-10.700000	 -9.350000	-10.780109
-10.700000	 -9.300000	-10.712977
-10.700000	 -9.250000	-10.646651
-10.700000	 -9.200000	-10.581205
-10.700000	 -9.150000	-10.516729
-10.700000	 -9.100000	-10.453301
-10.700000	 -9.050000	-10.391002
-10.700000	 -9.000000	-10.329921
-10.700000	 -8.950000	-10.270148
-10.700000	 -8.900000	-10.211776
-10.700000	 -8.850000	-10.154898
-10.700000	 -8.800000	-10.099602
-10.700000	 -8.750000	-10.045978
-10.700000	 -8.700000	 -9.994114
-10.700000	 -8.650000	 -9.944086
-10.700000	 -8.600000	 -9.895966
-10.700000	 -8.550000	 -9.849817
-10.700000	 -8.500000	 -9.805708
-10.700000	 -8.450000	 -9.763709
-10.700000	 -8.400000	 -9.723829
-10.700000	 -8.350000	 -9.686077
-10.700000	 -8.300000	 -9.650455
-10.700000	 -8.250000	 -9.616950
-10.700000	 -8.200000	 -9.585541
-10.700000	 -8.150000	 -9.556198
-10.700000	 -8.100000	 -9.528871
-10.700000	 -8.050000	 -9.503506
-10.700000	 -8.000000	 -9.480042
-10.700000	 -7.950000	 -9.458414
-10.700000	 -7.900000	 -9.438548
-10.700000	 -7.850000	 -9.420372
-10.700000	 -7.800000	 -9.403810
-10.700000	 -7.750000	 -9.388784
-10.700000	 -7.700000	 -9.375220
-10.700000	 -7.650000	 -9.363041
-10.700000	 -7.600000	 -9.352175
-10.700000	 -7.550000	 -9.342550
-10.700000	 -7.500000	 -9.334097
-10.700000	 -7.450000	 -9.326750
-10.700000	 -7.400000	 -9.320447
-10.700000	 -7.350000	 -9.315127
-10.700000	 -7.300000	 -9.310730
-10.700000	 -7.250000	 -9.307202
-10.700000	 -7.200000	 -9.304489
-10.700000	 -7.150000	 -9.302542
-10.700000	 -7.100000	 -9.301314
-10.700000	 -7.050000	 -9.300758
-10.700000	 -7.000000	 -9.300833
-10.600000	-10.000000	-11.501458
-10.600000	 -9.950000	-11.429636
-10.600000	 -9.900000	-11.358045
-10.600000	 -9.850000	-11.286710
-10.600000	 -9.800000	-11.215657
-10.600000	 -9.750000	-11.144916
-10.600000	 -9.700000	-11.074524
-10.600000	 -9.650000	-11.004518
-10.600000	 -9.600000	-10.934941
-10.600000	 -9.550000	-10.865842
-10.600000	 -9.500000	-10.797293
-10.600000	 -9.450000	-10.729426
-10.600000	 -9.400000	-10.662304
-10.600000	 -9.350000	-10.595994
-10.600000	 -9.300000	-10.530569
-10.600000	 -9.250000	-10.466105
-10.600000	 -9.200000	-10.402687
-10.600000	 -9.150000	-10.340410
-10.600000	 -9.100000	-10.279360
-10.600000	 -9.050000	-10.219622
-10.600000	 -9.000000	-10.161290
-10.600000	 -8.950000	-10.104453
-10.600000	 -8.900000	-10.049204
-10.600000	 -8.850000	 -9.995630
-10.600000	 -8.800000	 -9.943815
-10.600000	 -8.750000	 -9.893837
-10.600000	 -8.700000	 -9.845771
-10.600000	 -8.650000	 -9.799677
-10.600000	 -8.600000	 -9.755607
-10.600000	 -8.550000	 -9.713602
-10.600000	 -8.500000	 -9.673705
-10.600000	 -8.450000	 -9.635960
-10.600000	 -8.400000	 -9.600348
-10.600000	 -8.350000	 -9.566855
-10.600000	 -8.300000	 -9.535457
-10.600000	 -8.250000	 -9.506116
-10.600000	 -8.200000	 -9.478791
-10.600000	 -8.150000	 -9.453433
-10.600000	 -8.100000	 -9.429975
-10.600000	 -8.050000	 -9.408350
-10.600000	 -8.000000	 -9.388489
-10.600000	 -7.950000	 -9.370317
-10.600000	 -7.900000	 -9.353757
-10.600000	 -7.850000	 -9.338734
-10.600000	 -7.800000	 -9.325171
-10.600000	 -7.750000	 -9.312994
-10.600000	 -7.700000	 -9.302128
-10.600000	 -7.650000	 -9.292503
-10.600000	 -7.600000	 -9.284049
-10.600000	 -7.550000	 -9.276701
-10.600000	 -7.500000	 -9.270394
-10.600000	 -7.450000	 -9.265068
-10.600000	 -7.400000	 -9.260665
-10.600000	 -7.350000	 -9.257131
-10.600000	 -7.300000	 -9.254412
-10.600000	 -7.250000	 -9.252459
-10.600000	 -7.200000	 -9.251222
-10.600000	 -7.150000	 -9.250658
-10.600000	 -7.100000	 -9.250724
-10.600000	 -7.050000	 -9.251378
-10.600000	 -7.000000	 -9.252582
-10.500000	-10.000000	-11.306325
-10.500000	 -9.950000	-11.235073
-10.500000	 -9.900000	-11.164115
-10.500000	 -9.850000	-11.093484
-10.500000	 -9.800000	-11.023212
-10.500000	 -9.750000	-10.953337
-10.500000	 -9.700000	-10.883904
-10.500000	 -9.650000	-10.814959
-10.500000	 -9.600000	-10.746554
-10.500000	 -9.550000	-10.678748
-10.500000	 -9.500000	-10.611621
-10.500000	 -9.450000	-10.545314
-10.500000	 -9.400000	-10.479900
-10.500000	 -9.350000	-10.415454
-10.500000	 -9.300000	-10.352058
-10.500000	 -9.250000	-10.289795
-10.500000	 -9.200000	-10.228756
-10.500000	 -9.150000	-10.169042
-10.500000	 -9.100000	-10.110742
-10.500000	 -9.050000	-10.053941
-10.500000	 -9.000000	 -9.998732
-10.500000	 -8.950000	 -9.945200
-10.500000	 -8.900000	 -9.893431
-10.500000	 -8.850000	 -9.843503
-10.500000	 -8.800000	 -9.795485
-10.500000	 -8.750000	 -9.749438
-10.500000	 -8.700000	 -9.705418
-10.500000	 -8.650000	 -9.663464
-10.500000	 -8.600000	 -9.623604
-10.500000	 -8.550000	 -9.585854
-10.500000	 -8.500000	 -9.550229
-10.500000	 -8.450000	 -9.516743
-10.500000	 -8.400000	 -9.485355
-10.500000	 -8.350000	 -9.456027
-10.500000	 -8.300000	 -9.428713
-10.500000	 -8.250000	 -9.403357
-10.500000	 -8.200000	 -9.379901
-10.500000	 -8.150000	 -9.358283
-10.500000	 -8.100000	 -9.338428
-10.500000	 -8.050000	 -9.320259
-10.500000	 -8.000000	 -9.303703
-10.500000	 -7.950000	 -9.288684
-10.500000	 -7.900000	 -9.275123
-10.500000	 -7.850000	 -9.262948
-10.500000	 -7.800000	 -9.252083
-10.500000	 -7.750000	 -9.242459
-10.500000	 -7.700000	 -9.234005
-10.500000	 -7.650000	 -9.226656
-10.500000	 -7.600000	 -9.220347
-10.500000	 -7.550000	 -9.215018
-10.500000	 -7.500000	 -9.210612
-10.500000	 -7.450000	 -9.207072
-10.500000	 -7.400000	 -9.204347
-10.500000	 -7.350000	 -9.202388
-10.500000	 -7.300000	 -9.201145
-10.500000	 -7.250000	 -9.200573
-10.500000	 -7.200000	 -9.200631
-10.500000	 -7.150000	 -9.201276
-10.500000	 -7.100000	 -9.202470
-10.500000	 -7.050000	 -9.204177
-10.500000	 -7.000000	 -9.206361
-10.400000	-10.000000	-11.112402
-10.400000	 -9.950000	-11.041853
-10.400000	 -9.900000	-10.971678
-10.400000	 -9.850000	-10.901912
-10.400000	 -9.800000	-10.832600
-10.400000	 -9.750000	-10.763785
-10.400000	 -9.700000	-10.695524
-10.400000	 -9.650000	-10.627870
-10.400000	 -9.600000	-10.560885
-10.400000	 -9.550000	-10.494639
-10.400000	 -9.500000	-10.429221
-10.400000	 -9.450000	-10.364780
-10.400000	 -9.400000	-10.301395
-10.400000	 -9.350000	-10.239151
-10.400000	 -9.300000	-10.178136
-10.400000	 -9.250000	-10.118438
-10.400000	 -9.200000	-10.060150
-10.400000	 -9.150000	-10.003374
-10.400000	 -9.100000	 -9.948199
-10.400000	 -9.050000	 -9.894705
-10.400000	 -9.000000	 -9.842976
-10.400000	 -8.950000	 -9.793090
-10.400000	 -8.900000	 -9.745117
-10.400000	 -8.850000	 -9.699119
-10.400000	 -8.800000	 -9.655145
-10.400000	 -8.750000	 -9.613236
-10.400000	 -8.700000	 -9.573423
-10.400000	 -8.650000	 -9.535720
-10.400000	 -8.600000	 -9.500129
-10.400000	 -8.550000	 -9.466639
-10.400000	 -8.500000	 -9.435241
-10.400000	 -8.450000	 -9.405920
-10.400000	 -8.400000	 -9.378616
-10.400000	 -8.350000	 -9.353273
-10.400000	 -8.300000	 -9.329828
-10.400000	 -8.250000	 -9.308213
-10.400000	 -8.200000	 -9.288359
-10.400000	 -8.150000	 -9.270197
-10.400000	 -8.100000	 -9.253647
-10.400000	 -8.050000	 -9.238631
-10.400000	 -8.000000	 -9.225074
-10.400000	 -7.950000	 -9.212901
-10.400000	 -7.900000	 -9.202039
-10.400000	 -7.850000	 -9.192416
-10.400000	 -7.800000	 -9.183963
-10.400000	 -7.750000	 -9.176613
-10.400000	 -7.700000	 -9.170304
-10.400000	 -7.650000	 -9.164974
-10.400000	 -7.600000	 -9.160565
-10.400000	 -7.550000	 -9.157023
-10.400000	 -7.500000	 -9.154293
-10.400000	 -7.450000	 -9.152328
-10.400000	 -7.400000	 -9.151079
-10.400000	 -7.350000	 -9.150501
-10.400000	 -7.300000	 -9.150551
-10.400000	 -7.250000	 -9.151188
-10.400000	 -7.200000	 -9.152374
-10.400000	 -7.150000	 -9.154071
-10.400000	 -7.100000	 -9.156245
-10.400000	 -7.050000	 -9.158862
-10.400000	 -7.000000	 -9.161891
-10.300000	-10.000000	-10.919973
-10.300000	 -9.950000	-10.850291
-10.300000	 -9.900000	-10.781075
-10.300000	 -9.850000	-10.712371
-10.300000	 -9.800000	-10.644229
-10.300000	 -9.750000	-10.576705
-10.300000	 -9.700000	-10.509863
-10.300000	 -9.650000	-10.443767
-10.300000	 -9.600000	-10.378490
-10.300000	 -9.550000	-10.314108
-10.300000	 -9.500000	-10.250721
-10.300000	 -9.450000	-10.188483
-10.300000	 -9.400000	-10.127481
-10.300000	 -9.350000	-10.067803
-10.300000	 -9.300000	-10.009540
-10.300000	 -9.250000	 -9.952782
-10.300000	 -9.200000	 -9.897621
-10.300000	 -9.150000	 -9.844153
-10.300000	 -9.100000	 -9.792460
-10.300000	 -9.050000	 -9.742613
-10.300000	 -9.000000	 -9.694680
-10.300000	 -8.950000	 -9.648724
-10.300000	 -8.900000	 -9.604795
-10.300000	 -8.850000	 -9.562933
-10.300000	 -8.800000	 -9.523163
-10.300000	 -8.750000	 -9.485502
-10.300000	 -8.700000	 -9.449955
-10.300000	 -8.650000	 -9.416508
-10.300000	 -8.600000	 -9.385141
-10.300000	 -8.550000	 -9.355818
-10.300000	 -8.500000	 -9.328507
-10.300000	 -8.450000	 -9.303171
-10.300000	 -8.400000	 -9.279737
-10.300000	 -8.350000	 -9.258134
-10.300000	 -8.300000	 -9.238291
-10.300000	 -8.250000	 -9.220132
-10.300000	 -8.200000	 -9.203584
-10.300000	 -8.150000	 -9.188574
-10.300000	 -8.100000	 -9.175022
-10.300000	 -8.050000	 -9.162852
-10.300000	 -8.000000	 -9.151993
-10.300000	 -7.950000	 -9.142372
-10.300000	 -7.900000	 -9.133920
-10.300000	 -7.850000	 -9.126572
-10.300000	 -7.800000	 -9.120263
-10.300000	 -7.750000	 -9.114933
-10.300000	 -7.700000	 -9.110523
-10.300000	 -7.650000	 -9.106979
-10.300000	 -7.600000	 -9.104247
-10.300000	 -7.550000	 -9.102278
-10.300000	 -7.500000	 -9.101024
-10.300000	 -7.450000	 -9.100440
-10.300000	 -7.400000	 -9.100484
-10.300000	 -7.350000	 -9.101114
-10.300000	 -7.300000	 -9.102292
-10.300000	 -7.250000	 -9.103981
-10.300000	 -7.200000	 -9.106146
-10.300000	 -7.150000	 -9.108753
-10.300000	 -7.100000	 -9.111770
-10.300000	 -7.050000	 -9.115169
-10.300000	 -7.000000	 -9.118920
-10.200000	-10.000000	-10.729380
-10.200000	 -9.950000	-10.660761
-10.200000	 -9.900000	-10.592716
-10.200000	 -9.850000	-10.525303
-10.200000	 -9.800000	-10.458580
-10.200000	 -9.750000	-10.392614
-10.200000	 -9.700000	-10.327477
-10.200000	 -9.650000	-10.263244
-10.200000	 -9.600000	-10.199994
-10.200000	 -9.550000	-10.137815
-10.200000	 -9.500000	-10.076812
-10.200000	 -9.450000	-10.017141
-10.200000	 -9.400000	 -9.958894
-10.200000	 -9.350000	 -9.902158
-10.200000	 -9.300000	 -9.847024
-10.200000	 -9.250000	 -9.793576
-10.200000	 -9.200000	 -9.741899
-10.200000	 -9.150000	 -9.692079
-10.200000	 -9.100000	 -9.644184
-10.200000	 -9.050000	 -9.598267
-10.200000	 -9.000000	 -9.554379
-10.200000	 -8.950000	 -9.512558
-10.200000	 -8.900000	 -9.472832
-10.200000	 -8.850000	 -9.435216
-10.200000	 -8.800000	 -9.399709
-10.200000	 -8.750000	 -9.366302
-10.200000	 -8.700000	 -9.334975
-10.200000	 -8.650000	 -9.305691
-10.200000	 -8.600000	 -9.278408
-10.200000	 -8.550000	 -9.253072
-10.200000	 -8.500000	 -9.229632
-10.200000	 -8.450000	 -9.208038
-10.200000	 -8.400000	 -9.188205
-10.200000	 -8.350000	 -9.170058
-10.200000	 -8.300000	 -9.153520
-10.200000	 -8.250000	 -9.138513
-10.200000	 -8.200000	 -9.124963
-10.200000	 -8.150000	 -9.112799
-10.200000	 -8.100000	 -9.101944
-10.200000	 -8.050000	 -9.092326
-10.200000	 -8.000000	 -9.083877
-10.200000	 -7.950000	 -9.076531
-10.200000	 -7.900000	 -9.070223
-10.200000	 -7.850000	 -9.064894
-10.200000	 -7.800000	 -9.060484
-10.200000	 -7.750000	 -9.056938
-10.200000	 -7.700000	 -9.054205
-10.200000	 -7.650000	 -9.052233
-10.200000	 -7.600000	 -9.050976
-10.200000	 -7.550000	 -9.050388
-10.200000	 -7.500000	 -9.050427
-10.200000	 -7.450000	 -9.051051
-10.200000	 -7.400000	 -9.052223
-10.200000	 -7.350000	 -9.053904
-10.200000	 -7.300000	 -9.056061
-10.200000	 -7.250000	 -9.058659
-10.200000	 -7.200000	 -9.061667
-10.200000	 -7.150000	 -9.065055
-10.200000	 -7.100000	 -9.068794
-10.200000	 -7.050000	 -9.072857
-10.200000	 -7.000000	 -9.077219
-10.100000	-10.000000	-10.541034
-10.100000	 -9.950000	-10.473706
