f	log10_fmin	log10_fmax	log10_A	spectrum
-9.10204081632653	-7.0	-11.0	-0.14285714285714324	-300
-9.10204081632653	-7.0	-11.0	0.4285714285714284	-300
-9.10204081632653	-7.0	-11.0	1.0	-300
-9.10204081632653	-7.0	-10.0	-3.0	-300
-9.10204081632653	-7.0	-10.0	-2.428571428571429	-300
-9.10204081632653	-7.0	-10.0	-1.8571428571428572	-300
-9.10204081632653	-7.0	-10.0	-1.2857142857142858	-300
-9.10204081632653	-7.0	-10.0	-0.7142857142857144	-300
-9.10204081632653	-7.0	-10.0	-0.14285714285714324	-300
-9.10204081632653	-7.0	-10.0	0.4285714285714284	-300
-9.10204081632653	-7.0	-10.0	1.0	-300
-9.10204081632653	-7.0	-9.0	-3.0	-300
-9.10204081632653	-7.0	-9.0	-2.428571428571429	-300
-9.10204081632653	-7.0	-9.0	-1.8571428571428572	-300
-9.10204081632653	-7.0	-9.0	-1.2857142857142858	-300
-9.10204081632653	-7.0	-9.0	-0.7142857142857144	-300
-9.10204081632653	-7.0	-9.0	-0.14285714285714324	-300
-9.10204081632653	-7.0	-9.0	0.4285714285714284	-300
-9.10204081632653	-7.0	-9.0	1.0	-300
-9.10204081632653	-7.0	-8.0	-3.0	-300
-9.10204081632653	-7.0	-8.0	-2.428571428571429	-300
-9.10204081632653	-7.0	-8.0	-1.8571428571428572	-300
-9.10204081632653	-7.0	-8.0	-1.2857142857142858	-300
-9.10204081632653	-7.0	-8.0	-0.7142857142857144	-300
-9.10204081632653	-7.0	-8.0	-0.14285714285714324	-300
-9.10204081632653	-7.0	-8.0	0.4285714285714284	-300
-9.10204081632653	-7.0	-8.0	1.0	-300
-9.10204081632653	-7.0	-7.0	-3.0	-300
-9.10204081632653	-7.0	-7.0	-2.428571428571429	-300
-9.10204081632653	-7.0	-7.0	-1.8571428571428572	-300
-9.10204081632653	-7.0	-7.0	-1.2857142857142858	-300
-9.10204081632653	-7.0	-7.0	-0.7142857142857144	-300
-9.10204081632653	-7.0	-7.0	-0.14285714285714324	-300
-9.10204081632653	-7.0	-7.0	0.4285714285714284	-300
-9.10204081632653	-7.0	-7.0	1.0	-300
-9.10204081632653	-7.0	-6.0	-3.0	-10.952755527515322
-9.10204081632653	-7.0	-6.0	-2.428571428571429	-9.80989838465818
-9.10204081632653	-7.0	-6.0	-1.8571428571428572	-8.667041241801035
-9.10204081632653	-7.0	-6.0	-1.2857142857142858	-7.524184098943893
-9.10204081632653	-7.0	-6.0	-0.7142857142857144	-6.38132695608675
-9.10204081632653	-7.0	-6.0	-0.14285714285714324	-5.2384698132296075
-9.10204081632653	-7.0	-6.0	0.4285714285714284	-4.095612670372464
-9.10204081632653	-7.0	-6.0	1.0	-2.952755527515321
-9.10204081632653	-7.0	-5.0	-3.0	-10.951594419987114
-9.10204081632653	-7.0	-5.0	-2.428571428571429	-9.808737277129971
-9.10204081632653	-7.0	-5.0	-1.8571428571428572	-8.665880134272827
-9.10204081632653	-7.0	-5.0	-1.2857142857142858	-7.523022991415685
-9.10204081632653	-7.0	-5.0	-0.7142857142857144	-6.3801658485585415
-9.10204081632653	-7.0	-5.0	-0.14285714285714324	-5.237308705701399
-9.10204081632653	-7.0	-5.0	0.4285714285714284	-4.094451562844256
-9.10204081632653	-7.0	-5.0	1.0	-2.9515944199871127
-9.10204081632653	-6.0	-11.0	-3.0	-300
-9.10204081632653	-6.0	-11.0	-2.428571428571429	-300
-9.10204081632653	-6.0	-11.0	-1.8571428571428572	-300
-9.10204081632653	-6.0	-11.0	-1.2857142857142858	-300
-9.10204081632653	-6.0	-11.0	-0.7142857142857144	-300
-9.10204081632653	-6.0	-11.0	-0.14285714285714324	-300
-9.10204081632653	-6.0	-11.0	0.4285714285714284	-300
-9.10204081632653	-6.0	-11.0	1.0	-300
-9.10204081632653	-6.0	-10.0	-3.0	-300
-9.10204081632653	-6.0	-10.0	-2.428571428571429	-300
-9.10204081632653	-6.0	-10.0	-1.8571428571428572	-300
-9.10204081632653	-6.0	-10.0	-1.2857142857142858	-300
-9.10204081632653	-6.0	-10.0	-0.7142857142857144	-300
-9.10204081632653	-6.0	-10.0	-0.14285714285714324	-300
-9.10204081632653	-6.0	-10.0	0.4285714285714284	-300
-9.10204081632653	-6.0	-10.0	1.0	-300
-9.10204081632653	-6.0	-9.0	-3.0	-300
-9.10204081632653	-6.0	-9.0	-2.428571428571429	-300
-9.10204081632653	-6.0	-9.0	-1.8571428571428572	-300
-9.10204081632653	-6.0	-9.0	-1.2857142857142858	-300
-9.10204081632653	-6.0	-9.0	-0.7142857142857144	-300
-9.10204081632653	-6.0	-9.0	-0.14285714285714324	-300
-9.10204081632653	-6.0	-9.0	0.4285714285714284	-300
-9.10204081632653	-6.0	-9.0	1.0	-300
-9.10204081632653	-6.0	-8.0	-3.0	-300
-9.10204081632653	-6.0	-8.0	-2.428571428571429	-300
-9.10204081632653	-6.0	-8.0	-1.8571428571428572	-300
-9.10204081632653	-6.0	-8.0	-1.2857142857142858	-300
-9.10204081632653	-6.0	-8.0	-0.7142857142857144	-300
-9.10204081632653	-6.0	-8.0	-0.14285714285714324	-300
-9.10204081632653	-6.0	-8.0	0.4285714285714284	-300
-9.10204081632653	-6.0	-8.0	1.0	-300
-9.10204081632653	-6.0	-7.0	-3.0	-300
-9.10204081632653	-6.0	-7.0	-2.428571428571429	-300
-9.10204081632653	-6.0	-7.0	-1.8571428571428572	-300
-9.10204081632653	-6.0	-7.0	-1.2857142857142858	-300
-9.10204081632653	-6.0	-7.0	-0.7142857142857144	-300
-9.10204081632653	-6.0	-7.0	-0.14285714285714324	-300
-9.10204081632653	-6.0	-7.0	0.4285714285714284	-300
-9.10204081632653	-6.0	-7.0	1.0	-300
-9.10204081632653	-6.0	-6.0	-3.0	-300
-9.10204081632653	-6.0	-6.0	-2.428571428571429	-300
-9.10204081632653	-6.0	-6.0	-1.8571428571428572	-300
-9.10204081632653	-6.0	-6.0	-1.2857142857142858	-300
-9.10204081632653	-6.0	-6.0	-0.7142857142857144	-300
-9.10204081632653	-6.0	-6.0	-0.14285714285714324	-300
-9.10204081632653	-6.0	-6.0	0.4285714285714284	-300
-9.10204081632653	-6.0	-6.0	1.0	-300
-9.10204081632653	-6.0	-5.0	-3.0	-300
-9.10204081632653	-6.0	-5.0	-2.428571428571429	-300
-9.10204081632653	-6.0	-5.0	-1.8571428571428572	-300
-9.10204081632653	-6.0	-5.0	-1.2857142857142858	-300
-9.10204081632653	-6.0	-5.0	-0.7142857142857144	-300
-9.10204081632653	-6.0	-5.0	-0.14285714285714324	-300
-9.10204081632653	-6.0	-5.0	0.4285714285714284	-300
-9.10204081632653	-6.0	-5.0	1.0	-300
-9.10204081632653	-5.0	-11.0	-3.0	-300
-9.10204081632653	-5.0	-11.0	-2.428571428571429	-300
-9.10204081632653	-5.0	-11.0	-1.8571428571428572	-300
-9.10204081632653	-5.0	-11.0	-1.2857142857142858	-300
-9.10204081632653	-5.0	-11.0	-0.7142857142857144	-300
-9.10204081632653	-5.0	-11.0	-0.14285714285714324	-300
-9.10204081632653	-5.0	-11.0	0.4285714285714284	-300
-9.10204081632653	-5.0	-11.0	1.0	-300
-9.10204081632653	-5.0	-10.0	-3.0	-300
-9.10204081632653	-5.0	-10.0	-2.428571428571429	-300
-9.10204081632653	-5.0	-10.0	-1.8571428571428572	-300
-9.10204081632653	-5.0	-10.0	-1.2857142857142858	-300
-9.10204081632653	-5.0	-10.0	-0.7142857142857144	-300
-9.10204081632653	-5.0	-10.0	-0.14285714285714324	-300
-9.10204081632653	-5.0	-10.0	0.4285714285714284	-300
-9.10204081632653	-5.0	-10.0	1.0	-300
-9.10204081632653	-5.0	-9.0	-3.0	-300
-9.10204081632653	-5.0	-9.0	-2.428571428571429	-300
-9.10204081632653	-5.0	-9.0	-1.8571428571428572	-300
-9.10204081632653	-5.0	-9.0	-1.2857142857142858	-300
-9.10204081632653	-5.0	-9.0	-0.7142857142857144	-300
-9.10204081632653	-5.0	-9.0	-0.14285714285714324	-300
-9.10204081632653	-5.0	-9.0	0.4285714285714284	-300
-9.10204081632653	-5.0	-9.0	1.0	-300
-9.10204081632653	-5.0	-8.0	-3.0	-300
-9.10204081632653	-5.0	-8.0	-2.428571428571429	-300
-9.10204081632653	-5.0	-8.0	-1.8571428571428572	-300
-9.10204081632653	-5.0	-8.0	-1.2857142857142858	-300
-9.10204081632653	-5.0	-8.0	-0.7142857142857144	-300
-9.10204081632653	-5.0	-8.0	-0.14285714285714324	-300
-9.10204081632653	-5.0	-8.0	0.4285714285714284	-300
-9.10204081632653	-5.0	-8.0	1.0	-300
-9.10204081632653	-5.0	-7.0	-3.0	-300
-9.10204081632653	-5.0	-7.0	-2.428571428571429	-300
-9.10204081632653	-5.0	-7.0	-1.8571428571428572	-300
-9.10204081632653	-5.0	-7.0	-1.2857142857142858	-300
-9.10204081632653	-5.0	-7.0	-0.7142857142857144	-300
-9.10204081632653	-5.0	-7.0	-0.14285714285714324	-300
-9.10204081632653	-5.0	-7.0	0.4285714285714284	-300
-9.10204081632653	-5.0	-7.0	1.0	-300
-9.10204081632653	-5.0	-6.0	-3.0	-300
-9.10204081632653	-5.0	-6.0	-2.428571428571429	-300
-9.10204081632653	-5.0	-6.0	-1.8571428571428572	-300
-9.10204081632653	-5.0	-6.0	-1.2857142857142858	-300
-9.10204081632653	-5.0	-6.0	-0.7142857142857144	-300
-9.10204081632653	-5.0	-6.0	-0.14285714285714324	-300
-9.10204081632653	-5.0	-6.0	0.4285714285714284	-300
-9.10204081632653	-5.0	-6.0	1.0	-300
-9.10204081632653	-5.0	-5.0	-3.0	-300
-9.10204081632653	-5.0	-5.0	-2.428571428571429	-300
-9.10204081632653	-5.0	-5.0	-1.8571428571428572	-300
-9.10204081632653	-5.0	-5.0	-1.2857142857142858	-300
-9.10204081632653	-5.0	-5.0	-0.7142857142857144	-300
-9.10204081632653	-5.0	-5.0	-0.14285714285714324	-300
-9.10204081632653	-5.0	-5.0	0.4285714285714284	-300
-9.10204081632653	-5.0	-5.0	1.0	-300
-9.020408163265307	-11.0	-11.0	-3.0	-300
-9.020408163265307	-11.0	-11.0	-2.428571428571429	-300
-9.020408163265307	-11.0	-11.0	-1.8571428571428572	-300
-9.020408163265307	-11.0	-11.0	-1.2857142857142858	-300
-9.020408163265307	-11.0	-11.0	-0.7142857142857144	-300
-9.020408163265307	-11.0	-11.0	-0.14285714285714324	-300
-9.020408163265307	-11.0	-11.0	0.4285714285714284	-300
-9.020408163265307	-11.0	-11.0	1.0	-300
-9.020408163265307	-11.0	-10.0	-3.0	-300
-9.020408163265307	-11.0	-10.0	-2.428571428571429	-300
-9.020408163265307	-11.0	-10.0	-1.8571428571428572	-300
-9.020408163265307	-11.0	-10.0	-1.2857142857142858	-300
-9.020408163265307	-11.0	-10.0	-0.7142857142857144	-300
-9.020408163265307	-11.0	-10.0	-0.14285714285714324	-300
-9.020408163265307	-11.0	-10.0	0.4285714285714284	-300
-9.020408163265307	-11.0	-10.0	1.0	-300
-9.020408163265307	-11.0	-9.0	-3.0	-6.521002674286994
-9.020408163265307	-11.0	-9.0	-2.428571428571429	-5.378145531429852
-9.020408163265307	-11.0	-9.0	-1.8571428571428572	-4.235288388572709
-9.020408163265307	-11.0	-9.0	-1.2857142857142858	-3.0924312457155656
-9.020408163265307	-11.0	-9.0	-0.7142857142857144	-1.949574102858423
-9.020408163265307	-11.0	-9.0	-0.14285714285714324	-0.8067169600012807
-9.020408163265307	-11.0	-9.0	0.4285714285714284	0.33614018285586256
-9.020408163265307	-11.0	-9.0	1.0	1.4789973257130058
-9.020408163265307	-11.0	-8.0	-3.0	-6.087949888902177
-9.020408163265307	-11.0	-8.0	-2.428571428571429	-4.9450927460450345
-9.020408163265307	-11.0	-8.0	-1.8571428571428572	-3.8022356031878908
-9.020408163265307	-11.0	-8.0	-1.2857142857142858	-2.659378460330748
-9.020408163265307	-11.0	-8.0	-0.7142857142857144	-1.5165213174736052
-9.020408163265307	-11.0	-8.0	-0.14285714285714324	-0.3736641746164629
-9.020408163265307	-11.0	-8.0	0.4285714285714284	0.7691929682406804
-9.020408163265307	-11.0	-8.0	1.0	1.9120501110978236
-9.020408163265307	-11.0	-7.0	-3.0	-6.085009263204876
-9.020408163265307	-11.0	-7.0	-2.428571428571429	-4.942152120347734
-9.020408163265307	-11.0	-7.0	-1.8571428571428572	-3.7992949774905904
-9.020408163265307	-11.0	-7.0	-1.2857142857142858	-2.6564378346334476
-9.020408163265307	-11.0	-7.0	-0.7142857142857144	-1.5135806917763046
-9.020408163265307	-11.0	-7.0	-0.14285714285714324	-0.37072354891916226
-9.020408163265307	-11.0	-7.0	0.4285714285714284	0.772133593937981
-9.020408163265307	-11.0	-7.0	1.0	1.9149907367951242
-9.020408163265307	-11.0	-6.0	-3.0	-6.084999542698707
-9.020408163265307	-11.0	-6.0	-2.428571428571429	-4.942142399841565
-9.020408163265307	-11.0	-6.0	-1.8571428571428572	-3.799285256984422
-9.020408163265307	-11.0	-6.0	-1.2857142857142858	-2.656428114127279
-9.020408163265307	-11.0	-6.0	-0.7142857142857144	-1.5135709712701362
-9.020408163265307	-11.0	-6.0	-0.14285714285714324	-0.3707138284129939
-9.020408163265307	-11.0	-6.0	0.4285714285714284	0.7721433144441493
-9.020408163265307	-11.0	-6.0	1.0	1.9150004573012926
-9.020408163265307	-11.0	-5.0	-3.0	-6.084999520385355
-9.020408163265307	-11.0	-5.0	-2.428571428571429	-4.942142377528213
-9.020408163265307	-11.0	-5.0	-1.8571428571428572	-3.7992852346710695
-9.020408163265307	-11.0	-5.0	-1.2857142857142858	-2.6564280918139267
-9.020408163265307	-11.0	-5.0	-0.7142857142857144	-1.5135709489567837
-9.020408163265307	-11.0	-5.0	-0.14285714285714324	-0.3707138060996414
-9.020408163265307	-11.0	-5.0	0.4285714285714284	0.7721433367575018
-9.020408163265307	-11.0	-5.0	1.0	1.9150004796146451
-9.020408163265307	-10.0	-11.0	-3.0	-300
-9.020408163265307	-10.0	-11.0	-2.428571428571429	-300
-9.020408163265307	-10.0	-11.0	-1.8571428571428572	-300
-9.020408163265307	-10.0	-11.0	-1.2857142857142858	-300
-9.020408163265307	-10.0	-11.0	-0.7142857142857144	-300
-9.020408163265307	-10.0	-11.0	-0.14285714285714324	-300
-9.020408163265307	-10.0	-11.0	0.4285714285714284	-300
-9.020408163265307	-10.0	-11.0	1.0	-300
-9.020408163265307	-10.0	-10.0	-3.0	-300
-9.020408163265307	-10.0	-10.0	-2.428571428571429	-300
-9.020408163265307	-10.0	-10.0	-1.8571428571428572	-300
-9.020408163265307	-10.0	-10.0	-1.2857142857142858	-300
-9.020408163265307	-10.0	-10.0	-0.7142857142857144	-300
-9.020408163265307	-10.0	-10.0	-0.14285714285714324	-300
-9.020408163265307	-10.0	-10.0	0.4285714285714284	-300
-9.020408163265307	-10.0	-10.0	1.0	-300
-9.020408163265307	-10.0	-9.0	-3.0	-6.521034646652977
-9.020408163265307	-10.0	-9.0	-2.428571428571429	-5.378177503795834
-9.020408163265307	-10.0	-9.0	-1.8571428571428572	-4.235320360938691
-9.020408163265307	-10.0	-9.0	-1.2857142857142858	-3.092463218081548
-9.020408163265307	-10.0	-9.0	-0.7142857142857144	-1.9496060752244053
-9.020408163265307	-10.0	-9.0	-0.14285714285714324	-0.806748932367263
-9.020408163265307	-10.0	-9.0	0.4285714285714284	0.33610821048988027
-9.020408163265307	-10.0	-9.0	1.0	1.4789653533470235
-9.020408163265307	-10.0	-8.0	-3.0	-6.087961684182216
-9.020408163265307	-10.0	-8.0	-2.428571428571429	-4.945104541325073
-9.020408163265307	-10.0	-8.0	-1.8571428571428572	-3.80224739846793
-9.020408163265307	-10.0	-8.0	-1.2857142857142858	-2.6593902556107873
-9.020408163265307	-10.0	-8.0	-0.7142857142857144	-1.5165331127536446
-9.020408163265307	-10.0	-8.0	-0.14285714285714324	-0.3736759698965022
-9.020408163265307	-10.0	-8.0	0.4285714285714284	0.769181172960641
-9.020408163265307	-10.0	-8.0	1.0	1.9120383158177843
-9.020408163265307	-10.0	-7.0	-3.0	-6.085020794398795
-9.020408163265307	-10.0	-7.0	-2.428571428571429	-4.9421636515416525
-9.020408163265307	-10.0	-7.0	-1.8571428571428572	-3.7993065086845097
-9.020408163265307	-10.0	-7.0	-1.2857142857142858	-2.656449365827367
-9.020408163265307	-10.0	-7.0	-0.7142857142857144	-1.5135922229702239
-9.020408163265307	-10.0	-7.0	-0.14285714285714324	-0.37073508011308165
-9.020408163265307	-10.0	-7.0	0.4285714285714284	0.7721220627440616
-9.020408163265307	-10.0	-7.0	1.0	1.9149792056012047
-9.020408163265307	-10.0	-6.0	-3.0	-6.085011068535684
-9.020408163265307	-10.0	-6.0	-2.428571428571429	-4.942153925678542
-9.020408163265307	-10.0	-6.0	-1.8571428571428572	-3.799296782821399
-9.020408163265307	-10.0	-6.0	-1.2857142857142858	-2.656439639964256
-9.020408163265307	-10.0	-6.0	-0.7142857142857144	-1.5135824971071132
-9.020408163265307	-10.0	-6.0	-0.14285714285714324	-0.3707253542499709
-9.020408163265307	-10.0	-6.0	0.4285714285714284	0.7721317886071724
-9.020408163265307	-10.0	-6.0	1.0	1.9149889314643156
-9.020408163265307	-10.0	-5.0	-3.0	-6.085011047127905
-9.020408163265307	-10.0	-5.0	-2.428571428571429	-4.9421539042707625
-9.020408163265307	-10.0	-5.0	-1.8571428571428572	-3.799296761413619
-9.020408163265307	-10.0	-5.0	-1.2857142857142858	-2.656439618556476
-9.020408163265307	-10.0	-5.0	-0.7142857142857144	-1.5135824756993335
-9.020408163265307	-10.0	-5.0	-0.14285714285714324	-0.3707253328421911
-9.020408163265307	-10.0	-5.0	0.4285714285714284	0.7721318100149522
-9.020408163265307	-10.0	-5.0	1.0	1.9149889528720954
-9.020408163265307	-9.0	-11.0	-3.0	-300
-9.020408163265307	-9.0	-11.0	-2.428571428571429	-300
-9.020408163265307	-9.0	-11.0	-1.8571428571428572	-300
-9.020408163265307	-9.0	-11.0	-1.2857142857142858	-300
-9.020408163265307	-9.0	-11.0	-0.7142857142857144	-300
-9.020408163265307	-9.0	-11.0	-0.14285714285714324	-300
-9.020408163265307	-9.0	-11.0	0.4285714285714284	-300
-9.020408163265307	-9.0	-11.0	1.0	-300
-9.020408163265307	-9.0	-10.0	-3.0	-300
-9.020408163265307	-9.0	-10.0	-2.428571428571429	-300
-9.020408163265307	-9.0	-10.0	-1.8571428571428572	-300
-9.020408163265307	-9.0	-10.0	-1.2857142857142858	-300
-9.020408163265307	-9.0	-10.0	-0.7142857142857144	-300
-9.020408163265307	-9.0	-10.0	-0.14285714285714324	-300
-9.020408163265307	-9.0	-10.0	0.4285714285714284	-300
-9.020408163265307	-9.0	-10.0	1.0	-300
-9.020408163265307	-9.0	-9.0	-3.0	-300
-9.020408163265307	-9.0	-9.0	-2.428571428571429	-300
-9.020408163265307	-9.0	-9.0	-1.8571428571428572	-300
-9.020408163265307	-9.0	-9.0	-1.2857142857142858	-300
-9.020408163265307	-9.0	-9.0	-0.7142857142857144	-300
-9.020408163265307	-9.0	-9.0	-0.14285714285714324	-300
-9.020408163265307	-9.0	-9.0	0.4285714285714284	-300
-9.020408163265307	-9.0	-9.0	1.0	-300
-9.020408163265307	-9.0	-8.0	-3.0	-6.700604327077254
-9.020408163265307	-9.0	-8.0	-2.428571428571429	-5.557747184220112
-9.020408163265307	-9.0	-8.0	-1.8571428571428572	-4.414890041362969
-9.020408163265307	-9.0	-8.0	-1.2857142857142858	-3.2720328985058265
-9.020408163265307	-9.0	-8.0	-0.7142857142857144	-2.1291757556486837
-9.020408163265307	-9.0	-8.0	-0.14285714285714324	-0.9863186127915412
-9.020408163265307	-9.0	-8.0	0.4285714285714284	0.15653853006560206
-9.020408163265307	-9.0	-8.0	1.0	1.2993956729227454
-9.020408163265307	-9.0	-7.0	-3.0	-6.688675781938695
-9.020408163265307	-9.0	-7.0	-2.428571428571429	-5.545818639081553
-9.020408163265307	-9.0	-7.0	-1.8571428571428572	-4.4029614962244095
-9.020408163265307	-9.0	-7.0	-1.2857142857142858	-3.2601043533672667
-9.020408163265307	-9.0	-7.0	-0.7142857142857144	-2.117247210510124
-9.020408163265307	-9.0	-7.0	-0.14285714285714324	-0.9743900676529814
-9.020408163265307	-9.0	-7.0	0.4285714285714284	0.16846707520416185
-9.020408163265307	-9.0	-7.0	1.0	1.3113242180613052
-9.020408163265307	-9.0	-6.0	-3.0	-6.688636733163996
-9.020408163265307	-9.0	-6.0	-2.428571428571429	-5.545779590306854
-9.020408163265307	-9.0	-6.0	-1.8571428571428572	-4.40292244744971
-9.020408163265307	-9.0	-6.0	-1.2857142857142858	-3.260065304592568
-9.020408163265307	-9.0	-6.0	-0.7142857142857144	-2.1172081617354253
-9.020408163265307	-9.0	-6.0	-0.14285714285714324	-0.9743510188782828
-9.020408163265307	-9.0	-6.0	0.4285714285714284	0.16850612397886047
-9.020408163265307	-9.0	-6.0	1.0	1.3113632668360038
-9.020408163265307	-9.0	-5.0	-3.0	-6.688636643418616
-9.020408163265307	-9.0	-5.0	-2.428571428571429	-5.545779500561474
-9.020408163265307	-9.0	-5.0	-1.8571428571428572	-4.40292235770433
-9.020408163265307	-9.0	-5.0	-1.2857142857142858	-3.260065214847187
-9.020408163265307	-9.0	-5.0	-0.7142857142857144	-2.1172080719900443
-9.020408163265307	-9.0	-5.0	-0.14285714285714324	-0.9743509291329021
-9.020408163265307	-9.0	-5.0	0.4285714285714284	0.1685062137242412
-9.020408163265307	-9.0	-5.0	1.0	1.3113633565813845
-9.020408163265307	-8.0	-11.0	-3.0	-300
-9.020408163265307	-8.0	-11.0	-2.428571428571429	-300
-9.020408163265307	-8.0	-11.0	-1.8571428571428572	-300
-9.020408163265307	-8.0	-11.0	-1.2857142857142858	-300
-9.020408163265307	-8.0	-11.0	-0.7142857142857144	-300
-9.020408163265307	-8.0	-11.0	-0.14285714285714324	-300
-9.020408163265307	-8.0	-11.0	0.4285714285714284	-300
-9.020408163265307	-8.0	-11.0	1.0	-300
-9.020408163265307	-8.0	-10.0	-3.0	-300
-9.020408163265307	-8.0	-10.0	-2.428571428571429	-300
-9.020408163265307	-8.0	-10.0	-1.8571428571428572	-300
-9.020408163265307	-8.0	-10.0	-1.2857142857142858	-300
-9.020408163265307	-8.0	-10.0	-0.7142857142857144	-300
-9.020408163265307	-8.0	-10.0	-0.14285714285714324	-300
-9.020408163265307	-8.0	-10.0	0.4285714285714284	-300
-9.020408163265307	-8.0	-10.0	1.0	-300
-9.020408163265307	-8.0	-9.0	-3.0	-300
-9.020408163265307	-8.0	-9.0	-2.428571428571429	-300
-9.020408163265307	-8.0	-9.0	-1.8571428571428572	-300
-9.020408163265307	-8.0	-9.0	-1.2857142857142858	-300
-9.020408163265307	-8.0	-9.0	-0.7142857142857144	-300
-9.020408163265307	-8.0	-9.0	-0.14285714285714324	-300
-9.020408163265307	-8.0	-9.0	0.4285714285714284	-300
-9.020408163265307	-8.0	-9.0	1.0	-300
-9.020408163265307	-8.0	-8.0	-3.0	-300
-9.020408163265307	-8.0	-8.0	-2.428571428571429	-300
-9.020408163265307	-8.0	-8.0	-1.8571428571428572	-300
-9.020408163265307	-8.0	-8.0	-1.2857142857142858	-300
-9.020408163265307	-8.0	-8.0	-0.7142857142857144	-300
-9.020408163265307	-8.0	-8.0	-0.14285714285714324	-300
-9.020408163265307	-8.0	-8.0	0.4285714285714284	-300
-9.020408163265307	-8.0	-8.0	1.0	-300
-9.020408163265307	-8.0	-7.0	-3.0	-8.286359109100088
-9.020408163265307	-8.0	-7.0	-2.428571428571429	-7.143501966242946
-9.020408163265307	-8.0	-7.0	-1.8571428571428572	-6.0006448233858025
-9.020408163265307	-8.0	-7.0	-1.2857142857142858	-4.857787680528659
-9.020408163265307	-8.0	-7.0	-0.7142857142857144	-3.7149305376715165
-9.020408163265307	-8.0	-7.0	-0.14285714285714324	-2.572073394814374
-9.020408163265307	-8.0	-7.0	0.4285714285714284	-1.429216251957231
-9.020408163265307	-8.0	-7.0	1.0	-0.28635910910008766
-9.020408163265307	-8.0	-6.0	-3.0	-8.28481405813429
-9.020408163265307	-8.0	-6.0	-2.428571428571429	-7.141956915277147
-9.020408163265307	-8.0	-6.0	-1.8571428571428572	-5.999099772420004
-9.020408163265307	-8.0	-6.0	-1.2857142857142858	-4.8562426295628605
-9.020408163265307	-8.0	-6.0	-0.7142857142857144	-3.7133854867057177
-9.020408163265307	-8.0	-6.0	-0.14285714285714324	-2.5705283438485753
-9.020408163265307	-8.0	-6.0	0.4285714285714284	-1.4276712009914323
-9.020408163265307	-8.0	-6.0	1.0	-0.2848140581342889
-9.020408163265307	-8.0	-5.0	-3.0	-8.284813029434085
-9.020408163265307	-8.0	-5.0	-2.428571428571429	-7.141955886576943
-9.020408163265307	-8.0	-5.0	-1.8571428571428572	-5.9990987437198
-9.020408163265307	-8.0	-5.0	-1.2857142857142858	-4.856241600862657
-9.020408163265307	-8.0	-5.0	-0.7142857142857144	-3.713384458005514
-9.020408163265307	-8.0	-5.0	-0.14285714285714324	-2.5705273151483716
-9.020408163265307	-8.0	-5.0	0.4285714285714284	-1.4276701722912284
-9.020408163265307	-8.0	-5.0	1.0	-0.28481302943408515
-9.020408163265307	-7.0	-11.0	-3.0	-300
-9.020408163265307	-7.0	-11.0	-2.428571428571429	-300
-9.020408163265307	-7.0	-11.0	-1.8571428571428572	-300
-9.020408163265307	-7.0	-11.0	-1.2857142857142858	-300
-9.020408163265307	-7.0	-11.0	-0.7142857142857144	-300
-9.020408163265307	-7.0	-11.0	-0.14285714285714324	-300
-9.020408163265307	-7.0	-11.0	0.4285714285714284	-300
-9.020408163265307	-7.0	-11.0	1.0	-300
-9.020408163265307	-7.0	-10.0	-3.0	-300
-9.020408163265307	-7.0	-10.0	-2.428571428571429	-300
-9.020408163265307	-7.0	-10.0	-1.8571428571428572	-300
-9.020408163265307	-7.0	-10.0	-1.2857142857142858	-300
-9.020408163265307	-7.0	-10.0	-0.7142857142857144	-300
-9.020408163265307	-7.0	-10.0	-0.14285714285714324	-300
-9.020408163265307	-7.0	-10.0	0.4285714285714284	-300
-9.020408163265307	-7.0	-10.0	1.0	-300
-9.020408163265307	-7.0	-9.0	-3.0	-300
-9.020408163265307	-7.0	-9.0	-2.428571428571429	-300
-9.020408163265307	-7.0	-9.0	-1.8571428571428572	-300
-9.020408163265307	-7.0	-9.0	-1.2857142857142858	-300
-9.020408163265307	-7.0	-9.0	-0.7142857142857144	-300
-9.020408163265307	-7.0	-9.0	-0.14285714285714324	-300
-9.020408163265307	-7.0	-9.0	0.4285714285714284	-300
-9.020408163265307	-7.0	-9.0	1.0	-300
-9.020408163265307	-7.0	-8.0	-3.0	-300
-9.020408163265307	-7.0	-8.0	-2.428571428571429	-300
-9.020408163265307	-7.0	-8.0	-1.8571428571428572	-300
-9.020408163265307	-7.0	-8.0	-1.2857142857142858	-300
-9.020408163265307	-7.0	-8.0	-0.7142857142857144	-300
-9.020408163265307	-7.0	-8.0	-0.14285714285714324	-300
-9.020408163265307	-7.0	-8.0	0.4285714285714284	-300
-9.020408163265307	-7.0	-8.0	1.0	-300
-9.020408163265307	-7.0	-7.0	-3.0	-300
-9.020408163265307	-7.0	-7.0	-2.428571428571429	-300
-9.020408163265307	-7.0	-7.0	-1.8571428571428572	-300
-9.020408163265307	-7.0	-7.0	-1.2857142857142858	-300
-9.020408163265307	-7.0	-7.0	-0.7142857142857144	-300
-9.020408163265307	-7.0	-7.0	-0.14285714285714324	-300
-9.020408163265307	-7.0	-7.0	0.4285714285714284	-300
-9.020408163265307	-7.0	-7.0	1.0	-300
-9.020408163265307	-7.0	-6.0	-3.0	-10.738473871860656
