log10_A	width	log10_fpeak	f	spectrum
-3.0	1.5	-7.478632478632479	-9.555555555555555	-9.84562916322172
-3.0	1.5	-7.034188034188034	-9.11111111111111	-9.84562916322172
-3.0	1.5	-6.589743589743589	-8.666666666666666	-9.84562916322172
-3.0	1.5	-6.145299145299145	-8.222222222222221	-9.84562916322172
-3.0	1.5	-5.700854700854701	-7.777777777777778	-9.84562916322172
-3.0	1.5	-5.256410256410257	-7.333333333333334	-9.84562916322172
-3.0	1.5	-4.811965811965813	-6.888888888888889	-9.84562916322172
-3.0	1.5	-4.367521367521368	-6.444444444444445	-9.84562916322172
-3.0	1.5	-3.9230769230769234	-6.0	-9.84562916322172
-3.0	1.5	-8.384615384615385	-10.0	-8.943369198912343
-3.0	1.5	-7.94017094017094	-9.555555555555555	-8.943369198912343
-3.0	1.5	-7.495726495726496	-9.11111111111111	-8.943369198912343
-3.0	1.5	-7.051282051282051	-8.666666666666666	-8.943369198912343
-3.0	1.5	-6.6068376068376065	-8.222222222222221	-8.943369198912343
-3.0	1.5	-6.162393162393162	-7.777777777777778	-8.943369198912343
-3.0	1.5	-5.717948717948719	-7.333333333333334	-8.943369198912343
-3.0	1.5	-5.273504273504274	-6.888888888888889	-8.943369198912343
-3.0	1.5	-4.82905982905983	-6.444444444444445	-8.943369198912343
-3.0	1.5	-4.384615384615385	-6.0	-8.943369198912343
-3.0	1.5	-8.846153846153847	-10.0	-8.200493262616083
-3.0	1.5	-8.401709401709402	-9.555555555555555	-8.200493262616083
-3.0	1.5	-7.957264957264957	-9.11111111111111	-8.200493262616083
-3.0	1.5	-7.512820512820513	-8.666666666666666	-8.200493262616083
-3.0	1.5	-7.068376068376068	-8.222222222222221	-8.200493262616083
-3.0	1.5	-6.6239316239316235	-7.777777777777778	-8.200493262616083
-3.0	1.5	-6.179487179487181	-7.333333333333334	-8.200493262616083
-3.0	1.5	-5.735042735042736	-6.888888888888889	-8.200493262616083
-3.0	1.5	-5.290598290598291	-6.444444444444445	-8.200493262616083
-3.0	1.5	-4.846153846153847	-6.0	-8.200493262616083
-3.0	1.5	-9.307692307692308	-10.0	-7.661431985056561
-3.0	1.5	-8.863247863247864	-9.555555555555555	-7.661431985056561
-3.0	1.5	-8.418803418803419	-9.11111111111111	-7.661431985056561
-3.0	1.5	-7.9743589743589745	-8.666666666666666	-7.661431985056561
-3.0	1.5	-7.52991452991453	-8.222222222222221	-7.661431985056561
-3.0	1.5	-7.085470085470085	-7.777777777777778	-7.661431985056561
-3.0	1.5	-6.641025641025642	-7.333333333333334	-7.661431985056561
-3.0	1.5	-6.196581196581198	-6.888888888888889	-7.661431985056561
-3.0	1.5	-5.752136752136753	-6.444444444444445	-7.661431985056561
-3.0	1.5	-5.307692307692308	-6.0	-7.661431985056561
-3.0	1.5	-9.76923076923077	-10.0	-7.340500086115363
-3.0	1.5	-9.324786324786324	-9.555555555555555	-7.340500086115363
-3.0	1.5	-8.88034188034188	-9.11111111111111	-7.340500086115363
-3.0	1.5	-8.435897435897434	-8.666666666666666	-7.340500086115363
-3.0	1.5	-7.991452991452991	-8.222222222222221	-7.340500086115363
-3.0	1.5	-7.547008547008547	-7.777777777777778	-7.340500086115363
-3.0	1.5	-7.102564102564103	-7.333333333333334	-7.340500086115363
-3.0	1.5	-6.6581196581196584	-6.888888888888889	-7.340500086115363
-3.0	1.5	-6.213675213675214	-6.444444444444445	-7.340500086115363
-3.0	1.5	-5.769230769230769	-6.0	-7.340500086115363
-3.0	1.5	-10.23076923076923	-10.0	-7.352259412235118
-3.0	1.5	-9.786324786324787	-9.555555555555555	-7.352259412235118
-3.0	1.5	-9.34188034188034	-9.11111111111111	-7.352259412235118
-3.0	1.5	-8.897435897435898	-8.666666666666666	-7.352259412235118
-3.0	1.5	-8.452991452991451	-8.222222222222221	-7.352259412235118
-3.0	1.5	-8.008547008547009	-7.777777777777778	-7.352259412235118
-3.0	1.5	-7.564102564102565	-7.333333333333334	-7.352259412235118
-3.0	1.5	-7.11965811965812	-6.888888888888889	-7.352259412235118
-3.0	1.5	-6.6752136752136755	-6.444444444444445	-7.352259412235118
-3.0	1.5	-6.230769230769231	-6.0	-7.352259412235118
-3.0	1.5	-10.692307692307693	-10.0	-7.756072708636193
-3.0	1.5	-10.247863247863247	-9.555555555555555	-7.756072708636193
-3.0	1.5	-9.803418803418804	-9.11111111111111	-7.756072708636193
-3.0	1.5	-9.358974358974358	-8.666666666666666	-7.756072708636193
-3.0	1.5	-8.914529914529915	-8.222222222222221	-7.756072708636193
-3.0	1.5	-8.47008547008547	-7.777777777777778	-7.756072708636193
-3.0	1.5	-8.025641025641026	-7.333333333333334	-7.756072708636193
-3.0	1.5	-7.581196581196582	-6.888888888888889	-7.756072708636193
-3.0	1.5	-7.136752136752137	-6.444444444444445	-7.756072708636193
-3.0	1.5	-6.6923076923076925	-6.0	-7.756072708636193
-3.0	1.5	-11.153846153846153	-10.0	-8.526207016033748
-3.0	1.5	-10.70940170940171	-9.555555555555555	-8.526207016033748
-3.0	1.5	-10.264957264957264	-9.11111111111111	-8.526207016033748
-3.0	1.5	-9.820512820512821	-8.666666666666666	-8.526207016033748
-3.0	1.5	-9.376068376068375	-8.222222222222221	-8.526207016033748
-3.0	1.5	-8.931623931623932	-7.777777777777778	-8.526207016033748
-3.0	1.5	-8.487179487179489	-7.333333333333334	-8.526207016033748
-3.0	1.5	-8.042735042735043	-6.888888888888889	-8.526207016033748
-3.0	1.5	-7.598290598290599	-6.444444444444445	-8.526207016033748
-3.0	1.5	-7.153846153846154	-6.0	-8.526207016033748
-3.0	1.5	-11.615384615384617	-10.0	-9.765987001552306
-3.0	1.5	-11.17094017094017	-9.555555555555555	-9.765987001552306
-3.0	1.5	-10.726495726495727	-9.11111111111111	-9.765987001552306
-3.0	1.5	-10.282051282051281	-8.666666666666666	-9.765987001552306
-3.0	1.5	-9.837606837606838	-8.222222222222221	-9.765987001552306
-3.0	1.5	-9.393162393162394	-7.777777777777778	-9.765987001552306
-3.0	1.5	-8.948717948717949	-7.333333333333334	-9.765987001552306
-3.0	1.5	-8.504273504273506	-6.888888888888889	-9.765987001552306
-3.0	1.5	-8.05982905982906	-6.444444444444445	-9.765987001552306
-3.0	1.5	-7.615384615384616	-6.0	-9.765987001552306
-3.0	1.5	-12.076923076923077	-10.0	-11.43391952348734
-3.0	1.5	-11.632478632478634	-9.555555555555555	-11.43391952348734
-3.0	1.5	-11.188034188034187	-9.11111111111111	-11.43391952348734
-3.0	1.5	-10.743589743589745	-8.666666666666666	-11.43391952348734
-3.0	1.5	-10.299145299145298	-8.222222222222221	-11.43391952348734
