width	log10_fpeak	f	spectrum
0.2	-6.5	-8.3	-3.59094157019797
0.2	-6.5	-8.2	-3.342407747977611
0.2	-6.5	-8.1	-3.0964859614934275
0.2	-6.5	-8.0	-2.8534265420498905
0.2	-6.5	-7.9	-2.61353470577235
0.2	-6.5	-7.8	-2.377198503270595
0.2	-6.5	-7.7	-2.1449348450097134
0.2	-6.5	-7.6	-1.9174654392523822
0.2	-6.5	-7.5	-1.6958423711501351
0.2	-6.5	-7.4	-1.481656812370063
0.2	-6.5	-7.3	-1.2773897013657196
0.2	-6.5	-7.2	-1.087014133195743
0.2	-6.5	-7.1	-0.9170745102375322
0.2	-6.5	-7.0	-0.7787702065670918
0.2	-6.5	-6.9	-0.6924974733913698
0.2	-6.5	-6.8	-0.6994499641860814
0.2	-6.5	-6.7	-0.8885078852449868
0.2	-6.5	-6.6	-0.94924500870158
0.2	-6.5	-6.5	-0.13869695466975998
0.2	-6.5	-6.4	-0.0926384050923682
0.2	-6.5	-6.3	-0.974741532173721
0.2	-6.5	-6.2	-2.3427758975431963
0.2	-6.5	-6.1	-3.931458741303093
0.2	-6.5	-6.0	-6.234914436570217
0.2	-6.5	-5.9	-9.46264345319139
0.2	-6.5	-5.8	-13.66721977223752
0.2	-6.5	-5.7	-18.8013633977226
0.2	-6.5	-5.6	-24.66827423301332
0.2	-6.5	-5.5	-25.0
0.2	-6.5	-5.4	-25.0
0.2	-6.5	-5.3	-25.0
0.2	-6.5	-5.2	-25.0
0.2	-6.5	-5.1	-25.0
0.2	-6.5	-5.0	-25.0
0.2	-6.3999999999999995	-11.0	-11.121429811870508
0.2	-6.3999999999999995	-10.9	-10.841744569360976
0.2	-6.3999999999999995	-10.8	-10.562532036306301
0.2	-6.3999999999999995	-10.7	-10.283814006716218
0.2	-6.3999999999999995	-10.6	-10.005613756429426
0.2	-6.3999999999999995	-10.5	-9.727956173424774
0.2	-6.3999999999999995	-10.4	-9.450867901687229
0.2	-6.3999999999999995	-10.3	-9.174377500152586
0.2	-6.3999999999999995	-10.2	-8.898515618411508
0.2	-6.3999999999999995	-10.1	-8.623315191020218
0.2	-6.3999999999999995	-10.0	-8.348811652437044
0.2	-6.3999999999999995	-9.9	-8.075043174776416
0.2	-6.3999999999999995	-9.8	-7.8020509307401955
0.2	-6.3999999999999995	-9.7	-7.5298793842494645
0.2	-6.3999999999999995	-9.6	-7.258576611449514
0.2	-6.3999999999999995	-9.5	-6.98819465490447
0.2	-6.3999999999999995	-9.4	-6.718789913947739
0.2	-6.3999999999999995	-9.3	-6.450423574351345
0.2	-6.3999999999999995	-9.2	-6.183162080806638
0.2	-6.3999999999999995	-9.1	-5.91707765634358
0.2	-6.3999999999999995	-9.0	-5.652248874076097
0.2	-6.3999999999999995	-8.9	-5.388761289129395
0.2	-6.3999999999999995	-8.8	-5.126708143301799
0.2	-6.3999999999999995	-8.7	-4.866191163702352
0.2	-6.3999999999999995	-8.6	-4.607321492277456
0.2	-6.3999999999999995	-8.5	-4.3502208108167615
0.2	-6.3999999999999995	-8.4	-4.095022774053095
0.2	-6.3999999999999995	-8.3	-3.841874945596246
0.2	-6.3999999999999995	-8.2	-3.590941570197968
0.2	-6.3999999999999995	-8.1	-3.3424077479776133
0.2	-6.3999999999999995	-8.0	-3.0964859614934293
0.2	-6.3999999999999995	-7.9	-2.8534265420498928
0.2	-6.3999999999999995	-7.8	-2.61353470577235
0.2	-6.3999999999999995	-7.7	-2.377198503270597
0.2	-6.3999999999999995	-7.6	-2.1449348450097134
0.2	-6.3999999999999995	-7.5	-1.9174654392523842
0.2	-6.3999999999999995	-7.4	-1.6958423711501371
0.2	-6.3999999999999995	-7.3	-1.481656812370063
0.2	-6.3999999999999995	-7.2	-1.2773897013657214
0.2	-6.3999999999999995	-7.1	-1.087014133195743
0.2	-6.3999999999999995	-7.0	-0.9170745102375336
0.2	-6.3999999999999995	-6.9	-0.778770206567093
0.2	-6.3999999999999995	-6.8	-0.6924974733913698
0.2	-6.3999999999999995	-6.7	-0.6994499641860807
0.2	-6.3999999999999995	-6.6	-0.8885078852449868
0.2	-6.3999999999999995	-6.5	-0.9492450087018142
0.2	-6.3999999999999995	-6.4	-0.1386969546691862
0.2	-6.3999999999999995	-6.3	-0.0926384050923682
0.2	-6.3999999999999995	-6.2	-0.9747415321742142
0.2	-6.3999999999999995	-6.1	-2.3427758975431963
0.2	-6.3999999999999995	-6.0	-3.931458741303159
0.2	-6.3999999999999995	-5.9	-6.234914436570194
0.2	-6.3999999999999995	-5.8	-9.46264345319139
0.2	-6.3999999999999995	-5.7	-13.667219772237479
0.2	-6.3999999999999995	-5.6	-18.8013633977226
0.2	-6.3999999999999995	-5.5	-24.66827423301327
0.2	-6.3999999999999995	-5.4	-25.0
0.2	-6.3999999999999995	-5.3	-25.0
0.2	-6.3999999999999995	-5.2	-25.0
0.2	-6.3999999999999995	-5.1	-25.0
0.2	-6.3999999999999995	-5.0	-25.0
0.2	-6.3	-11.0	-11.401567333523358
0.2	-6.3	-10.9	-11.121429811870508
0.2	-6.3	-10.8	-10.841744569360976
0.2	-6.3	-10.7	-10.562532036306244
0.2	-6.3	-10.6	-10.283814006716218
0.2	-6.3	-10.5	-10.005613756429426
0.2	-6.3	-10.4	-9.727956173424774
0.2	-6.3	-10.3	-9.450867901687229
0.2	-6.3	-10.2	-9.17437750015258
0.2	-6.3	-10.1	-8.898515618411508
0.2	-6.3	-10.0	-8.623315191020218
0.2	-6.3	-9.9	-8.348811652437044
0.2	-6.3	-9.8	-8.075043174776416
0.2	-6.3	-9.7	-7.802050930740196
0.2	-6.3	-9.6	-7.5298793842494645
0.2	-6.3	-9.5	-7.258576611449514
0.2	-6.3	-9.4	-6.98819465490447
0.2	-6.3	-9.3	-6.718789913947739
0.2	-6.3	-9.2	-6.450423574351339
0.2	-6.3	-9.1	-6.183162080806638
0.2	-6.3	-9.0	-5.91707765634358
0.2	-6.3	-8.9	-5.652248874076097
0.2	-6.3	-8.8	-5.388761289129395
0.2	-6.3	-8.7	-5.126708143301794
0.2	-6.3	-8.6	-4.866191163702352
0.2	-6.3	-8.5	-4.607321492277456
0.2	-6.3	-8.4	-4.3502208108167615
0.2	-6.3	-8.3	-4.095022774053095
0.2	-6.3	-8.2	-3.8418749455962415
0.2	-6.3	-8.1	-3.590941570197968
0.2	-6.3	-8.0	-3.3424077479776133
0.2	-6.3	-7.9	-3.0964859614934293
0.2	-6.3	-7.8	-2.8534265420498905
0.2	-6.3	-7.7	-2.61353470577235
0.2	-6.3	-7.6	-2.377198503270595
0.2	-6.3	-7.5	-2.1449348450097134
0.2	-6.3	-7.4	-1.9174654392523842
0.2	-6.3	-7.3	-1.6958423711501351
0.2	-6.3	-7.2	-1.481656812370063
0.2	-6.3	-7.1	-1.2773897013657196
0.2	-6.3	-7.0	-1.087014133195743
0.2	-6.3	-6.9	-0.9170745102375336
0.2	-6.3	-6.8	-0.7787702065670918
0.2	-6.3	-6.7	-0.6924974733913698
0.2	-6.3	-6.6	-0.6994499641860814
0.2	-6.3	-6.5	-0.8885078852449868
0.2	-6.3	-6.4	-0.9492450087018142
0.2	-6.3	-6.3	-0.13869695466975998
0.2	-6.3	-6.2	-0.0926384050923682
0.2	-6.3	-6.1	-0.974741532173721
0.2	-6.3	-6.0	-2.3427758975431963
0.2	-6.3	-5.9	-3.931458741303159
0.2	-6.3	-5.8	-6.234914436570217
0.2	-6.3	-5.7	-9.46264345319139
0.2	-6.3	-5.6	-13.66721977223752
0.2	-6.3	-5.5	-18.8013633977226
0.2	-6.3	-5.4	-24.66827423301327
0.2	-6.3	-5.3	-25.0
0.2	-6.3	-5.2	-25.0
0.2	-6.3	-5.1	-25.0
0.2	-6.3	-5.0	-25.0
0.2	-6.199999999999999	-11.0	-11.682137960520208
0.2	-6.199999999999999	-10.9	-11.401567333523262
0.2	-6.199999999999999	-10.8	-11.12142981187042
0.2	-6.199999999999999	-10.7	-10.841744569361007
0.2	-6.199999999999999	-10.6	-10.56253203630627
0.2	-6.199999999999999	-10.5	-10.283814006716172
0.2	-6.199999999999999	-10.4	-10.005613756429414
0.2	-6.199999999999999	-10.3	-9.727956173424777
0.2	-6.199999999999999	-10.2	-9.450867901687232
0.2	-6.199999999999999	-10.1	-9.174377500152579
0.2	-6.199999999999999	-10.0	-8.898515618411533
0.2	-6.199999999999999	-9.9	-8.62331519102022
0.2	-6.199999999999999	-9.8	-8.348811652437039
0.2	-6.199999999999999	-9.7	-8.075043174776415
0.2	-6.199999999999999	-9.6	-7.8020509307401955
0.2	-6.199999999999999	-9.5	-7.529879384249465
0.2	-6.199999999999999	-9.4	-7.258576611449517
0.2	-6.199999999999999	-9.3	-6.988194654904471
0.2	-6.199999999999999	-9.2	-6.718789913947736
0.2	-6.199999999999999	-9.1	-6.450423574351341
0.2	-6.199999999999999	-9.0	-6.183162080806641
0.2	-6.199999999999999	-8.9	-5.917077656343582
0.2	-6.199999999999999	-8.8	-5.6522488740761
0.2	-6.199999999999999	-8.7	-5.388761289129392
0.2	-6.199999999999999	-8.6	-5.126708143301797
0.2	-6.199999999999999	-8.5	-4.8661911637023545
0.2	-6.199999999999999	-8.4	-4.607321492277458
0.2	-6.199999999999999	-8.3	-4.350220810816763
0.2	-6.199999999999999	-8.2	-4.095022774053092
0.2	-6.199999999999999	-8.1	-3.841874945596244
0.2	-6.199999999999999	-8.0	-3.59094157019797
0.2	-6.199999999999999	-7.9	-3.3424077479776155
0.2	-6.199999999999999	-7.8	-3.0964859614934293
0.2	-6.199999999999999	-7.7	-2.8534265420498928
0.2	-6.199999999999999	-7.6	-2.61353470577235
0.2	-6.199999999999999	-7.5	-2.377198503270597
0.2	-6.199999999999999	-7.4	-2.1449348450097157
0.2	-6.199999999999999	-7.3	-1.9174654392523842
0.2	-6.199999999999999	-7.2	-1.6958423711501371
0.2	-6.199999999999999	-7.1	-1.481656812370063
0.2	-6.199999999999999	-7.0	-1.2773897013657214
0.2	-6.199999999999999	-6.9	-1.0870141331957448
0.2	-6.199999999999999	-6.8	-0.9170745102375336
0.2	-6.199999999999999	-6.7	-0.778770206567093
0.2	-6.199999999999999	-6.6	-0.6924974733913698
0.2	-6.199999999999999	-6.5	-0.6994499641860807
0.2	-6.199999999999999	-6.4	-0.8885078852449863
0.2	-6.199999999999999	-6.3	-0.9492450087018142
0.2	-6.199999999999999	-6.2	-0.1386969546691862
0.2	-6.199999999999999	-6.1	-0.0926384050923682
0.2	-6.199999999999999	-6.0	-0.9747415321742142
0.2	-6.199999999999999	-5.9	-2.3427758975446187
0.2	-6.199999999999999	-5.8	-3.931458741303159
0.2	-6.199999999999999	-5.7	-6.234914436570194
0.2	-6.199999999999999	-5.6	-9.46264345319139
0.2	-6.199999999999999	-5.5	-13.667219772237479
0.2	-6.199999999999999	-5.4	-18.801363397722554
0.2	-6.199999999999999	-5.3	-24.66827423301327
0.2	-6.199999999999999	-5.2	-25.0
0.2	-6.199999999999999	-5.1	-25.0
0.2	-6.199999999999999	-5.0	-25.0
0.2	-6.1	-11.0	-11.963123678222026
0.2	-6.1	-10.9	-11.682137960520208
0.2	-6.1	-10.8	-11.401567333523262
0.2	-6.1	-10.7	-11.121429811870497
0.2	-6.1	-10.6	-10.841744569361007
0.2	-6.1	-10.5	-10.56253203630627
0.2	-6.1	-10.4	-10.283814006716172
0.2	-6.1	-10.3	-10.005613756429414
0.2	-6.1	-10.2	-9.727956173424777
0.2	-6.1	-10.1	-9.450867901687232
0.2	-6.1	-10.0	-9.174377500152579
0.2	-6.1	-9.9	-8.898515618411533
0.2	-6.1	-9.8	-8.62331519102022
0.2	-6.1	-9.7	-8.348811652437043
0.2	-6.1	-9.6	-8.075043174776415
0.2	-6.1	-9.5	-7.8020509307401955
0.2	-6.1	-9.4	-7.529879384249465
0.2	-6.1	-9.3	-7.258576611449517
0.2	-6.1	-9.2	-6.988194654904466
0.2	-6.1	-9.1	-6.718789913947736
0.2	-6.1	-9.0	-6.450423574351341
0.2	-6.1	-8.9	-6.183162080806641
0.2	-6.1	-8.8	-5.917077656343582
0.2	-6.1	-8.7	-5.652248874076095
0.2	-6.1	-8.6	-5.388761289129392
0.2	-6.1	-8.5	-5.126708143301797
0.2	-6.1	-8.4	-4.8661911637023545
0.2	-6.1	-8.3	-4.607321492277458
0.2	-6.1	-8.2	-4.350220810816759
0.2	-6.1	-8.1	-4.095022774053092
0.2	-6.1	-8.0	-3.841874945596244
0.2	-6.1	-7.9	-3.59094157019797
0.2	-6.1	-7.8	-3.3424077479776133
0.2	-6.1	-7.7	-3.0964859614934293
0.2	-6.1	-7.6	-2.8534265420498905
0.2	-6.1	-7.5	-2.61353470577235
0.2	-6.1	-7.4	-2.377198503270597
0.2	-6.1	-7.3	-2.1449348450097134
0.2	-6.1	-7.2	-1.9174654392523842
0.2	-6.1	-7.1	-1.6958423711501351
0.2	-6.1	-7.0	-1.481656812370063
0.2	-6.1	-6.9	-1.2773897013657214
0.2	-6.1	-6.8	-1.087014133195743
0.2	-6.1	-6.7	-0.9170745102375336
0.2	-6.1	-6.6	-0.7787702065670918
0.2	-6.1	-6.5	-0.6924974733913698
0.2	-6.1	-6.4	-0.6994499641860807
0.2	-6.1	-6.3	-0.8885078852449868
0.2	-6.1	-6.2	-0.9492450087018142
0.2	-6.1	-6.1	-0.13869695466975998
0.2	-6.1	-6.0	-0.0926384050923682
0.2	-6.1	-5.9	-0.9747415321742142
0.2	-6.1	-5.8	-2.3427758975431963
0.2	-6.1	-5.7	-3.931458741303159
0.2	-6.1	-5.6	-6.234914436570217
0.2	-6.1	-5.5	-9.46264345319139
0.2	-6.1	-5.4	-13.667219772237479
0.2	-6.1	-5.3	-18.8013633977226
0.2	-6.1	-5.2	-24.66827423301327
0.2	-6.1	-5.1	-25.0
0.2	-6.1	-5.0	-25.0
0.2	-6.0	-11.0	-12.244507542639237
0.2	-6.0	-10.9	-11.963123678222026
0.2	-6.0	-10.8	-11.682137960520208
0.2	-6.0	-10.7	-11.401567333523314
0.2	-6.0	-10.6	-11.121429811870497
0.2	-6.0	-10.5	-10.841744569361007
0.2	-6.0	-10.4	-10.56253203630627
0.2	-6.0	-10.3	-10.283814006716172
0.2	-6.0	-10.2	-10.005613756429417
0.2	-6.0	-10.1	-9.727956173424777
0.2	-6.0	-10.0	-9.450867901687232
0.2	-6.0	-9.9	-9.174377500152579
0.2	-6.0	-9.8	-8.898515618411533
0.2	-6.0	-9.7	-8.623315191020211
0.2	-6.0	-9.6	-8.348811652437043
0.2	-6.0	-9.5	-8.075043174776415
0.2	-6.0	-9.4	-7.8020509307401955
0.2	-6.0	-9.3	-7.529879384249465
0.2	-6.0	-9.2	-7.258576611449512
0.2	-6.0	-9.1	-6.988194654904466
0.2	-6.0	-9.0	-6.718789913947736
0.2	-6.0	-8.9	-6.450423574351341
0.2	-6.0	-8.8	-6.183162080806641
0.2	-6.0	-8.7	-5.917077656343577
0.2	-6.0	-8.6	-5.652248874076095
0.2	-6.0	-8.5	-5.388761289129392
0.2	-6.0	-8.4	-5.126708143301797
0.2	-6.0	-8.3	-4.8661911637023545
0.2	-6.0	-8.2	-4.607321492277453
0.2	-6.0	-8.1	-4.350220810816759
0.2	-6.0	-8.0	-4.095022774053092
0.2	-6.0	-7.9	-3.841874945596244
0.2	-6.0	-7.8	-3.590941570197968
0.2	-6.0	-7.7	-3.3424077479776133
0.2	-6.0	-7.6	-3.0964859614934275
0.2	-6.0	-7.5	-2.8534265420498905
0.2	-6.0	-7.4	-2.61353470577235
0.2	-6.0	-7.3	-2.377198503270595
0.2	-6.0	-7.2	-2.1449348450097134
0.2	-6.0	-7.1	-1.9174654392523822
0.2	-6.0	-7.0	-1.6958423711501351
0.2	-6.0	-6.9	-1.481656812370063
0.2	-6.0	-6.8	-1.2773897013657196
0.2	-6.0	-6.7	-1.087014133195743
0.2	-6.0	-6.6	-0.9170745102375322
0.2	-6.0	-6.5	-0.7787702065670918
0.2	-6.0	-6.4	-0.6924974733913698
0.2	-6.0	-6.3	-0.6994499641860814
0.2	-6.0	-6.2	-0.8885078852449868
0.2	-6.0	-6.1	-0.94924500870158
0.2	-6.0	-6.0	-0.13869695466975998
0.2	-6.0	-5.9	-0.0926384050923682
0.2	-6.0	-5.8	-0.974741532173721
0.2	-6.0	-5.7	-2.3427758975431963
0.2	-6.0	-5.6	-3.931458741303093
0.2	-6.0	-5.5	-6.234914436570217
0.2	-6.0	-5.4	-9.46264345319139
0.2	-6.0	-5.3	-13.66721977223752
0.2	-6.0	-5.2	-18.8013633977226
0.2	-6.0	-5.1	-24.66827423301332
0.2	-6.0	-5.0	-25.0
0.2	-5.8999999999999995	-11.0	-12.526273599864798
0.2	-5.8999999999999995	-10.9	-12.244507542639095
0.2	-5.8999999999999995	-10.8	-11.963123678222141
0.2	-5.8999999999999995	-10.7	-11.682137960520091
0.2	-5.8999999999999995	-10.6	-11.401567333523358
0.2	-5.8999999999999995	-10.5	-11.121429811870508
0.2	-5.8999999999999995	-10.4	-10.841744569360976
0.2	-5.8999999999999995	-10.3	-10.562532036306301
0.2	-5.8999999999999995	-10.2	-10.283814006716218
0.2	-5.8999999999999995	-10.1	-10.005613756429426
0.2	-5.8999999999999995	-10.0	-9.727956173424774
0.2	-5.8999999999999995	-9.9	-9.450867901687229
0.2	-5.8999999999999995	-9.8	-9.174377500152586
0.2	-5.8999999999999995	-9.7	-8.898515618411508
0.2	-5.8999999999999995	-9.6	-8.623315191020218
0.2	-5.8999999999999995	-9.5	-8.348811652437044
0.2	-5.8999999999999995	-9.4	-8.075043174776416
0.2	-5.8999999999999995	-9.3	-7.8020509307401955
0.2	-5.8999999999999995	-9.2	-7.5298793842494645
0.2	-5.8999999999999995	-9.1	-7.258576611449514
0.2	-5.8999999999999995	-9.0	-6.98819465490447
0.2	-5.8999999999999995	-8.9	-6.718789913947739
0.2	-5.8999999999999995	-8.8	-6.450423574351345
0.2	-5.8999999999999995	-8.7	-6.183162080806638
0.2	-5.8999999999999995	-8.6	-5.91707765634358
0.2	-5.8999999999999995	-8.5	-5.652248874076097
0.2	-5.8999999999999995	-8.4	-5.388761289129395
0.2	-5.8999999999999995	-8.3	-5.126708143301799
0.2	-5.8999999999999995	-8.2	-4.866191163702352
0.2	-5.8999999999999995	-8.1	-4.607321492277456
0.2	-5.8999999999999995	-8.0	-4.3502208108167615
0.2	-5.8999999999999995	-7.9	-4.095022774053095
0.2	-5.8999999999999995	-7.8	-3.841874945596244
0.2	-5.8999999999999995	-7.7	-3.59094157019797
0.2	-5.8999999999999995	-7.6	-3.3424077479776133
0.2	-5.8999999999999995	-7.5	-3.0964859614934293
0.2	-5.8999999999999995	-7.4	-2.8534265420498928
0.2	-5.8999999999999995	-7.3	-2.61353470577235
0.2	-5.8999999999999995	-7.2	-2.377198503270597
0.2	-5.8999999999999995	-7.1	-2.1449348450097134
0.2	-5.8999999999999995	-7.0	-1.9174654392523842
0.2	-5.8999999999999995	-6.9	-1.6958423711501371
0.2	-5.8999999999999995	-6.8	-1.481656812370063
0.2	-5.8999999999999995	-6.7	-1.2773897013657214
0.2	-5.8999999999999995	-6.6	-1.087014133195743
0.2	-5.8999999999999995	-6.5	-0.9170745102375336
0.2	-5.8999999999999995	-6.4	-0.778770206567093
0.2	-5.8999999999999995	-6.3	-0.6924974733913698
0.2	-5.8999999999999995	-6.2	-0.6994499641860807
0.2	-5.8999999999999995	-6.1	-0.8885078852449868
0.2	-5.8999999999999995	-6.0	-0.9492450087018142
0.2	-5.8999999999999995	-5.9	-0.1386969546691862
0.2	-5.8999999999999995	-5.8	-0.0926384050923682
0.2	-5.8999999999999995	-5.7	-0.9747415321742142
0.2	-5.8999999999999995	-5.6	-2.3427758975431963
0.2	-5.8999999999999995	-5.5	-3.931458741303159
0.2	-5.8999999999999995	-5.4	-6.234914436570194
0.2	-5.8999999999999995	-5.3	-9.46264345319139
0.2	-5.8999999999999995	-5.2	-13.667219772237479
0.2	-5.8999999999999995	-5.1	-18.8013633977226
0.2	-5.8999999999999995	-5.0	-24.66827423301327
0.2	-5.8	-11.0	-12.80840681266832
0.2	-5.8	-10.9	-12.526273599864798
0.2	-5.8	-10.8	-12.244507542639095
0.2	-5.8	-10.7	-11.963123678222122
0.2	-5.8	-10.6	-11.682137960520091
0.2	-5.8	-10.5	-11.401567333523358
0.2	-5.8	-10.4	-11.121429811870508
0.2	-5.8	-10.3	-10.841744569360976
0.2	-5.8	-10.2	-10.562532036306244
0.2	-5.8	-10.1	-10.283814006716218
0.2	-5.8	-10.0	-10.005613756429426
0.2	-5.8	-9.9	-9.727956173424774
0.2	-5.8	-9.8	-9.450867901687229
0.2	-5.8	-9.7	-9.17437750015258
0.2	-5.8	-9.6	-8.898515618411508
0.2	-5.8	-9.5	-8.623315191020218
0.2	-5.8	-9.4	-8.348811652437044
0.2	-5.8	-9.3	-8.075043174776416
0.2	-5.8	-9.2	-7.802050930740196
0.2	-5.8	-9.1	-7.5298793842494645
0.2	-5.8	-9.0	-7.258576611449514
0.2	-5.8	-8.9	-6.98819465490447
0.2	-5.8	-8.8	-6.718789913947739
0.2	-5.8	-8.7	-6.450423574351339
0.2	-5.8	-8.6	-6.183162080806638
0.2	-5.8	-8.5	-5.91707765634358
0.2	-5.8	-8.4	-5.652248874076097
0.2	-5.8	-8.3	-5.388761289129395
0.2	-5.8	-8.2	-5.126708143301794
0.2	-5.8	-8.1	-4.866191163702352
0.2	-5.8	-8.0	-4.607321492277456
0.2	-5.8	-7.9	-4.3502208108167615
0.2	-5.8	-7.8	-4.095022774053092
0.2	-5.8	-7.7	-3.841874945596244
0.2	-5.8	-7.6	-3.590941570197968
0.2	-5.8	-7.5	-3.3424077479776133
0.2	-5.8	-7.4	-3.0964859614934293
0.2	-5.8	-7.3	-2.8534265420498905
0.2	-5.8	-7.2	-2.61353470577235
0.2	-5.8	-7.1	-2.377198503270595
0.2	-5.8	-7.0	-2.1449348450097134
0.2	-5.8	-6.9	-1.9174654392523842
0.2	-5.8	-6.8	-1.6958423711501351
0.2	-5.8	-6.7	-1.481656812370063
0.2	-5.8	-6.6	-1.2773897013657196
0.2	-5.8	-6.5	-1.087014133195743
0.2	-5.8	-6.4	-0.9170745102375336
0.2	-5.8	-6.3	-0.7787702065670918
0.2	-5.8	-6.2	-0.6924974733913698
0.2	-5.8	-6.1	-0.6994499641860814
0.2	-5.8	-6.0	-0.8885078852449868
0.2	-5.8	-5.9	-0.9492450087018142
0.2	-5.8	-5.8	-0.13869695466975998
0.2	-5.8	-5.7	-0.0926384050923682
0.2	-5.8	-5.6	-0.974741532173721
0.2	-5.8	-5.5	-2.3427758975431963
0.2	-5.8	-5.4	-3.931458741303159
0.2	-5.8	-5.3	-6.234914436570217
0.2	-5.8	-5.2	-9.46264345319139
0.2	-5.8	-5.1	-13.66721977223752
0.2	-5.8	-5.0	-18.8013633977226
0.2	-5.699999999999999	-11.0	-13.090892993523331
0.2	-5.699999999999999	-10.9	-12.808406812668265
0.2	-5.699999999999999	-10.8	-12.526273599865004
0.2	-5.699999999999999	-10.7	-12.244507542639237
0.2	-5.699999999999999	-10.6	-11.963123678222026
0.2	-5.699999999999999	-10.5	-11.682137960520208
0.2	-5.699999999999999	-10.4	-11.401567333523262
0.2	-5.699999999999999	-10.3	-11.12142981187042
0.2	-5.699999999999999	-10.2	-10.841744569361007
0.2	-5.699999999999999	-10.1	-10.56253203630627
0.2	-5.699999999999999	-10.0	-10.283814006716172
0.2	-5.699999999999999	-9.9	-10.005613756429414
0.2	-5.699999999999999	-9.8	-9.727956173424777
0.2	-5.699999999999999	-9.7	-9.450867901687232
0.2	-5.699999999999999	-9.6	-9.174377500152579
0.2	-5.699999999999999	-9.5	-8.898515618411533
0.2	-5.699999999999999	-9.4	-8.62331519102022
0.2	-5.699999999999999	-9.3	-8.348811652437039
0.2	-5.699999999999999	-9.2	-8.075043174776415
0.2	-5.699999999999999	-9.1	-7.8020509307401955
0.2	-5.699999999999999	-9.0	-7.529879384249465
0.2	-5.699999999999999	-8.9	-7.258576611449517
0.2	-5.699999999999999	-8.8	-6.988194654904471
0.2	-5.699999999999999	-8.7	-6.718789913947736
0.2	-5.699999999999999	-8.6	-6.450423574351341
0.2	-5.699999999999999	-8.5	-6.183162080806641
0.2	-5.699999999999999	-8.4	-5.917077656343582
0.2	-5.699999999999999	-8.3	-5.6522488740761
0.2	-5.699999999999999	-8.2	-5.388761289129392
0.2	-5.699999999999999	-8.1	-5.126708143301797
0.2	-5.699999999999999	-8.0	-4.8661911637023545
0.2	-5.699999999999999	-7.9	-4.607321492277458
0.2	-5.699999999999999	-7.8	-4.3502208108167615
0.2	-5.699999999999999	-7.7	-4.095022774053095
0.2	-5.699999999999999	-7.6	-3.841874945596244
0.2	-5.699999999999999	-7.5	-3.59094157019797
0.2	-5.699999999999999	-7.4	-3.3424077479776155
0.2	-5.699999999999999	-7.3	-3.0964859614934293
0.2	-5.699999999999999	-7.2	-2.8534265420498928
0.2	-5.699999999999999	-7.1	-2.61353470577235
0.2	-5.699999999999999	-7.0	-2.377198503270597
0.2	-5.699999999999999	-6.9	-2.1449348450097157
0.2	-5.699999999999999	-6.8	-1.9174654392523842
0.2	-5.699999999999999	-6.7	-1.6958423711501371
0.2	-5.699999999999999	-6.6	-1.481656812370063
0.2	-5.699999999999999	-6.5	-1.2773897013657214
0.2	-5.699999999999999	-6.4	-1.0870141331957448
0.2	-5.699999999999999	-6.3	-0.9170745102375336
0.2	-5.699999999999999	-6.2	-0.778770206567093
0.2	-5.699999999999999	-6.1	-0.6924974733913698
0.2	-5.699999999999999	-6.0	-0.6994499641860807
0.2	-5.699999999999999	-5.9	-0.8885078852449863
0.2	-5.699999999999999	-5.8	-0.9492450087018142
0.2	-5.699999999999999	-5.7	-0.1386969546691862
0.2	-5.699999999999999	-5.6	-0.0926384050923682
0.2	-5.699999999999999	-5.5	-0.9747415321742142
0.2	-5.699999999999999	-5.4	-2.3427758975446187
0.2	-5.699999999999999	-5.3	-3.931458741303159
0.2	-5.699999999999999	-5.2	-6.234914436570194
0.2	-5.699999999999999	-5.1	-9.46264345319139
0.2	-5.699999999999999	-5.0	-13.667219772237479
0.2	-5.6	-11.0	-13.373718743445892
0.2	-5.6	-10.9	-13.090892993523331
0.2	-5.6	-10.8	-12.808406812668265
0.2	-5.6	-10.7	-12.526273599864947
0.2	-5.6	-10.6	-12.244507542639237
0.2	-5.6	-10.5	-11.963123678222026
0.2	-5.6	-10.4	-11.682137960520208
0.2	-5.6	-10.3	-11.401567333523262
0.2	-5.6	-10.2	-11.121429811870497
0.2	-5.6	-10.1	-10.841744569361007
0.2	-5.6	-10.0	-10.56253203630627
0.2	-5.6	-9.9	-10.283814006716172
0.2	-5.6	-9.8	-10.005613756429414
0.2	-5.6	-9.7	-9.727956173424777
0.2	-5.6	-9.6	-9.450867901687232
0.2	-5.6	-9.5	-9.174377500152579
0.2	-5.6	-9.4	-8.898515618411533
0.2	-5.6	-9.3	-8.62331519102022
0.2	-5.6	-9.2	-8.348811652437043
0.2	-5.6	-9.1	-8.075043174776415
0.2	-5.6	-9.0	-7.8020509307401955
0.2	-5.6	-8.9	-7.529879384249465
0.2	-5.6	-8.8	-7.258576611449517
0.2	-5.6	-8.7	-6.988194654904466
0.2	-5.6	-8.6	-6.718789913947736
0.2	-5.6	-8.5	-6.450423574351341
0.2	-5.6	-8.4	-6.183162080806641
0.2	-5.6	-8.3	-5.917077656343582
0.2	-5.6	-8.2	-5.652248874076095
0.2	-5.6	-8.1	-5.388761289129392
0.2	-5.6	-8.0	-5.126708143301797
0.2	-5.6	-7.9	-4.8661911637023545
0.2	-5.6	-7.8	-4.607321492277456
0.2	-5.6	-7.7	-4.3502208108167615
