width	log10_fpeak	f	spectrum
1.6	-5.699999999999999	-8.7	-5.8197487739056895
1.6	-5.699999999999999	-8.6	-5.5779534073521555
1.6	-5.699999999999999	-8.5	-5.3392574551201735
1.6	-5.699999999999999	-8.4	-5.103985615816799
1.6	-5.699999999999999	-8.3	-4.872502001414785
1.6	-5.699999999999999	-8.2	-4.645206451702765
1.6	-5.699999999999999	-8.1	-4.422526973490041
1.6	-5.699999999999999	-8.0	-4.204908265478155
1.6	-5.699999999999999	-7.9	-3.9927968845352906
1.6	-5.699999999999999	-7.8	-3.7866242345373644
1.6	-5.699999999999999	-7.7	-3.5867891269429437
1.6	-5.699999999999999	-7.6	-3.3936421036279163
1.6	-5.699999999999999	-7.5	-3.2074739727427177
1.6	-5.699999999999999	-7.4	-3.028511024171604
1.6	-5.699999999999999	-7.3	-2.856919062686668
1.6	-5.699999999999999	-7.2	-2.692817587549182
1.6	-5.699999999999999	-7.1	-2.536304046081
1.6	-5.699999999999999	-7.0	-2.3874861319133496
1.6	-5.699999999999999	-6.9	-2.246517916246179
1.6	-5.699999999999999	-6.8	-2.1136338495841955
1.6	-5.699999999999999	-6.7	-1.9891741571118393
1.6	-5.699999999999999	-6.6	-1.8735964116320136
1.6	-5.699999999999999	-6.5	-1.767470967852141
1.6	-5.699999999999999	-6.4	-1.6714615724477113
1.6	-5.699999999999999	-6.3	-1.5862955516983481
1.6	-5.699999999999999	-6.2	-1.512729528949641
1.6	-5.699999999999999	-6.1	-1.4515163866603364
1.6	-5.699999999999999	-6.0	-1.4033776393278146
1.6	-5.699999999999999	-5.9	-1.3689833344264672
1.6	-5.699999999999999	-5.8	-1.3489397617139565
1.6	-5.699999999999999	-5.7	-1.3437840064118272
1.6	-5.699999999999999	-5.6	-1.3539837835491275
1.6	-5.699999999999999	-5.5	-1.3799408920526917
1.6	-5.699999999999999	-5.4	-1.421996830916964
1.6	-5.699999999999999	-5.3	-1.480439444673738
1.6	-5.699999999999999	-5.2	-1.5555098044728732
1.6	-5.699999999999999	-5.1	-1.6474088190225196
1.6	-5.699999999999999	-5.0	-1.7563032902540048
1.6	-5.6	-11.0	-12.140765336217973
1.6	-5.6	-10.9	-11.865342870746112
1.6	-5.6	-10.8	-11.590587718067715
1.6	-5.6	-10.7	-11.316533926259314
1.6	-5.6	-10.6	-11.043217889485366
1.6	-5.6	-10.5	-10.770678525126995
1.6	-5.6	-10.4	-10.498957463171472
1.6	-5.6	-10.3	-10.228099247770109
1.6	-5.6	-10.2	-9.95815155243243
1.6	-5.6	-10.1	-9.689165411242897
1.6	-5.6	-10.0	-9.421195470276775
1.6	-5.6	-9.9	-9.154300266222466
1.6	-5.6	-9.8	-8.888542543953145
1.6	-5.6	-9.7	-8.623989631148776
1.6	-5.6	-9.6	-8.360713897886539
1.6	-5.6	-9.5	-8.098793341861557
1.6	-5.6	-9.4	-7.83831235632501
1.6	-5.6	-9.3	-7.579362756887774
1.6	-5.6	-9.2	-7.32204516262066
1.6	-5.6	-9.1	-7.066470841385606
1.6	-5.6	-9.0	-6.812764130629591
1.6	-5.6	-8.9	-6.5610655217732665
1.6	-5.6	-8.8	-6.311535434483431
1.6	-5.6	-8.7	-6.064358595842192
1.6	-5.6	-8.6	-5.8197487739056895
1.6	-5.6	-8.5	-5.5779534073521555
1.6	-5.6	-8.4	-5.3392574551201735
1.6	-5.6	-8.3	-5.103985615816799
1.6	-5.6	-8.2	-4.872502001414778
1.6	-5.6	-8.1	-4.645206451702765
1.6	-5.6	-8.0	-4.422526973490041
1.6	-5.6	-7.9	-4.204908265478155
1.6	-5.6	-7.8	-3.992796884535292
1.6	-5.6	-7.7	-3.7866242345373644
1.6	-5.6	-7.6	-3.5867891269428176
1.6	-5.6	-7.5	-3.3936421036279163
1.6	-5.6	-7.4	-3.2074739727427177
1.6	-5.6	-7.3	-3.0285110241716238
1.6	-5.6	-7.2	-2.856919062686668
1.6	-5.6	-7.1	-2.6928175875490585
1.6	-5.6	-7.0	-2.5363040460810002
1.6	-5.6	-6.9	-2.3874861319133496
1.6	-5.6	-6.8	-2.2465179162460966
1.6	-5.6	-6.7	-2.1136338495841955
1.6	-5.6	-6.6	-1.9891741571119765
1.6	-5.6	-6.5	-1.8735964116320136
1.6	-5.6	-6.4	-1.767470967852141
1.6	-5.6	-6.3	-1.6714615724469675
1.6	-5.6	-6.2	-1.5862955516983481
1.6	-5.6	-6.1	-1.5127295289463716
1.6	-5.6	-6.0	-1.4515163866603364
1.6	-5.6	-5.9	-1.4033776393278146
1.6	-5.6	-5.8	-1.3689833344245284
1.6	-5.6	-5.7	-1.3489397617139565
1.6	-5.6	-5.6	-1.3437840064134552
1.6	-5.6	-5.5	-1.3539837835491275
1.6	-5.6	-5.4	-1.3799408920526917
1.6	-5.6	-5.3	-1.421996830917351
1.6	-5.6	-5.2	-1.480439444673738
1.6	-5.6	-5.1	-1.5555098044734612
1.6	-5.6	-5.0	-1.6474088190225196
1.6	-5.5	-11.0	-12.416823245670999
1.6	-5.5	-10.9	-12.140765336217973
1.6	-5.5	-10.8	-11.865342870746112
1.6	-5.5	-10.7	-11.59058771806772
1.6	-5.5	-10.6	-11.316533926259314
1.6	-5.5	-10.5	-11.043217889485366
1.6	-5.5	-10.4	-10.770678525126995
1.6	-5.5	-10.3	-10.498957463171472
1.6	-5.5	-10.2	-10.228099247770103
1.6	-5.5	-10.1	-9.95815155243243
1.6	-5.5	-10.0	-9.689165411242897
1.6	-5.5	-9.9	-9.421195470276775
1.6	-5.5	-9.8	-9.154300266222466
1.6	-5.5	-9.7	-8.88854254395314
1.6	-5.5	-9.6	-8.623989631148776
1.6	-5.5	-9.5	-8.360713897886539
1.6	-5.5	-9.4	-8.098793341861557
1.6	-5.5	-9.3	-7.83831235632501
1.6	-5.5	-9.2	-7.57936275688777
1.6	-5.5	-9.1	-7.32204516262066
1.6	-5.5	-9.0	-7.066470841385606
1.6	-5.5	-8.9	-6.812764130629591
1.6	-5.5	-8.8	-6.5610655217732665
1.6	-5.5	-8.7	-6.311535434483426
1.6	-5.5	-8.6	-6.064358595842192
1.6	-5.5	-8.5	-5.8197487739056895
1.6	-5.5	-8.4	-5.5779534073521555
1.6	-5.5	-8.3	-5.3392574551201735
1.6	-5.5	-8.2	-5.103985615816796
1.6	-5.5	-8.1	-4.872502001414778
1.6	-5.5	-8.0	-4.645206451702765
1.6	-5.5	-7.9	-4.422526973490041
1.6	-5.5	-7.8	-4.204908265478154
1.6	-5.5	-7.7	-3.992796884535292
1.6	-5.5	-7.6	-3.7866242345373675
1.6	-5.5	-7.5	-3.5867891269428176
1.6	-5.5	-7.4	-3.3936421036279163
1.6	-5.5	-7.3	-3.207473972742612
1.6	-5.5	-7.2	-3.0285110241716238
1.6	-5.5	-7.1	-2.8569190626866567
1.6	-5.5	-7.0	-2.692817587549059
1.6	-5.5	-6.9	-2.5363040460810002
1.6	-5.5	-6.8	-2.3874861319140432
1.6	-5.5	-6.7	-2.2465179162460966
1.6	-5.5	-6.6	-2.113633849584509
1.6	-5.5	-6.5	-1.9891741571119765
1.6	-5.5	-6.4	-1.8735964116320136
1.6	-5.5	-6.3	-1.7674709678494116
1.6	-5.5	-6.2	-1.6714615724469675
1.6	-5.5	-6.1	-1.5862955516936388
1.6	-5.5	-6.0	-1.5127295289463716
1.6	-5.5	-5.9	-1.4515163866603364
1.6	-5.5	-5.8	-1.403377639327885
1.6	-5.5	-5.7	-1.3689833344245284
1.6	-5.5	-5.6	-1.348939761712469
1.6	-5.5	-5.5	-1.3437840064134552
1.6	-5.5	-5.4	-1.3539837835491275
1.6	-5.5	-5.3	-1.3799408920527463
1.6	-5.5	-5.2	-1.421996830917351
1.6	-5.5	-5.1	-1.4804394446738889
1.6	-5.5	-5.0	-1.5555098044734612
1.6	-5.3999999999999995	-11.0	-12.693486751534815
1.6	-5.3999999999999995	-10.9	-12.416823245670994
1.6	-5.3999999999999995	-10.8	-12.140765336217965
1.6	-5.3999999999999995	-10.7	-11.865342870746119
1.6	-5.3999999999999995	-10.6	-11.590587718067718
1.6	-5.3999999999999995	-10.5	-11.316533926259314
1.6	-5.3999999999999995	-10.4	-11.043217889485376
1.6	-5.3999999999999995	-10.3	-10.770678525127
1.6	-5.3999999999999995	-10.2	-10.498957463171472
1.6	-5.3999999999999995	-10.1	-10.228099247770105
1.6	-5.3999999999999995	-10.0	-9.958151552432435
1.6	-5.3999999999999995	-9.9	-9.689165411242898
1.6	-5.3999999999999995	-9.8	-9.42119547027678
1.6	-5.3999999999999995	-9.7	-9.154300266222464
1.6	-5.3999999999999995	-9.6	-8.888542543953141
1.6	-5.3999999999999995	-9.5	-8.623989631148778
1.6	-5.3999999999999995	-9.4	-8.36071389788654
1.6	-5.3999999999999995	-9.3	-8.098793341861558
1.6	-5.3999999999999995	-9.2	-7.838312356325008
1.6	-5.3999999999999995	-9.1	-7.579362756887773
1.6	-5.3999999999999995	-9.0	-7.322045162620663
1.6	-5.3999999999999995	-8.9	-7.066470841385608
1.6	-5.3999999999999995	-8.8	-6.812764130629594
1.6	-5.3999999999999995	-8.7	-6.561065521773265
1.6	-5.3999999999999995	-8.6	-6.311535434483428
1.6	-5.3999999999999995	-8.5	-6.064358595842195
1.6	-5.3999999999999995	-8.4	-5.819748773905692
1.6	-5.3999999999999995	-8.3	-5.577953407352158
1.6	-5.3999999999999995	-8.2	-5.339257455120171
1.6	-5.3999999999999995	-8.1	-5.103985615816796
1.6	-5.3999999999999995	-8.0	-4.87250200141478
1.6	-5.3999999999999995	-7.9	-4.645206451702765
1.6	-5.3999999999999995	-7.8	-4.422526973490041
1.6	-5.3999999999999995	-7.7	-4.204908265478155
1.6	-5.3999999999999995	-7.6	-3.992796884535292
1.6	-5.3999999999999995	-7.5	-3.7866242345373644
1.6	-5.3999999999999995	-7.4	-3.5867891269429437
1.6	-5.3999999999999995	-7.3	-3.3936421036279163
1.6	-5.3999999999999995	-7.2	-3.2074739727427177
1.6	-5.3999999999999995	-7.1	-3.0285110241716238
1.6	-5.3999999999999995	-7.0	-2.856919062686668
1.6	-5.3999999999999995	-6.9	-2.692817587549182
1.6	-5.3999999999999995	-6.8	-2.5363040460810002
1.6	-5.3999999999999995	-6.7	-2.3874861319133496
1.6	-5.3999999999999995	-6.6	-2.2465179162460966
1.6	-5.3999999999999995	-6.5	-2.1136338495841955
1.6	-5.3999999999999995	-6.4	-1.9891741571118393
1.6	-5.3999999999999995	-6.3	-1.8735964116320136
1.6	-5.3999999999999995	-6.2	-1.767470967852141
1.6	-5.3999999999999995	-6.1	-1.6714615724469675
1.6	-5.3999999999999995	-6.0	-1.5862955516983481
1.6	-5.3999999999999995	-5.9	-1.512729528949641
1.6	-5.3999999999999995	-5.8	-1.4515163866603364
1.6	-5.3999999999999995	-5.7	-1.4033776393278146
1.6	-5.3999999999999995	-5.6	-1.3689833344245284
1.6	-5.3999999999999995	-5.5	-1.3489397617139565
1.6	-5.3999999999999995	-5.4	-1.3437840064118272
1.6	-5.3999999999999995	-5.3	-1.3539837835491275
1.6	-5.3999999999999995	-5.2	-1.3799408920526917
1.6	-5.3999999999999995	-5.1	-1.421996830917351
1.6	-5.3999999999999995	-5.0	-1.480439444673738
1.6	-5.3	-11.0	-12.970727886814794
1.6	-5.3	-10.9	-12.693486751534815
1.6	-5.3	-10.8	-12.416823245670994
1.6	-5.3	-10.7	-12.140765336217964
1.6	-5.3	-10.6	-11.865342870746119
1.6	-5.3	-10.5	-11.590587718067718
1.6	-5.3	-10.4	-11.316533926259314
1.6	-5.3	-10.3	-11.043217889485376
1.6	-5.3	-10.2	-10.770678525126993
1.6	-5.3	-10.1	-10.498957463171472
1.6	-5.3	-10.0	-10.228099247770105
1.6	-5.3	-9.9	-9.958151552432435
1.6	-5.3	-9.8	-9.689165411242898
1.6	-5.3	-9.7	-9.421195470276775
1.6	-5.3	-9.6	-9.154300266222464
1.6	-5.3	-9.5	-8.888542543953141
1.6	-5.3	-9.4	-8.623989631148778
1.6	-5.3	-9.3	-8.36071389788654
1.6	-5.3	-9.2	-8.098793341861553
1.6	-5.3	-9.1	-7.838312356325008
1.6	-5.3	-9.0	-7.579362756887773
1.6	-5.3	-8.9	-7.322045162620663
1.6	-5.3	-8.8	-7.066470841385608
1.6	-5.3	-8.7	-6.812764130629589
1.6	-5.3	-8.6	-6.561065521773265
1.6	-5.3	-8.5	-6.311535434483428
1.6	-5.3	-8.4	-6.064358595842195
1.6	-5.3	-8.3	-5.819748773905692
1.6	-5.3	-8.2	-5.577953407352153
1.6	-5.3	-8.1	-5.339257455120171
1.6	-5.3	-8.0	-5.103985615816796
1.6	-5.3	-7.9	-4.87250200141478
1.6	-5.3	-7.8	-4.645206451702765
1.6	-5.3	-7.7	-4.422526973490041
1.6	-5.3	-7.6	-4.204908265478154
1.6	-5.3	-7.5	-3.992796884535292
1.6	-5.3	-7.4	-3.7866242345373644
1.6	-5.3	-7.3	-3.5867891269428176
1.6	-5.3	-7.2	-3.3936421036279163
1.6	-5.3	-7.1	-3.207473972742612
1.6	-5.3	-7.0	-3.028511024171624
1.6	-5.3	-6.9	-2.856919062686668
1.6	-5.3	-6.8	-2.692817587549059
1.6	-5.3	-6.7	-2.5363040460810002
1.6	-5.3	-6.6	-2.3874861319140432
1.6	-5.3	-6.5	-2.2465179162460966
1.6	-5.3	-6.4	-2.1136338495841955
1.6	-5.3	-6.3	-1.9891741571119765
1.6	-5.3	-6.2	-1.8735964116320136
1.6	-5.3	-6.1	-1.7674709678494116
1.6	-5.3	-6.0	-1.6714615724469675
1.6	-5.3	-5.9	-1.5862955516983481
1.6	-5.3	-5.8	-1.5127295289463716
1.6	-5.3	-5.7	-1.4515163866603364
1.6	-5.3	-5.6	-1.403377639327885
1.6	-5.3	-5.5	-1.3689833344245284
1.6	-5.3	-5.4	-1.3489397617139565
1.6	-5.3	-5.3	-1.3437840064134552
1.6	-5.3	-5.2	-1.3539837835491275
1.6	-5.3	-5.1	-1.3799408920527463
1.6	-5.3	-5.0	-1.421996830917351
1.6	-5.199999999999999	-11.0	-13.248520425048406
1.6	-5.199999999999999	-10.9	-12.970727886814805
1.6	-5.199999999999999	-10.8	-12.693486751534802
1.6	-5.199999999999999	-10.7	-12.416823245670999
1.6	-5.199999999999999	-10.6	-12.140765336217973
1.6	-5.199999999999999	-10.5	-11.865342870746112
1.6	-5.199999999999999	-10.4	-11.590587718067715
1.6	-5.199999999999999	-10.3	-11.316533926259314
1.6	-5.199999999999999	-10.2	-11.043217889485366
1.6	-5.199999999999999	-10.1	-10.770678525126995
1.6	-5.199999999999999	-10.0	-10.498957463171472
1.6	-5.199999999999999	-9.9	-10.228099247770109
1.6	-5.199999999999999	-9.8	-9.958151552432438
1.6	-5.199999999999999	-9.7	-9.689165411242897
1.6	-5.199999999999999	-9.6	-9.421195470276775
1.6	-5.199999999999999	-9.5	-9.154300266222466
1.6	-5.199999999999999	-9.4	-8.888542543953145
1.6	-5.199999999999999	-9.3	-8.62398963114878
1.6	-5.199999999999999	-9.2	-8.360713897886539
1.6	-5.199999999999999	-9.1	-8.098793341861557
1.6	-5.199999999999999	-9.0	-7.83831235632501
1.6	-5.199999999999999	-8.9	-7.579362756887774
1.6	-5.199999999999999	-8.8	-7.3220451626206655
1.6	-5.199999999999999	-8.7	-7.066470841385606
1.6	-5.199999999999999	-8.6	-6.812764130629591
1.6	-5.199999999999999	-8.5	-6.5610655217732665
1.6	-5.199999999999999	-8.4	-6.311535434483431
1.6	-5.199999999999999	-8.3	-6.064358595842196
1.6	-5.199999999999999	-8.2	-5.8197487739056895
1.6	-5.199999999999999	-8.1	-5.5779534073521555
1.6	-5.199999999999999	-8.0	-5.3392574551201735
1.6	-5.199999999999999	-7.9	-5.103985615816799
1.6	-5.199999999999999	-7.8	-4.87250200141478
1.6	-5.199999999999999	-7.7	-4.645206451702765
1.6	-5.199999999999999	-7.6	-4.422526973490041
1.6	-5.199999999999999	-7.5	-4.204908265478155
1.6	-5.199999999999999	-7.4	-3.9927968845352906
1.6	-5.199999999999999	-7.3	-3.7866242345373644
1.6	-5.199999999999999	-7.2	-3.5867891269429437
1.6	-5.199999999999999	-7.1	-3.3936421036279163
1.6	-5.199999999999999	-7.0	-3.2074739727427177
1.6	-5.199999999999999	-6.9	-3.0285110241716042
1.6	-5.199999999999999	-6.8	-2.856919062686668
1.6	-5.199999999999999	-6.7	-2.692817587549182
1.6	-5.199999999999999	-6.6	-2.5363040460810002
1.6	-5.199999999999999	-6.5	-2.3874861319133496
1.6	-5.199999999999999	-6.4	-2.246517916246179
1.6	-5.199999999999999	-6.3	-2.1136338495841955
1.6	-5.199999999999999	-6.2	-1.9891741571118393
1.6	-5.199999999999999	-6.1	-1.8735964116320136
1.6	-5.199999999999999	-6.0	-1.767470967852141
1.6	-5.199999999999999	-5.9	-1.6714615724477113
1.6	-5.199999999999999	-5.8	-1.5862955516983481
1.6	-5.199999999999999	-5.7	-1.512729528949641
1.6	-5.199999999999999	-5.6	-1.4515163866603364
1.6	-5.199999999999999	-5.5	-1.4033776393278146
1.6	-5.199999999999999	-5.4	-1.3689833344264672
1.6	-5.199999999999999	-5.3	-1.3489397617139565
1.6	-5.199999999999999	-5.2	-1.3437840064118272
1.6	-5.199999999999999	-5.1	-1.3539837835491275
1.6	-5.199999999999999	-5.0	-1.3799408920526917
1.6	-5.1	-11.0	-13.52707031374511
1.6	-5.1	-10.9	-13.248520425048406
1.6	-5.1	-10.8	-12.970727886814805
1.6	-5.1	-10.7	-12.693486751534788
1.6	-5.1	-10.6	-12.416823245670999
1.6	-5.1	-10.5	-12.140765336217973
1.6	-5.1	-10.4	-11.865342870746112
1.6	-5.1	-10.3	-11.590587718067715
1.6	-5.1	-10.2	-11.316533926259314
1.6	-5.1	-10.1	-11.043217889485366
1.6	-5.1	-10.0	-10.770678525126995
1.6	-5.1	-9.9	-10.498957463171472
1.6	-5.1	-9.8	-10.228099247770109
1.6	-5.1	-9.7	-9.95815155243243
1.6	-5.1	-9.6	-9.689165411242897
1.6	-5.1	-9.5	-9.421195470276775
1.6	-5.1	-9.4	-9.154300266222466
1.6	-5.1	-9.3	-8.888542543953145
1.6	-5.1	-9.2	-8.623989631148776
1.6	-5.1	-9.1	-8.360713897886539
1.6	-5.1	-9.0	-8.098793341861557
1.6	-5.1	-8.9	-7.83831235632501
1.6	-5.1	-8.8	-7.579362756887774
1.6	-5.1	-8.7	-7.32204516262066
1.6	-5.1	-8.6	-7.066470841385606
1.6	-5.1	-8.5	-6.812764130629591
1.6	-5.1	-8.4	-6.5610655217732665
1.6	-5.1	-8.3	-6.311535434483431
1.6	-5.1	-8.2	-6.064358595842192
1.6	-5.1	-8.1	-5.8197487739056895
1.6	-5.1	-8.0	-5.5779534073521555
1.6	-5.1	-7.9	-5.3392574551201735
1.6	-5.1	-7.8	-5.103985615816796
1.6	-5.1	-7.7	-4.87250200141478
1.6	-5.1	-7.6	-4.645206451702765
1.6	-5.1	-7.5	-4.422526973490041
1.6	-5.1	-7.4	-4.204908265478155
1.6	-5.1	-7.3	-3.992796884535292
1.6	-5.1	-7.2	-3.7866242345373644
1.6	-5.1	-7.1	-3.5867891269428176
1.6	-5.1	-7.0	-3.3936421036279167
1.6	-5.1	-6.9	-3.2074739727427177
1.6	-5.1	-6.8	-3.028511024171624
1.6	-5.1	-6.7	-2.856919062686668
1.6	-5.1	-6.6	-2.692817587549059
1.6	-5.1	-6.5	-2.5363040460810002
1.6	-5.1	-6.4	-2.3874861319133496
1.6	-5.1	-6.3	-2.2465179162460966
1.6	-5.1	-6.2	-2.1136338495841955
1.6	-5.1	-6.1	-1.9891741571119765
1.6	-5.1	-6.0	-1.8735964116320136
1.6	-5.1	-5.9	-1.767470967852141
1.6	-5.1	-5.8	-1.6714615724469675
1.6	-5.1	-5.7	-1.5862955516983481
1.6	-5.1	-5.6	-1.5127295289463716
1.6	-5.1	-5.5	-1.4515163866603364
1.6	-5.1	-5.4	-1.4033776393278146
1.6	-5.1	-5.3	-1.3689833344245284
1.6	-5.1	-5.2	-1.3489397617139565
1.6	-5.1	-5.1	-1.3437840064134552
1.6	-5.1	-5.0	-1.3539837835491275
1.6	-5.0	-11.0	-13.805890007966182
1.6	-5.0	-10.9	-13.52707031374511
1.6	-5.0	-10.8	-13.248520425048406
1.6	-5.0	-10.7	-12.970727886814782
1.6	-5.0	-10.6	-12.693486751534788
1.6	-5.0	-10.5	-12.416823245670999
1.6	-5.0	-10.4	-12.140765336217973
1.6	-5.0	-10.3	-11.865342870746112
1.6	-5.0	-10.2	-11.59058771806772
1.6	-5.0	-10.1	-11.316533926259314
1.6	-5.0	-10.0	-11.043217889485366
1.6	-5.0	-9.9	-10.770678525126995
1.6	-5.0	-9.8	-10.498957463171472
1.6	-5.0	-9.7	-10.228099247770103
1.6	-5.0	-9.6	-9.95815155243243
1.6	-5.0	-9.5	-9.689165411242897
1.6	-5.0	-9.4	-9.421195470276775
1.6	-5.0	-9.3	-9.154300266222466
1.6	-5.0	-9.2	-8.88854254395314
1.6	-5.0	-9.1	-8.623989631148776
1.6	-5.0	-9.0	-8.360713897886539
1.6	-5.0	-8.9	-8.098793341861557
1.6	-5.0	-8.8	-7.83831235632501
1.6	-5.0	-8.7	-7.57936275688777
1.6	-5.0	-8.6	-7.32204516262066
1.6	-5.0	-8.5	-7.066470841385606
1.6	-5.0	-8.4	-6.812764130629591
1.6	-5.0	-8.3	-6.5610655217732665
1.6	-5.0	-8.2	-6.311535434483426
1.6	-5.0	-8.1	-6.064358595842192
1.6	-5.0	-8.0	-5.8197487739056895
1.6	-5.0	-7.9	-5.5779534073521555
1.6	-5.0	-7.8	-5.339257455120171
1.6	-5.0	-7.7	-5.103985615816796
1.6	-5.0	-7.6	-4.872502001414778
1.6	-5.0	-7.5	-4.645206451702765
1.6	-5.0	-7.4	-4.422526973490041
1.6	-5.0	-7.3	-4.204908265478154
1.6	-5.0	-7.2	-3.992796884535292
1.6	-5.0	-7.1	-3.7866242345373675
1.6	-5.0	-7.0	-3.586789126942818
1.6	-5.0	-6.9	-3.3936421036279167
1.6	-5.0	-6.8	-3.207473972742612
1.6	-5.0	-6.7	-3.028511024171624
1.6	-5.0	-6.6	-2.8569190626866567
1.6	-5.0	-6.5	-2.692817587549059
1.6	-5.0	-6.4	-2.5363040460810002
1.6	-5.0	-6.3	-2.3874861319140432
1.6	-5.0	-6.2	-2.2465179162460966
1.6	-5.0	-6.1	-2.113633849584509
1.6	-5.0	-6.0	-1.9891741571119765
1.6	-5.0	-5.9	-1.8735964116320136
1.6	-5.0	-5.8	-1.7674709678494116
1.6	-5.0	-5.7	-1.6714615724469675
1.6	-5.0	-5.6	-1.5862955516936388
1.6	-5.0	-5.5	-1.5127295289463716
1.6	-5.0	-5.4	-1.4515163866603364
1.6	-5.0	-5.3	-1.403377639327885
1.6	-5.0	-5.2	-1.3689833344245284
1.6	-5.0	-5.1	-1.348939761712469
1.6	-5.0	-5.0	-1.3437840064134552
1.7	-11.0	-11.0	-1.391686839230775
1.7	-11.0	-10.9	-1.401342259827093
1.7	-11.0	-10.8	-1.4250539778615845
1.7	-11.0	-10.7	-1.463082849842327
1.7	-11.0	-10.6	-1.515652917362837
1.7	-11.0	-10.5	-1.5829555501978176
1.7	-11.0	-10.4	-1.6651535082798197
1.7	-11.0	-10.3	-1.7623847511712032
1.7	-11.0	-10.2	-1.87476590250229
1.7	-11.0	-10.1	-2.00239533085198
1.7	-11.0	-10.0	-2.145355844380129
1.7	-11.0	-9.9	-2.303717019521821
1.7	-11.0	-9.8	-2.4775371921218836
1.7	-11.0	-9.7	-2.666865149361375
1.7	-11.0	-9.6	-2.871741558441236
1.7	-11.0	-9.5	-3.0922001663085785
1.7	-11.0	-9.4	-3.3282688042131463
1.7	-11.0	-9.3	-3.5799702246313756
1.7	-11.0	-9.2	-3.8473227959964107
1.7	-11.0	-9.1	-4.130341076360221
1.7	-11.0	-9.0	-4.429036284604961
1.7	-11.0	-8.9	-4.743416683493108
1.7	-11.0	-8.8	-5.073487887939137
1.7	-11.0	-8.7	-5.419253108008978
1.7	-11.0	-8.6	-5.780713335460028
1.7	-11.0	-8.5	-6.157867479579117
1.7	-11.0	-8.4	-6.550712458152364
1.7	-11.0	-8.3	-6.959243246188306
1.7	-11.0	-8.2	-7.383452885238533
1.7	-11.0	-8.1	-7.823332454227338
1.7	-11.0	-8.0	-8.278871001913286
1.7	-11.0	-7.9	-8.75005543918598
1.7	-11.0	-7.8	-9.236870390381412
1.7	-11.0	-7.7	-9.739297997711365
1.7	-11.0	-7.6	-10.257317676220502
1.7	-11.0	-7.5	-10.790905811349521
1.7	-11.0	-7.4	-11.340035391528994
1.7	-11.0	-7.3	-11.904675565448237
1.7	-11.0	-7.2	-12.48479111179324
1.7	-11.0	-7.1	-13.080341806340025
1.7	-11.0	-7.0	-13.691281668889278
1.7	-11.0	-6.9	-14.317558067203407
1.7	-11.0	-6.8	-14.959110655950308
1.7	-11.0	-6.7	-15.615870118461753
1.7	-11.0	-6.6	-16.287756679590576
1.7	-11.0	-6.5	-16.974678356318567
1.7	-11.0	-6.4	-17.67652890296089
1.7	-11.0	-6.3	-18.393185429222306
1.7	-11.0	-6.2	-19.12450558364113
1.7	-11.0	-6.1	-19.87032457132738
1.7	-11.0	-6.0	-20.63045209314068
1.7	-11.0	-5.9	-21.40466896028781
1.7	-11.0	-5.8	-22.1927004298038
1.7	-11.0	-5.7	-22.994799677447894
1.7	-11.0	-5.6	-23.80994188400492
1.7	-11.0	-5.5	-24.65335286053093
1.7	-11.0	-5.4	-25.0
1.7	-11.0	-5.3	-25.0
1.7	-11.0	-5.2	-25.0
1.7	-11.0	-5.1	-25.0
1.7	-11.0	-5.0	-25.0
1.7	-10.9	-11.0	-1.395786096687302
1.7	-10.9	-10.9	-1.391686839230775
1.7	-10.9	-10.8	-1.401342259827093
1.7	-10.9	-10.7	-1.425053977861637
1.7	-10.9	-10.6	-1.463082849842327
1.7	-10.9	-10.5	-1.515652917362837
1.7	-10.9	-10.4	-1.5829555501978176
1.7	-10.9	-10.3	-1.6651535082798197
1.7	-10.9	-10.2	-1.7623847511724944
1.7	-10.9	-10.1	-1.87476590250229
1.7	-10.9	-10.0	-2.00239533085198
1.7	-10.9	-9.9	-2.145355844380129
1.7	-10.9	-9.8	-2.303717019521821
1.7	-10.9	-9.7	-2.4775371921230094
1.7	-10.9	-9.6	-2.666865149361375
1.7	-10.9	-9.5	-2.871741558441236
1.7	-10.9	-9.4	-3.0922001663085785
1.7	-10.9	-9.3	-3.3282688042131463
1.7	-10.9	-9.2	-3.5799702246314298
1.7	-10.9	-9.1	-3.8473227959964107
1.7	-10.9	-9.0	-4.130341076360221
1.7	-10.9	-8.9	-4.429036284604961
1.7	-10.9	-8.8	-4.743416683493108
1.7	-10.9	-8.7	-5.0734878879391445
1.7	-10.9	-8.6	-5.419253108008978
1.7	-10.9	-8.5	-5.780713335460028
1.7	-10.9	-8.4	-6.157867479579117
1.7	-10.9	-8.3	-6.550712458152364
1.7	-10.9	-8.2	-6.959243246188297
1.7	-10.9	-8.1	-7.383452885238533
1.7	-10.9	-8.0	-7.823332454227338
1.7	-10.9	-7.9	-8.278871001913286
1.7	-10.9	-7.8	-8.750055439185985
1.7	-10.9	-7.7	-9.236870390381412
1.7	-10.9	-7.6	-9.73929799771137
1.7	-10.9	-7.5	-10.257317676220502
1.7	-10.9	-7.4	-10.790905811349521
1.7	-10.9	-7.3	-11.340035391529
1.7	-10.9	-7.2	-11.904675565448237
1.7	-10.9	-7.1	-12.484791111793246
1.7	-10.9	-7.0	-13.080341806340028
1.7	-10.9	-6.9	-13.691281668889278
1.7	-10.9	-6.8	-14.317558067203413
