log10_mu	log10_k	f	spectrum
-14.000000	  7.000000	-10.000000	-71.312472
-14.000000	  7.000000	 -9.950000	-71.362472
-14.000000	  7.000000	 -9.900000	-71.404431
-14.000000	  7.000000	 -9.850000	-68.319196
-14.000000	  7.000000	 -9.800000	-64.023863
-14.000000	  7.000000	 -9.750000	-60.196495
-14.000000	  7.000000	 -9.700000	-56.786206
-14.000000	  7.000000	 -9.650000	-53.747397
-14.000000	  7.000000	 -9.600000	-51.039462
-14.000000	  7.000000	 -9.550000	-48.626235
-14.000000	  7.000000	 -9.500000	-46.475506
-14.000000	  7.000000	 -9.450000	-44.558582
-14.000000	  7.000000	 -9.400000	-42.849906
-14.000000	  7.000000	 -9.350000	-41.326705
-14.000000	  7.000000	 -9.300000	-39.968690
-14.000000	  7.000000	 -9.250000	-38.757780
-14.000000	  7.000000	 -9.200000	-37.677858
-14.000000	  7.000000	 -9.150000	-36.714558
-14.000000	  7.000000	 -9.100000	-35.855071
-14.000000	  7.000000	 -9.050000	-35.087971
-14.000000	  7.000000	 -9.000000	-34.403067
-14.000000	  7.000000	 -8.950000	-33.791265
-14.000000	  7.000000	 -8.900000	-33.244445
-14.000000	  7.000000	 -8.850000	-32.755350
-14.000000	  7.000000	 -8.800000	-32.317493
-14.000000	  7.000000	 -8.750000	-31.925062
-14.000000	  7.000000	 -8.700000	-31.572844
-14.000000	  7.000000	 -8.650000	-31.256151
-14.000000	  7.000000	 -8.600000	-30.970769
-14.000000	  7.000000	 -8.550000	-30.712901
-14.000000	  7.000000	 -8.500000	-30.479136
-14.000000	  7.000000	 -8.450000	-30.266411
-14.000000	  7.000000	 -8.400000	-30.071992
-14.000000	  7.000000	 -8.350000	-29.893450
-14.000000	  7.000000	 -8.300000	-29.728634
-14.000000	  7.000000	 -8.250000	-29.575656
-14.000000	  7.000000	 -8.200000	-29.432861
-14.000000	  7.000000	 -8.150000	-29.298811
-14.000000	  7.000000	 -8.100000	-29.172257
-14.000000	  7.000000	 -8.050000	-29.052120
-14.000000	  7.000000	 -8.000000	-28.937470
-14.000000	  7.000000	 -7.950000	-28.827507
-14.000000	  7.000000	 -7.900000	-28.721543
-14.000000	  7.000000	 -7.850000	-28.618990
-14.000000	  7.000000	 -7.800000	-28.519343
-14.000000	  7.000000	 -7.750000	-28.422170
-14.000000	  7.000000	 -7.700000	-28.327102
-14.000000	  7.000000	 -7.650000	-28.233823
-14.000000	  7.000000	 -7.600000	-28.142065
-14.000000	  7.000000	 -7.550000	-28.051597
-14.000000	  7.000000	 -7.500000	-27.962224
-14.000000	  7.000000	 -7.450000	-27.873780
-14.000000	  7.000000	 -7.400000	-27.786122
-14.000000	  7.000000	 -7.350000	-27.699131
-14.000000	  7.000000	 -7.300000	-27.612703
-14.000000	  7.000000	 -7.250000	-27.526753
-14.000000	  7.000000	 -7.200000	-27.440209
-14.000000	  7.000000	 -7.150000	-27.351000
-14.000000	  7.000000	 -7.100000	-27.262350
-14.000000	  7.000000	 -7.050000	-27.173887
-14.000000	  7.000000	 -7.000000	-27.085370
-14.000000	  7.100000	-10.000000	-47.681970
-14.000000	  7.100000	 -9.950000	-45.631255
-14.000000	  7.100000	 -9.900000	-43.803417
-14.000000	  7.100000	 -9.850000	-42.174091
-14.000000	  7.100000	 -9.800000	-40.721568
-14.000000	  7.100000	 -9.750000	-39.426503
-14.000000	  7.100000	 -9.700000	-38.271655
-14.000000	  7.100000	 -9.650000	-37.241657
-14.000000	  7.100000	 -9.600000	-36.322810
-14.000000	  7.100000	 -9.550000	-35.502896
-14.000000	  7.100000	 -9.500000	-34.771019
-14.000000	  7.100000	 -9.450000	-34.117458
-14.000000	  7.100000	 -9.400000	-33.533534
-14.000000	  7.100000	 -9.350000	-33.011500
-14.000000	  7.100000	 -9.300000	-32.544429
-14.000000	  7.100000	 -9.250000	-32.126124
-14.000000	  7.100000	 -9.200000	-31.751029
-14.000000	  7.100000	 -9.150000	-31.414157
-14.000000	  7.100000	 -9.100000	-31.111025
-14.000000	  7.100000	 -9.050000	-30.837595
-14.000000	  7.100000	 -9.000000	-30.590234
-14.000000	  7.100000	 -8.950000	-30.365678
-14.000000	  7.100000	 -8.900000	-30.161004
-14.000000	  7.100000	 -8.850000	-29.973606
-14.000000	  7.100000	 -8.800000	-29.801170
-14.000000	  7.100000	 -8.750000	-29.641657
-14.000000	  7.100000	 -8.700000	-29.493276
-14.000000	  7.100000	 -8.650000	-29.354464
-14.000000	  7.100000	 -8.600000	-29.223863
-14.000000	  7.100000	 -8.550000	-29.100295
-14.000000	  7.100000	 -8.500000	-28.982742
-14.000000	  7.100000	 -8.450000	-28.870331
-14.000000	  7.100000	 -8.400000	-28.762307
-14.000000	  7.100000	 -8.350000	-28.658026
-14.000000	  7.100000	 -8.300000	-28.556932
-14.000000	  7.100000	 -8.250000	-28.458552
-14.000000	  7.100000	 -8.200000	-28.362480
-14.000000	  7.100000	 -8.150000	-28.268369
-14.000000	  7.100000	 -8.100000	-28.175924
-14.000000	  7.100000	 -8.050000	-28.084891
-14.000000	  7.100000	 -8.000000	-27.995056
-14.000000	  7.100000	 -7.950000	-27.906235
-14.000000	  7.100000	 -7.900000	-27.818272
-14.000000	  7.100000	 -7.850000	-27.731035
-14.000000	  7.100000	 -7.800000	-27.644410
-14.000000	  7.100000	 -7.750000	-27.558303
-14.000000	  7.100000	 -7.700000	-27.472632
-14.000000	  7.100000	 -7.650000	-27.384580
-14.000000	  7.100000	 -7.600000	-27.295490
-14.000000	  7.100000	 -7.550000	-27.206684
-14.000000	  7.100000	 -7.500000	-27.117882
-14.000000	  7.100000	 -7.450000	-27.029136
-14.000000	  7.100000	 -7.400000	-26.940180
-14.000000	  7.100000	 -7.350000	-26.850876
-14.000000	  7.100000	 -7.300000	-26.760353
-14.000000	  7.100000	 -7.250000	-26.669687
-14.000000	  7.100000	 -7.200000	-26.578526
-14.000000	  7.100000	 -7.150000	-26.486824
-14.000000	  7.100000	 -7.100000	-26.394937
-14.000000	  7.100000	 -7.050000	-26.303133
-14.000000	  7.100000	 -7.000000	-26.211651
-14.000000	  7.200000	-10.000000	-34.877502
-14.000000	  7.200000	 -9.950000	-34.213436
-14.000000	  7.200000	 -9.900000	-33.620174
-14.000000	  7.200000	 -9.850000	-33.089841
-14.000000	  7.200000	 -9.800000	-32.615403
-14.000000	  7.200000	 -9.750000	-32.190564
-14.000000	  7.200000	 -9.700000	-31.809683
-14.000000	  7.200000	 -9.650000	-31.467698
-14.000000	  7.200000	 -9.600000	-31.160055
-14.000000	  7.200000	 -9.550000	-30.882659
-14.000000	  7.200000	 -9.500000	-30.631821
-14.000000	  7.200000	 -9.450000	-30.404227
-14.000000	  7.200000	 -9.400000	-30.196908
-14.000000	  7.200000	 -9.350000	-30.007212
-14.000000	  7.200000	 -9.300000	-29.832787
-14.000000	  7.200000	 -9.250000	-29.671556
-14.000000	  7.200000	 -9.200000	-29.521695
-14.000000	  7.200000	 -9.150000	-29.381610
-14.000000	  7.200000	 -9.100000	-29.249913
-14.000000	  7.200000	 -9.050000	-29.125403
-14.000000	  7.200000	 -9.000000	-29.007042
-14.000000	  7.200000	 -8.950000	-28.893936
-14.000000	  7.200000	 -8.900000	-28.785314
-14.000000	  7.200000	 -8.850000	-28.680517
-14.000000	  7.200000	 -8.800000	-28.578978
-14.000000	  7.200000	 -8.750000	-28.480212
-14.000000	  7.200000	 -8.700000	-28.383805
-14.000000	  7.200000	 -8.650000	-28.289400
-14.000000	  7.200000	 -8.600000	-28.196696
-14.000000	  7.200000	 -8.550000	-28.105434
-14.000000	  7.200000	 -8.500000	-28.015394
-14.000000	  7.200000	 -8.450000	-27.926387
-14.000000	  7.200000	 -8.400000	-27.838253
-14.000000	  7.200000	 -8.350000	-27.750857
-14.000000	  7.200000	 -8.300000	-27.664083
-14.000000	  7.200000	 -8.250000	-27.577832
-14.000000	  7.200000	 -8.200000	-27.492023
-14.000000	  7.200000	 -8.150000	-27.405466
-14.000000	  7.200000	 -8.100000	-27.315824
-14.000000	  7.200000	 -8.050000	-27.226725
-14.000000	  7.200000	 -8.000000	-27.137765
-14.000000	  7.200000	 -7.950000	-27.048773
-14.000000	  7.200000	 -7.900000	-26.959597
-14.000000	  7.200000	 -7.850000	-26.870093
-14.000000	  7.200000	 -7.800000	-26.779544
-14.000000	  7.200000	 -7.750000	-26.688579
-14.000000	  7.200000	 -7.700000	-26.597143
-14.000000	  7.200000	 -7.650000	-26.505157
-14.000000	  7.200000	 -7.600000	-26.412775
-14.000000	  7.200000	 -7.550000	-26.321171
-14.000000	  7.200000	 -7.500000	-26.228872
-14.000000	  7.200000	 -7.450000	-26.137175
-14.000000	  7.200000	 -7.400000	-26.046312
-14.000000	  7.200000	 -7.350000	-25.956364
-14.000000	  7.200000	 -7.300000	-25.867171
-14.000000	  7.200000	 -7.250000	-25.778566
-14.000000	  7.200000	 -7.200000	-25.690048
-14.000000	  7.200000	 -7.150000	-25.601572
-14.000000	  7.200000	 -7.100000	-25.513118
-14.000000	  7.200000	 -7.050000	-25.424682
-14.000000	  7.200000	 -7.000000	-25.336231
-14.000000	  7.300000	-10.000000	-30.661699
-14.000000	  7.300000	 -9.950000	-30.430854
-14.000000	  7.300000	 -9.900000	-30.220687
-14.000000	  7.300000	 -9.850000	-30.028503
-14.000000	  7.300000	 -9.800000	-29.851906
-14.000000	  7.300000	 -9.750000	-29.688780
-14.000000	  7.300000	 -9.700000	-29.537264
-14.000000	  7.300000	 -9.650000	-29.395730
-14.000000	  7.300000	 -9.600000	-29.262763
-14.000000	  7.300000	 -9.550000	-29.137134
-14.000000	  7.300000	 -9.500000	-29.017782
-14.000000	  7.300000	 -9.450000	-28.903791
-14.000000	  7.300000	 -9.400000	-28.794376
-14.000000	  7.300000	 -9.350000	-28.688859
-14.000000	  7.300000	 -9.300000	-28.586661
-14.000000	  7.300000	 -9.250000	-28.487285
-14.000000	  7.300000	 -9.200000	-28.390307
-14.000000	  7.300000	 -9.150000	-28.295364
-14.000000	  7.300000	 -9.100000	-28.202144
-14.000000	  7.300000	 -9.050000	-28.110384
-14.000000	  7.300000	 -9.000000	-28.019857
-14.000000	  7.300000	 -8.950000	-27.930372
-14.000000	  7.300000	 -8.900000	-27.841764
-14.000000	  7.300000	 -8.850000	-27.753895
-14.000000	  7.300000	 -8.800000	-27.666647
-14.000000	  7.300000	 -8.750000	-27.579918
-14.000000	  7.300000	 -8.700000	-27.493626
-14.000000	  7.300000	 -8.650000	-27.407251
-14.000000	  7.300000	 -8.600000	-27.317282
-14.000000	  7.300000	 -8.550000	-27.227674
-14.000000	  7.300000	 -8.500000	-27.138231
-14.000000	  7.300000	 -8.450000	-27.048782
-14.000000	  7.300000	 -8.400000	-26.959174
-14.000000	  7.300000	 -8.350000	-26.869821
-14.000000	  7.300000	 -8.300000	-26.779068
-14.000000	  7.300000	 -8.250000	-26.687857
-14.000000	  7.300000	 -8.200000	-26.596140
-14.000000	  7.300000	 -8.150000	-26.503893
-14.000000	  7.300000	 -8.100000	-26.411146
-14.000000	  7.300000	 -8.050000	-26.319204
-14.000000	  7.300000	 -8.000000	-26.226459
-14.000000	  7.300000	 -7.950000	-26.134210
-14.000000	  7.300000	 -7.900000	-26.042744
-14.000000	  7.300000	 -7.850000	-25.952204
-14.000000	  7.300000	 -7.800000	-25.862616
-14.000000	  7.300000	 -7.750000	-25.773473
-14.000000	  7.300000	 -7.700000	-25.684542
-14.000000	  7.300000	 -7.650000	-25.595721
-14.000000	  7.300000	 -7.600000	-25.506948
-14.000000	  7.300000	 -7.550000	-25.418209
-14.000000	  7.300000	 -7.500000	-25.329494
-14.000000	  7.300000	 -7.450000	-25.240772
-14.000000	  7.300000	 -7.400000	-25.152022
-14.000000	  7.300000	 -7.350000	-25.063245
-14.000000	  7.300000	 -7.300000	-24.974407
-14.000000	  7.300000	 -7.250000	-24.885504
-14.000000	  7.300000	 -7.200000	-24.796532
-14.000000	  7.300000	 -7.150000	-24.707475
-14.000000	  7.300000	 -7.100000	-24.618334
-14.000000	  7.300000	 -7.050000	-24.529098
-14.000000	  7.300000	 -7.000000	-24.439766
-14.000000	  7.400000	-10.000000	-29.001540
-14.000000	  7.400000	 -9.950000	-28.886969
-14.000000	  7.400000	 -9.900000	-28.776977
-14.000000	  7.400000	 -9.850000	-28.670889
-14.000000	  7.400000	 -9.800000	-28.568125
-14.000000	  7.400000	 -9.750000	-28.468190
-14.000000	  7.400000	 -9.700000	-28.370661
-14.000000	  7.400000	 -9.650000	-28.275177
-14.000000	  7.400000	 -9.600000	-28.181431
-14.000000	  7.400000	 -9.550000	-28.089159
-14.000000	  7.400000	 -9.500000	-27.998140
-14.000000	  7.400000	 -9.450000	-27.908185
-14.000000	  7.400000	 -9.400000	-27.819132
-14.000000	  7.400000	 -9.350000	-27.730846
-14.000000	  7.400000	 -9.300000	-27.643212
-14.000000	  7.400000	 -9.250000	-27.556133
-14.000000	  7.400000	 -9.200000	-27.469526
-14.000000	  7.400000	 -9.150000	-27.383108
-14.000000	  7.400000	 -9.100000	-27.293060
-14.000000	  7.400000	 -9.050000	-27.203422
-14.000000	  7.400000	 -9.000000	-27.114342
-14.000000	  7.400000	 -8.950000	-27.025034
-14.000000	  7.400000	 -8.900000	-26.935640
-14.000000	  7.400000	 -8.850000	-26.846025
-14.000000	  7.400000	 -8.800000	-26.755606
-14.000000	  7.400000	 -8.750000	-26.665390
-14.000000	  7.400000	 -8.700000	-26.574230
-14.000000	  7.400000	 -8.650000	-26.482570
-14.000000	  7.400000	 -8.600000	-26.390438
-14.000000	  7.400000	 -8.550000	-26.298205
-14.000000	  7.400000	 -8.500000	-26.206090
-14.000000	  7.400000	 -8.450000	-26.114531
-14.000000	  7.400000	 -8.400000	-26.023658
-14.000000	  7.400000	 -8.350000	-25.933665
-14.000000	  7.400000	 -8.300000	-25.844467
-14.000000	  7.400000	 -8.250000	-25.755816
-14.000000	  7.400000	 -8.200000	-25.667438
-14.000000	  7.400000	 -8.150000	-25.579127
-14.000000	  7.400000	 -8.100000	-25.490837
-14.000000	  7.400000	 -8.050000	-25.402578
-14.000000	  7.400000	 -8.000000	-25.314334
-14.000000	  7.400000	 -7.950000	-25.226087
-14.000000	  7.400000	 -7.900000	-25.137813
-14.000000	  7.400000	 -7.850000	-25.049479
-14.000000	  7.400000	 -7.800000	-24.961076
-14.000000	  7.400000	 -7.750000	-24.872593
-14.000000	  7.400000	 -7.700000	-24.784019
-14.000000	  7.400000	 -7.650000	-24.695341
-14.000000	  7.400000	 -7.600000	-24.606554
-14.000000	  7.400000	 -7.550000	-24.517648
-14.000000	  7.400000	 -7.500000	-24.428619
-14.000000	  7.400000	 -7.450000	-24.339463
-14.000000	  7.400000	 -7.400000	-24.250177
-14.000000	  7.400000	 -7.350000	-24.160758
-14.000000	  7.400000	 -7.300000	-24.071206
-14.000000	  7.400000	 -7.250000	-23.981520
-14.000000	  7.400000	 -7.200000	-23.891697
-14.000000	  7.400000	 -7.150000	-23.801739
-14.000000	  7.400000	 -7.100000	-23.711642
-14.000000	  7.400000	 -7.050000	-23.621406
-14.000000	  7.400000	 -7.000000	-23.531030
-14.000000	  7.500000	-10.000000	-27.967355
-14.000000	  7.500000	 -9.950000	-27.877927
-14.000000	  7.500000	 -9.900000	-27.789431
-14.000000	  7.500000	 -9.850000	-27.701726
-14.000000	  7.500000	 -9.800000	-27.614689
-14.000000	  7.500000	 -9.750000	-27.528220
-14.000000	  7.500000	 -9.700000	-27.442230
-14.000000	  7.500000	 -9.650000	-27.356224
-14.000000	  7.500000	 -9.600000	-27.266884
-14.000000	  7.500000	 -9.550000	-27.177939
-14.000000	  7.500000	 -9.500000	-27.089193
-14.000000	  7.500000	 -9.450000	-27.000474
-14.000000	  7.500000	 -9.400000	-26.911556
-14.000000	  7.500000	 -9.350000	-26.822990
-14.000000	  7.500000	 -9.300000	-26.733102
-14.000000	  7.500000	 -9.250000	-26.642788
-14.000000	  7.500000	 -9.200000	-26.551996
-14.000000	  7.500000	 -9.150000	-26.460698
-14.000000	  7.500000	 -9.100000	-26.368928
-14.000000	  7.500000	 -9.050000	-26.277120
-14.000000	  7.500000	 -9.000000	-26.185383
-14.000000	  7.500000	 -8.950000	-26.094146
-14.000000	  7.500000	 -8.900000	-26.003667
-14.000000	  7.500000	 -8.850000	-25.914058
-14.000000	  7.500000	 -8.800000	-25.825180
-14.000000	  7.500000	 -8.750000	-25.736793
-14.000000	  7.500000	 -8.700000	-25.648622
-14.000000	  7.500000	 -8.650000	-25.560503
-14.000000	  7.500000	 -8.600000	-25.472379
-14.000000	  7.500000	 -8.550000	-25.384253
-14.000000	  7.500000	 -8.500000	-25.296122
-14.000000	  7.500000	 -8.450000	-25.207964
-14.000000	  7.500000	 -8.400000	-25.119754
-14.000000	  7.500000	 -8.350000	-25.031471
-14.000000	  7.500000	 -8.300000	-24.943100
-14.000000	  7.500000	 -8.250000	-24.854635
-14.000000	  7.500000	 -8.200000	-24.766066
-14.000000	  7.500000	 -8.150000	-24.677386
-14.000000	  7.500000	 -8.100000	-24.588589
-14.000000	  7.500000	 -8.050000	-24.499670
-14.000000	  7.500000	 -8.000000	-24.410626
-14.000000	  7.500000	 -7.950000	-24.321453
-14.000000	  7.500000	 -7.900000	-24.232147
-14.000000	  7.500000	 -7.850000	-24.142706
-14.000000	  7.500000	 -7.800000	-24.053125
-14.000000	  7.500000	 -7.750000	-23.963404
-14.000000	  7.500000	 -7.700000	-23.873539
-14.000000	  7.500000	 -7.650000	-23.783530
-14.000000	  7.500000	 -7.600000	-23.693374
-14.000000	  7.500000	 -7.550000	-23.603071
-14.000000	  7.500000	 -7.500000	-23.512620
-14.000000	  7.500000	 -7.450000	-23.422021
-14.000000	  7.500000	 -7.400000	-23.331272
-14.000000	  7.500000	 -7.350000	-23.240375
-14.000000	  7.500000	 -7.300000	-23.149326
-14.000000	  7.500000	 -7.250000	-23.058128
-14.000000	  7.500000	 -7.200000	-22.966780
-14.000000	  7.500000	 -7.150000	-22.875281
-14.000000	  7.500000	 -7.100000	-22.783631
-14.000000	  7.500000	 -7.050000	-22.691830
-14.000000	  7.500000	 -7.000000	-22.599878
-14.000000	  7.600000	-10.000000	-27.060893
-14.000000	  7.600000	 -9.950000	-26.972054
-14.000000	  7.600000	 -9.900000	-26.883040
-14.000000	  7.600000	 -9.850000	-26.793648
-14.000000	  7.600000	 -9.800000	-26.703292
-14.000000	  7.600000	 -9.750000	-26.612573
-14.000000	  7.600000	 -9.700000	-26.521344
-14.000000	  7.600000	 -9.650000	-26.429570
-14.000000	  7.600000	 -9.600000	-26.337420
-14.000000	  7.600000	 -9.550000	-26.245231
-14.000000	  7.600000	 -9.500000	-26.153274
-14.000000	  7.600000	 -9.450000	-26.061953
-14.000000	  7.600000	 -9.400000	-25.971472
-14.000000	  7.600000	 -9.350000	-25.881897
-14.000000	  7.600000	 -9.300000	-25.793041
-14.000000	  7.600000	 -9.250000	-25.704614
-14.000000	  7.600000	 -9.200000	-25.616358
-14.000000	  7.600000	 -9.150000	-25.528139
-14.000000	  7.600000	 -9.100000	-25.439929
-14.000000	  7.600000	 -9.050000	-25.351733
-14.000000	  7.600000	 -9.000000	-25.263543
-14.000000	  7.600000	 -8.950000	-25.175334
-14.000000	  7.600000	 -8.900000	-25.087080
-14.000000	  7.600000	 -8.850000	-24.998760
-14.000000	  7.600000	 -8.800000	-24.910367
-14.000000	  7.600000	 -8.750000	-24.821888
-14.000000	  7.600000	 -8.700000	-24.733319
-14.000000	  7.600000	 -8.650000	-24.644651
-14.000000	  7.600000	 -8.600000	-24.555877
-14.000000	  7.600000	 -8.550000	-24.466993
-14.000000	  7.600000	 -8.500000	-24.377995
-14.000000	  7.600000	 -8.450000	-24.288880
-14.000000	  7.600000	 -8.400000	-24.199642
-14.000000	  7.600000	 -8.350000	-24.110275
-14.000000	  7.600000	 -8.300000	-24.020775
-14.000000	  7.600000	 -8.250000	-23.931137
-14.000000	  7.600000	 -8.200000	-23.841354
-14.000000	  7.600000	 -8.150000	-23.751424
-14.000000	  7.600000	 -8.100000	-23.661342
-14.000000	  7.600000	 -8.050000	-23.571105
-14.000000	  7.600000	 -8.000000	-23.480711
-14.000000	  7.600000	 -7.950000	-23.390158
-14.000000	  7.600000	 -7.900000	-23.299444
-14.000000	  7.600000	 -7.850000	-23.208566
-14.000000	  7.600000	 -7.800000	-23.117523
-14.000000	  7.600000	 -7.750000	-23.026314
-14.000000	  7.600000	 -7.700000	-22.934939
-14.000000	  7.600000	 -7.650000	-22.843395
-14.000000	  7.600000	 -7.600000	-22.751685
-14.000000	  7.600000	 -7.550000	-22.659807
-14.000000	  7.600000	 -7.500000	-22.567762
-14.000000	  7.600000	 -7.450000	-22.475551
-14.000000	  7.600000	 -7.400000	-22.383176
-14.000000	  7.600000	 -7.350000	-22.290636
-14.000000	  7.600000	 -7.300000	-22.197937
-14.000000	  7.600000	 -7.250000	-22.105078
-14.000000	  7.600000	 -7.200000	-22.012063
-14.000000	  7.600000	 -7.150000	-21.918895
-14.000000	  7.600000	 -7.100000	-21.825577
-14.000000	  7.600000	 -7.050000	-21.732111
-14.000000	  7.600000	 -7.000000	-21.638502
-14.000000	  7.700000	-10.000000	-26.110881
-14.000000	  7.700000	 -9.950000	-26.019539
-14.000000	  7.700000	 -9.900000	-25.929108
-14.000000	  7.700000	 -9.850000	-25.839543
-14.000000	  7.700000	 -9.800000	-25.750629
-14.000000	  7.700000	 -9.750000	-25.662057
-14.000000	  7.700000	 -9.700000	-25.573591
-14.000000	  7.700000	 -9.650000	-25.485141
-14.000000	  7.700000	 -9.600000	-25.396698
-14.000000	  7.700000	 -9.550000	-25.308264
-14.000000	  7.700000	 -9.500000	-25.219824
-14.000000	  7.700000	 -9.450000	-25.131351
-14.000000	  7.700000	 -9.400000	-25.042816
-14.000000	  7.700000	 -9.350000	-24.954209
-14.000000	  7.700000	 -9.300000	-24.865515
-14.000000	  7.700000	 -9.250000	-24.776727
-14.000000	  7.700000	 -9.200000	-24.687835
-14.000000	  7.700000	 -9.150000	-24.598831
-14.000000	  7.700000	 -9.100000	-24.509711
-14.000000	  7.700000	 -9.050000	-24.420468
-14.000000	  7.700000	 -9.000000	-24.331099
-14.000000	  7.700000	 -8.950000	-24.241600
-14.000000	  7.700000	 -8.900000	-24.151971
-14.000000	  7.700000	 -8.850000	-24.062206
-14.000000	  7.700000	 -8.800000	-23.972305
-14.000000	  7.700000	 -8.750000	-23.882269
-14.000000	  7.700000	 -8.700000	-23.792095
-14.000000	  7.700000	 -8.650000	-23.701782
-14.000000	  7.700000	 -8.600000	-23.611333
-14.000000	  7.700000	 -8.550000	-23.520743
-14.000000	  7.700000	 -8.500000	-23.430014
-14.000000	  7.700000	 -8.450000	-23.339146
-14.000000	  7.700000	 -8.400000	-23.248138
-14.000000	  7.700000	 -8.350000	-23.156990
-14.000000	  7.700000	 -8.300000	-23.065703
-14.000000	  7.700000	 -8.250000	-22.974276
-14.000000	  7.700000	 -8.200000	-22.882709
-14.000000	  7.700000	 -8.150000	-22.791003
-14.000000	  7.700000	 -8.100000	-22.699160
-14.000000	  7.700000	 -8.050000	-22.607177
-14.000000	  7.700000	 -8.000000	-22.515058
-14.000000	  7.700000	 -7.950000	-22.422802
-14.000000	  7.700000	 -7.900000	-22.330411
-14.000000	  7.700000	 -7.850000	-22.237884
-14.000000	  7.700000	 -7.800000	-22.145226
-14.000000	  7.700000	 -7.750000	-22.052436
-14.000000	  7.700000	 -7.700000	-21.959516
-14.000000	  7.700000	 -7.650000	-21.866468
-14.000000	  7.700000	 -7.600000	-21.773295
-14.000000	  7.700000	 -7.550000	-21.679998
-14.000000	  7.700000	 -7.500000	-21.586578
-14.000000	  7.700000	 -7.450000	-21.493036
-14.000000	  7.700000	 -7.400000	-21.399373
-14.000000	  7.700000	 -7.350000	-21.305585
-14.000000	  7.700000	 -7.300000	-21.211671
-14.000000	  7.700000	 -7.250000	-21.117626
-14.000000	  7.700000	 -7.200000	-21.023443
-14.000000	  7.700000	 -7.150000	-20.929122
-14.000000	  7.700000	 -7.100000	-20.834657
-14.000000	  7.700000	 -7.050000	-20.740049
-14.000000	  7.700000	 -7.000000	-20.645297
-14.000000	  7.800000	-10.000000	-25.166265
-14.000000	  7.800000	 -9.950000	-25.077605
-14.000000	  7.800000	 -9.900000	-24.988871
-14.000000	  7.800000	 -9.850000	-24.900049
-14.000000	  7.800000	 -9.800000	-24.811132
-14.000000	  7.800000	 -9.750000	-24.722108
-14.000000	  7.800000	 -9.700000	-24.632970
-14.000000	  7.800000	 -9.650000	-24.543711
-14.000000	  7.800000	 -9.600000	-24.454324
-14.000000	  7.800000	 -9.550000	-24.364806
-14.000000	  7.800000	 -9.500000	-24.275153
-14.000000	  7.800000	 -9.450000	-24.185362
-14.000000	  7.800000	 -9.400000	-24.095430
-14.000000	  7.800000	 -9.350000	-24.005354
-14.000000	  7.800000	 -9.300000	-23.915133
-14.000000	  7.800000	 -9.250000	-23.824767
-14.000000	  7.800000	 -9.200000	-23.734254
-14.000000	  7.800000	 -9.150000	-23.643595
-14.000000	  7.800000	 -9.100000	-23.552790
-14.000000	  7.800000	 -9.050000	-23.461838
-14.000000	  7.800000	 -9.000000	-23.370740
-14.000000	  7.800000	 -8.950000	-23.279494
-14.000000	  7.800000	 -8.900000	-23.188104
-14.000000	  7.800000	 -8.850000	-23.096566
-14.000000	  7.800000	 -8.800000	-23.004884
-14.000000	  7.800000	 -8.750000	-22.913057
-14.000000	  7.800000	 -8.700000	-22.821085
-14.000000	  7.800000	 -8.650000	-22.728969
-14.000000	  7.800000	 -8.600000	-22.636710
-14.000000	  7.800000	 -8.550000	-22.544309
-14.000000	  7.800000	 -8.500000	-22.451767
-14.000000	  7.800000	 -8.450000	-22.359085
-14.000000	  7.800000	 -8.400000	-22.266264
-14.000000	  7.800000	 -8.350000	-22.173304
-14.000000	  7.800000	 -8.300000	-22.080208
-14.000000	  7.800000	 -8.250000	-21.986975
-14.000000	  7.800000	 -8.200000	-21.893608
-14.000000	  7.800000	 -8.150000	-21.800107
-14.000000	  7.800000	 -8.100000	-21.706475
-14.000000	  7.800000	 -8.050000	-21.612711
-14.000000	  7.800000	 -8.000000	-21.518817
-14.000000	  7.800000	 -7.950000	-21.424795
-14.000000	  7.800000	 -7.900000	-21.330646
-14.000000	  7.800000	 -7.850000	-21.236373
-14.000000	  7.800000	 -7.800000	-21.141978
-14.000000	  7.800000	 -7.750000	-21.047462
-14.000000	  7.800000	 -7.700000	-20.952830
-14.000000	  7.800000	 -7.650000	-20.858085
-14.000000	  7.800000	 -7.600000	-20.763228
-14.000000	  7.800000	 -7.550000	-20.668263
-14.000000	  7.800000	 -7.500000	-20.573192
-14.000000	  7.800000	 -7.450000	-20.478018
-14.000000	  7.800000	 -7.400000	-20.382743
-14.000000	  7.800000	 -7.350000	-20.287369
-14.000000	  7.800000	 -7.300000	-20.191898
-14.000000	  7.800000	 -7.250000	-20.096333
-14.000000	  7.800000	 -7.200000	-20.000675
-14.000000	  7.800000	 -7.150000	-19.904926
-14.000000	  7.800000	 -7.100000	-19.809089
-14.000000	  7.800000	 -7.050000	-19.713168
-14.000000	  7.800000	 -7.000000	-19.617167
-14.000000	  7.900000	-10.000000	-24.208560
-14.000000	  7.900000	 -9.950000	-24.118562
-14.000000	  7.900000	 -9.900000	-24.028419
-14.000000	  7.900000	 -9.850000	-23.938130
-14.000000	  7.900000	 -9.800000	-23.847691
-14.000000	  7.900000	 -9.750000	-23.757103
-14.000000	  7.900000	 -9.700000	-23.666365
-14.000000	  7.900000	 -9.650000	-23.575475
-14.000000	  7.900000	 -9.600000	-23.484434
-14.000000	  7.900000	 -9.550000	-23.393241
