# Frequency [Hz]		C(f)				sigma(f)
2.000000000000000000e+01	4.012027525183864895e-07	4.247991859905990712e-06
2.003125000000000000e+01	-2.102174678945254265e-06	2.390033255989322224e-06
2.006250000000000000e+01	5.047993523346934215e-07	2.947924384864911395e-06
2.009375000000000000e+01	-3.415600086473424985e-06	2.916541785012656584e-06
2.012500000000000000e+01	4.007747650720987274e-06	2.880437940928167237e-06
2.015625000000000000e+01	1.950896296198131955e-06	2.817491896783441903e-06
2.018750000000000000e+01	-1.989067169352268255e-06	2.776514847999257664e-06
2.021875000000000000e+01	-2.236451050777410852e-06	2.362222690924794757e-06
2.025000000000000000e+01	3.149344294769696319e-06	2.362986706148068480e-06
2.028125000000000000e+01	5.435000929865576760e-07	2.225589506468521207e-06
2.031250000000000000e+01	2.685332945909624355e-06	2.093369866242728197e-06
2.034375000000000000e+01	9.796661133425385543e-07	2.093365235422663019e-06
2.037500000000000000e+01	-8.567522719969976670e-07	1.828068994660944984e-06
2.040625000000000000e+01	8.614150014273439160e-07	1.864117864341110623e-06
2.043750000000000000e+01	-9.095724328749418282e-07	1.824262233214162704e-06
2.046875000000000000e+01	-1.008187946752767462e-07	1.822061759423827308e-06
2.050000000000000000e+01	1.436442021990604174e-06	1.793892358387609167e-06
2.053125000000000000e+01	-1.581842965017107462e-06	1.642049515472718345e-06
2.056250000000000000e+01	-2.336579338217765828e-06	1.629857797654572199e-06
2.059375000000000000e+01	1.514630812636132158e-06	1.733723055687413513e-06
2.062500000000000000e+01	2.075783510970078668e-06	1.852476598372426063e-06
2.065625000000000000e+01	1.322704018796772364e-06	1.870675145435434317e-06
2.068750000000000000e+01	2.763016156325399360e-06	1.698717828485248674e-06
2.071875000000000000e+01	4.468128885761401734e-07	2.357213287724431368e-06
2.075000000000000000e+01	2.707549355662945488e-06	2.368336157439157386e-06
2.078125000000000000e+01	2.638132659676175162e-06	2.328829618636040130e-06
2.081250000000000000e+01	1.995864189343399685e-06	2.302653499683277738e-06
2.084375000000000000e+01	4.904596698303035464e-07	2.269903789975816416e-06
2.087500000000000000e+01	-1.108251395546079195e-06	1.461131183478568333e-06
2.090625000000000000e+01	-2.306577799813246188e-06	1.675417685893868969e-06
2.093750000000000000e+01	-1.393319253316564087e-06	1.752910574756188249e-06
2.096875000000000000e+01	2.629844342579724090e-06	1.638244679531675398e-06
2.100000000000000000e+01	-1.420064423300079397e-06	1.764942107544377057e-06
2.103125000000000000e+01	1.130143007554097650e-06	1.299677789494720421e-06
2.106250000000000000e+01	-1.183315613633637348e-06	1.227264220674080150e-06
2.109375000000000000e+01	-4.839994090597142542e-07	1.163101840756824187e-06
2.112500000000000000e+01	-2.483940883189583993e-06	1.095670576610222376e-06
2.115625000000000000e+01	1.295619035024739553e-06	1.026219961872719543e-06
2.118750000000000000e+01	1.714251201766289747e-07	9.430386361578951813e-07
2.121875000000000000e+01	-3.249920409875437775e-08	9.120983280274658816e-07
2.125000000000000000e+01	-1.212738699677703158e-06	9.324684279725967898e-07
2.128125000000000000e+01	7.716698751304319008e-07	8.936155856783365978e-07
2.131250000000000000e+01	-1.210557974596993657e-07	8.558982292080143139e-07
2.134375000000000000e+01	7.765258517425141274e-07	8.380602835490427288e-07
2.137500000000000000e+01	-2.462798687481061462e-08	8.212759154571566627e-07
2.140625000000000000e+01	3.711430159847817382e-07	1.115469810673493176e-06
2.143750000000000000e+01	1.256526758381562119e-06	1.299151953140072012e-06
2.146875000000000000e+01	-7.001976830946052645e-07	9.719401484567312965e-07
2.150000000000000000e+01	4.446830816830871676e-07	8.575162207953131332e-07
2.153125000000000000e+01	-4.722455330543911146e-07	8.355240190411647166e-07
2.156250000000000000e+01	-1.565935533042458109e-06	8.564915562545246605e-07
2.159375000000000000e+01	-6.055370720770681142e-07	9.396200795193440252e-07
2.162500000000000000e+01	1.979832895636273449e-06	9.759287850257696716e-07
2.165625000000000000e+01	5.779154691736108418e-07	9.003616899881452838e-07
2.168750000000000000e+01	4.283614762073156677e-07	8.597834630237054369e-07
2.171875000000000000e+01	-5.043742700062856600e-07	8.218225616661698224e-07
2.175000000000000000e+01	-4.095426270766768636e-08	8.167855900928697386e-07
2.178125000000000000e+01	6.242499578950466369e-07	8.156598998023191272e-07
2.181250000000000000e+01	-1.173178123285141566e-06	9.015571007839770582e-07
2.184375000000000000e+01	4.504797027844507902e-06	1.852426433800668590e-06
2.187500000000000000e+01	1.065146893380573317e-06	1.803886073856408739e-06
2.190625000000000000e+01	-2.361615671315644459e-06	1.782400563733496548e-06
2.193750000000000000e+01	-2.167672352229953023e-06	1.768108726417543785e-06
2.196875000000000000e+01	-3.589320848036192779e-06	1.759170950296685255e-06
